GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALUCE001,ALUCE002,ALUCE003,ALUCE004,ALUCE005,ALUCE006,ALUCE007,ALUCE008,ALUCE009,ALUCE010,ALUKE001,ALUKE002,ALUKE003,ALUKE004,ALUKE005,ALUKE006,ALUKE007,ALUKE008,ALUKE009,ALUKE010,ALUKE011,ALUKE012,ALUKE013,ALUKE014,ALUKE015,ALUKE016,ALUKE017,ALUKE018,ALUKE019,ALUKE020,ALUKE021,NAME_M,ALUCM001,ALUCM002,ALUCM003,ALUCM004,ALUCM005,ALUCM006,ALUCM007,ALUCM008,ALUCM009,ALUCM010,ALUKM001,ALUKM002,ALUKM003,ALUKM004,ALUKM005,ALUKM006,ALUKM007,ALUKM008,ALUKM009,ALUKM010,ALUKM011,ALUKM012,ALUKM013,ALUKM014,ALUKM015,ALUKM016,ALUKM017,ALUKM018,ALUKM019,ALUKM020,ALUKM021
"G0100870","2015-2019","AL",,,"Alabama","01","Macon County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01087",,,"Macon County, Alabama",18708,3000,15560,16,32,0,11,89,0,89,18708,18556,2966,15442,16,32,0,11,89,0,89,152,34,118,0,0,0,0,0,0,0,"Macon County, Alabama",0,27,62,17,32,19,16,42,19,42,0,131,19,147,17,32,19,16,42,19,42,131,27,127,19,19,19,19,19,19,19
"G0100890","2015-2019","AL",,,"Alabama","01","Madison County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01089",,,"Madison County, Alabama",362276,246132,88011,2124,9555,316,4939,11199,737,10462,362276,344348,234316,87115,2044,9492,290,1032,10059,147,9912,17928,11816,896,80,63,26,3907,1140,590,550,"Madison County, Alabama",0,920,901,332,423,79,905,1135,278,1085,0,0,433,863,329,428,77,520,1038,74,1033,0,815,341,60,44,32,712,326,255,197
"G0100910","2015-2019","AL",,,"Alabama","01","Marengo County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01091",,,"Marengo County, Alabama",19321,8840,10348,21,0,0,28,84,0,84,19321,19125,8672,10348,21,0,0,0,84,0,84,196,168,0,0,0,0,28,0,0,0,"Marengo County, Alabama",0,199,250,27,19,19,124,85,19,85,0,240,19,250,27,19,19,19,85,19,85,240,199,19,19,19,19,124,19,19,19
"G0100930","2015-2019","AL",,,"Alabama","01","Marion County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01093",,,"Marion County, Alabama",29866,27739,1070,141,54,0,355,507,1,506,29866,29089,27433,1025,141,54,0,0,436,0,436,777,306,45,0,0,0,355,71,1,70,"Marion County, Alabama",0,165,128,58,33,22,195,171,3,171,0,0,22,116,58,33,22,22,136,22,136,0,165,63,22,22,22,195,97,3,98
"G0100950","2015-2019","AL",,,"Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01095",,,"Marshall County, Alabama",95643,88969,2549,378,573,51,1401,1722,186,1536,95643,82286,77236,2549,349,573,51,98,1430,33,1397,13357,11733,0,29,0,0,1303,292,153,139,"Marshall County, Alabama",0,527,187,147,71,48,503,274,119,256,0,0,98,187,141,71,48,89,249,42,242,0,509,28,42,28,28,491,181,109,149
"G0100970","2015-2019","AL",,,"Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01097",,,"Mobile County, Alabama",414114,242715,148050,3192,7928,47,4542,7640,582,7058,414114,402096,235599,147186,3140,7837,47,1504,6783,184,6599,12018,7116,864,52,91,0,3038,857,398,459,"Mobile County, Alabama",0,770,864,400,521,37,929,995,233,949,0,0,277,716,408,515,37,574,897,124,886,0,742,521,52,86,28,668,349,203,261
"G0100990","2015-2019","AL",,,"Alabama","01","Monroe County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01099",,,"Monroe County, Alabama",21270,11587,9026,372,58,6,22,199,0,199,21270,21189,11544,9010,372,58,6,0,199,0,199,81,43,16,0,0,0,22,0,0,0,"Monroe County, Alabama",0,38,140,40,53,8,28,139,22,139,0,59,22,143,40,53,8,22,139,22,139,59,38,25,22,22,22,28,22,22,22
"G0101010","2015-2019","AL",,,"Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01101",,,"Montgomery County, Alabama",226941,81265,131408,468,6383,53,3104,4260,505,3755,226941,218963,76937,131160,323,6362,49,229,3903,306,3597,7978,4328,248,145,21,4,2875,357,199,158,"Montgomery County, Alabama",0,667,496,130,322,52,628,573,213,594,0,0,86,477,96,324,50,133,551,176,576,0,659,121,95,28,8,622,171,104,115
"G0101030","2015-2019","AL",,,"Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01103",,,"Morgan County, Alabama",119213,95265,15230,574,760,91,4612,2681,39,2642,119213,109251,90163,15132,565,760,66,72,2493,8,2485,9962,5102,98,9,0,25,4540,188,31,157,"Morgan County, Alabama",0,814,378,235,165,96,833,515,47,507,0,0,65,319,236,165,91,71,431,15,429,0,814,120,23,28,39,827,243,43,232
"G0101050","2015-2019","AL",,,"Alabama","01","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01105",,,"Perry County, Alabama",9293,2737,6491,3,8,0,54,0,0,0,9293,9183,2727,6441,3,8,0,4,0,0,0,110,10,50,0,0,0,50,0,0,0,"Perry County, Alabama",0,18,67,5,16,17,64,17,17,17,0,112,17,115,5,16,17,7,17,17,17,112,18,81,17,17,17,64,17,17,17
"G0101070","2015-2019","AL",,,"Alabama","01","Pickens County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01107",,,"Pickens County, Alabama",20243,11477,8134,28,12,12,278,302,32,270,20243,19258,10860,8065,28,12,12,8,273,3,270,985,617,69,0,0,0,270,29,29,0,"Pickens County, Alabama",0,110,161,43,21,20,90,142,38,146,0,0,16,152,43,21,20,16,145,6,146,0,114,51,22,22,22,95,37,37,22
"G0101090","2015-2019","AL",,,"Alabama","01","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01109",,,"Pike County, Alabama",33333,19301,12277,188,734,3,23,807,33,774,33333,32583,18672,12194,188,734,3,18,774,0,774,750,629,83,0,0,0,5,33,33,0,"Pike County, Alabama",0,79,373,58,48,4,31,368,55,364,0,0,30,362,58,48,4,30,364,25,364,0,71,66,25,25,25,7,55,55,25
"G0101110","2015-2019","AL",,,"Alabama","01","Randolph County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01111",,,"Randolph County, Alabama",22647,17452,4622,38,47,0,83,405,8,397,22647,21979,17052,4455,38,47,0,11,376,8,368,668,400,167,0,0,0,72,29,0,29,"Randolph County, Alabama",0,183,278,51,54,22,124,173,12,172,0,0,20,179,51,54,22,17,165,12,163,0,179,178,22,22,22,116,45,22,45
"G0101130","2015-2019","AL",,,"Alabama","01","Russell County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01113",,,"Russell County, Alabama",57952,28519,25300,179,553,23,1290,2088,165,1923,57952,54770,26696,25158,153,506,23,385,1849,10,1839,3182,1823,142,26,47,0,905,239,155,84,"Russell County, Alabama",0,672,457,128,151,36,705,575,159,517,0,0,301,455,123,137,36,303,485,16,486,0,554,105,32,70,28,596,209,155,113
"G0101150","2015-2019","AL",,,"Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01115",,,"St. Clair County, Alabama",87989,76774,8447,351,745,11,619,1042,179,863,87989,85856,75556,8418,304,703,11,22,842,0,842,2133,1218,29,47,42,0,597,200,179,21,"St. Clair County, Alabama",0,321,196,166,153,19,340,281,131,254,0,0,28,184,145,134,19,31,254,28,254,0,321,54,78,55,28,340,137,131,36
"G0101170","2015-2019","AL",,,"Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01117",,,"Shelby County, Alabama",213432,170998,25878,736,4399,51,7096,4274,325,3949,213432,201224,166190,25665,559,4399,51,487,3873,73,3800,12208,4808,213,177,0,0,6609,401,252,149,"Shelby County, Alabama",0,854,576,296,269,27,967,582,210,589,0,0,203,491,149,269,27,245,565,69,568,0,783,298,271,28,28,883,241,205,126
"G0101190","2015-2019","AL",,,"Alabama","01","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01119",,,"Sumter County, Alabama",12797,3229,9204,9,274,0,50,31,5,26,12797,12729,3175,9203,9,274,0,42,26,0,26,68,54,1,0,0,0,8,5,5,0,"Sumter County, Alabama",0,77,298,12,284,19,66,34,8,32,0,75,19,298,12,284,19,64,32,19,32,75,77,6,19,19,19,17,8,8,19
"G0101210","2015-2019","AL",,,"Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01121",,,"Talladega County, Alabama",80387,51398,26215,342,494,90,510,1338,68,1270,80387,78545,50344,26022,342,494,23,78,1242,44,1198,1842,1054,193,0,0,67,432,96,24,72,"Talladega County, Alabama",0,289,330,120,75,95,304,340,55,332,0,0,68,280,120,75,26,66,317,45,316,0,272,168,28,28,94,302,94,33,90
"G0101230","2015-2019","AL",,,"Alabama","01","Tallapoosa County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01123",,,"Tallapoosa County, Alabama",40541,28360,11123,90,145,0,306,517,57,460,40541,39560,27922,10934,90,145,0,11,458,1,457,981,438,189,0,0,0,295,59,56,3,"Tallapoosa County, Alabama",0,214,180,54,84,25,226,189,59,171,0,0,25,141,54,84,25,18,172,2,171,0,214,122,25,25,25,227,59,59,5
"G0101250","2015-2019","AL",,,"Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01125",,,"Tuscaloosa County, Alabama",207305,133130,66307,448,3341,93,1786,2200,193,2007,207305,199603,127593,66113,332,3335,93,72,2065,116,1949,7702,5537,194,116,6,0,1714,135,77,58,"Tuscaloosa County, Alabama",0,777,331,209,196,94,718,415,170,367,0,0,113,292,126,197,94,65,397,123,367,0,758,139,179,9,28,712,92,71,51
"G0101270","2015-2019","AL",,,"Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01127",,,"Walker County, Alabama",64110,58077,3961,143,331,0,467,1131,0,1131,64110,62515,57024,3953,98,313,0,104,1023,0,1023,1595,1053,8,45,18,0,363,108,0,108,"Walker County, Alabama",0,267,198,81,94,28,245,242,28,242,0,0,130,201,58,87,28,130,208,28,208,0,235,13,61,30,28,205,109,28,109
"G0101290","2015-2019","AL",,,"Alabama","01","Washington County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01129",,,"Washington County, Alabama",16541,10972,3894,1221,42,0,15,397,0,397,16541,16300,10743,3894,1209,42,0,15,397,0,397,241,229,0,12,0,0,0,0,0,0,"Washington County, Alabama",0,228,260,160,37,19,26,219,19,219,0,223,26,260,156,37,19,26,219,19,219,223,224,19,17,19,19,19,19,19,19
"G0101310","2015-2019","AL",,,"Alabama","01","Wilcox County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01131",,,"Wilcox County, Alabama",10681,2915,7410,19,3,0,0,334,0,334,10681,10624,2867,7410,10,3,0,0,334,0,334,57,48,0,9,0,0,0,0,0,0,"Wilcox County, Alabama",0,63,385,17,5,19,19,378,19,378,0,65,19,385,9,5,19,19,378,19,378,65,63,19,14,19,19,19,19,19,19
"G0101330","2015-2019","AL",,,"Alabama","01","Winston County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01133",,,"Winston County, Alabama",23784,22845,174,81,37,12,190,445,13,432,23784,23034,22285,174,81,37,12,0,445,13,432,750,560,0,0,0,0,190,0,0,0,"Winston County, Alabama",0,167,98,52,47,18,167,114,14,113,0,0,14,98,52,47,18,22,114,14,113,0,167,22,22,22,22,167,22,22,22
"G0200130","2015-2019","AK",,,"Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02013",,,"Aleutians East Borough, Alaska",3385,510,142,1580,666,34,142,311,22,289,3385,3080,447,109,1553,666,34,0,271,0,271,305,63,33,27,0,0,142,40,22,18,"Aleutians East Borough, Alaska",0,77,77,216,136,24,73,67,21,63,0,102,70,82,219,136,24,9,63,9,63,102,42,32,31,9,9,73,26,21,17
"G0200160","2015-2019","AK",,,"Alaska","02","Aleutians West Census Area","016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02016",,,"Aleutians West Census Area, Alaska",5698,1660,191,614,2295,151,292,495,149,346,5698,4897,1358,191,597,2258,151,4,338,8,330,801,302,0,17,37,0,288,157,141,16,"Aleutians West Census Area, Alaska",0,71,63,43,94,13,79,100,71,66,0,0,5,63,29,87,13,5,65,8,65,0,71,13,36,25,13,79,72,72,13
"G0200200","2015-2019","AK",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02020",,,"Anchorage Municipality, Alaska",293531,183741,16341,23241,28276,7187,6910,27835,1474,26361,293531,266604,169960,15486,21640,27683,7088,875,23872,317,23555,26927,13781,855,1601,593,99,6035,3963,1157,2806,"Anchorage Municipality, Alaska",0,1319,748,1360,773,348,1309,1878,403,1786,0,0,389,697,1101,735,322,459,1639,215,1622,0,1203,275,653,321,98,1237,657,313,564
"G0200500","2015-2019","AK",,,"Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02050",,,"Bethel Census Area, Alaska",18134,2022,135,15075,195,39,45,623,38,585,18134,17663,1764,134,14960,195,39,0,571,0,571,471,258,1,115,0,0,45,52,38,14,"Bethel Census Area, Alaska",0,118,46,158,43,50,45,143,64,128,0,0,15,46,122,43,50,15,127,15,127,0,118,3,86,15,15,45,64,64,14
"G0200600","2015-2019","AK",,,"Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02060",,,"Bristol Bay Borough, Alaska",875,461,5,299,2,2,14,92,0,92,875,843,445,5,299,2,2,0,90,0,90,32,16,0,0,0,0,14,2,0,2,"Bristol Bay Borough, Alaska",80,72,7,51,3,3,16,25,9,25,80,84,70,7,51,3,3,9,25,9,25,22,14,9,9,9,9,16,4,9,4
"G0200680","2015-2019","AK",,,"Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02068",,,"Denali Borough, Alaska",2246,1892,26,49,58,0,5,216,0,216,2246,2239,1892,26,49,58,0,5,209,0,209,7,0,0,0,0,0,0,7,0,7,"Denali Borough, Alaska",367,336,27,32,44,9,8,96,9,96,367,369,336,27,32,44,9,8,97,9,97,13,9,9,9,9,9,9,13,9,13
"G0200700","2015-2019","AK",,,"Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02070",,,"Dillingham Census Area, Alaska",4961,866,79,3569,67,3,31,346,0,346,4961,4777,764,79,3518,67,3,0,346,0,346,184,102,0,51,0,0,31,0,0,0,"Dillingham Census Area, Alaska",0,37,93,121,17,5,23,70,9,70,0,0,9,93,117,17,5,9,70,9,70,0,37,9,37,9,9,23,9,9,9
"G0200900","2015-2019","AK",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02090",,,"Fairbanks North Star Borough, Alaska",99072,74722,4412,7849,3207,537,1106,7239,200,7039,99072,91100,69282,4236,7204,3064,506,134,6674,127,6547,7972,5440,176,645,143,31,972,565,73,492,"Fairbanks North Star Borough, Alaska",0,571,284,754,283,149,399,885,110,876,0,0,88,282,714,259,139,170,876,90,874,0,570,93,384,121,56,368,246,59,243
"G0201000","2015-2019","AK",,,"Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02100",,,"Haines Borough, Alaska",2518,2055,0,222,33,4,7,197,0,197,2518,2405,1952,0,219,33,4,0,197,0,197,113,103,0,3,0,0,7,0,0,0,"Haines Borough, Alaska",0,108,9,108,29,9,39,84,9,84,0,72,121,9,108,29,9,9,84,9,84,72,63,9,5,9,9,39,9,9,9
"G0201050","2015-2019","AK",,,"Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02105",,,"Hoonah-Angoon Census Area, Alaska",2139,986,68,804,34,0,24,223,0,223,2139,1993,937,65,769,34,0,0,188,0,188,146,49,3,35,0,0,24,35,0,35,"Hoonah-Angoon Census Area, Alaska",0,98,45,102,38,9,50,56,9,56,0,70,93,45,101,38,9,9,51,9,51,70,33,4,23,9,9,50,22,9,22
"G0201100","2015-2019","AK",,,"Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02110",,,"Juneau City and Borough, Alaska",32227,21917,320,3409,2231,320,482,3548,175,3373,32227,30041,20844,316,3305,2079,320,15,3162,20,3142,2186,1073,4,104,152,0,467,386,155,231,"Juneau City and Borough, Alaska",0,305,55,423,232,112,311,587,166,544,0,0,20,54,424,167,112,16,501,19,501,0,307,8,68,159,20,307,184,164,105
"G0201220","2015-2019","AK",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02122",,,"Kenai Peninsula Borough, Alaska",58464,48218,365,4574,924,198,849,3336,175,3161,58464,56036,46726,313,4514,917,195,352,3019,0,3019,2428,1492,52,60,7,3,497,317,175,142,"Kenai Peninsula Borough, Alaska",0,482,102,321,170,26,468,384,106,372,0,0,439,80,319,169,26,440,379,22,379,0,199,57,39,10,5,181,133,106,106
"G0201300","2015-2019","AK",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02130",,,"Ketchikan Gateway Borough, Alaska",13800,9178,104,1969,1134,27,151,1237,35,1202,13800,13073,8827,104,1853,1101,27,56,1105,7,1098,727,351,0,116,33,0,95,132,28,104,"Ketchikan Gateway Borough, Alaska",0,81,31,161,72,24,67,166,20,165,0,0,21,31,158,62,24,47,172,11,172,0,78,15,73,33,15,44,64,20,62
"G0201500","2015-2019","AK",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02150",,,"Kodiak Island Borough, Alaska",13451,7359,46,1667,3055,45,194,1085,175,910,13451,12253,6595,28,1610,3052,45,59,864,25,839,1198,764,18,57,3,0,135,221,150,71,"Kodiak Island Borough, Alaska",0,159,31,197,142,49,116,259,118,251,0,0,102,23,179,142,49,93,232,38,224,0,132,29,76,7,15,83,107,114,87
"G0201580","2015-2019","AK",,,"Alaska","02","Kusilvak Census Area","158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02158",,,"Kusilvak Census Area, Alaska",8250,297,40,7600,11,5,44,253,0,253,8250,8157,295,8,7582,11,5,3,253,0,253,93,2,32,18,0,0,41,0,0,0,"Kusilvak Census Area, Alaska",0,3,70,104,7,5,89,66,13,66,0,82,13,7,103,7,5,4,66,13,66,82,3,69,15,13,13,89,13,13,13
"G0201640","2015-2019","AK",,,"Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02164",,,"Lake and Peninsula Borough, Alaska",1393,293,16,973,23,5,1,82,0,82,1393,1391,292,16,972,23,5,1,82,0,82,2,1,0,1,0,0,0,0,0,0,"Lake and Peninsula Borough, Alaska",367,106,19,265,30,5,2,35,9,35,367,367,106,19,264,30,5,2,35,9,35,4,2,9,2,9,9,9,9,9,9
"G0201700","2015-2019","AK",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02170",,,"Matanuska-Susitna Borough, Alaska",105369,87323,1299,6529,1453,281,396,8088,356,7732,105369,100171,83473,1207,6366,1446,237,106,7336,166,7170,5198,3850,92,163,7,44,290,752,190,562,"Matanuska-Susitna Borough, Alaska",0,306,182,382,220,93,116,528,144,507,0,0,137,143,371,219,84,77,480,110,483,0,253,90,74,10,40,84,189,98,160
"G0201800","2015-2019","AK",,,"Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02180",,,"Nome Census Area, Alaska",9988,1555,95,7572,166,14,12,574,1,573,9988,9714,1464,83,7426,153,14,0,574,1,573,274,91,12,146,13,0,12,0,0,0,"Nome Census Area, Alaska",0,35,19,100,108,15,11,123,9,118,0,0,13,9,90,106,15,13,123,9,118,0,35,17,40,18,13,11,13,13,13
"G0201850","2015-2019","AK",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02185",,,"North Slope Borough, Alaska",9792,3077,151,5017,534,189,72,752,18,734,9792,9593,3027,141,4977,527,182,0,739,5,734,199,50,10,40,7,7,72,13,13,0,"North Slope Borough, Alaska",0,50,31,215,36,11,41,220,15,218,0,87,13,23,219,36,13,13,218,10,218,87,50,22,33,11,11,41,12,12,13
"G0201880","2015-2019","AK",,,"Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02188",,,"Northwest Arctic Borough, Alaska",7715,870,94,6343,77,8,37,286,1,285,7715,7603,831,83,6332,77,8,0,272,1,271,112,39,11,11,0,0,37,14,0,14,"Northwest Arctic Borough, Alaska",0,34,36,85,16,9,46,80,2,79,0,60,13,25,85,16,9,13,82,2,82,60,34,25,9,13,13,46,13,13,13
"G0201950","2015-2019","AK",,,"Alaska","02","Petersburg Borough","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02195",,,"Petersburg Borough, Alaska",3257,2480,33,253,153,19,12,307,7,300,3257,2876,2133,33,238,149,19,6,298,2,296,381,347,0,15,4,0,6,9,5,4,"Petersburg Borough, Alaska",0,127,28,64,47,12,9,74,6,72,0,185,173,28,54,46,12,6,72,2,72,185,198,9,18,6,9,7,8,6,5
"G0201980","2015-2019","AK",,,"Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02198",,,"Prince of Wales-Hyder Census Area, Alaska",6407,3056,29,2510,91,40,21,660,9,651,6407,6160,2900,29,2466,91,40,7,627,9,618,247,156,0,44,0,0,14,33,0,33,"Prince of Wales-Hyder Census Area, Alaska",0,49,22,100,15,3,18,97,9,96,0,0,10,22,91,15,3,8,96,9,95,0,48,13,32,13,13,16,23,13,23
"G0202200","2015-2019","AK",,,"Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02220",,,"Sitka City and Borough, Alaska",8640,5554,80,1133,579,8,68,1218,75,1143,8640,8056,5320,61,1063,575,8,20,1009,25,984,584,234,19,70,4,0,48,209,50,159,"Sitka City and Borough, Alaska",0,74,46,126,69,12,43,167,56,152,0,0,41,28,119,69,12,26,149,30,147,0,63,34,44,6,13,34,73,47,60
"G0202300","2015-2019","AK",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02230",,,"Skagway Municipality, Alaska",1107,940,44,66,9,0,4,44,8,36,1107,1044,909,37,56,9,0,3,30,3,27,63,31,7,10,0,0,1,14,5,9,"Skagway Municipality, Alaska",102,110,65,32,11,9,6,19,6,17,102,107,113,65,29,11,9,4,15,3,13,33,22,8,10,9,9,4,11,6,10
"G0202400","2015-2019","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02240",,,"Southeast Fairbanks Census Area, Alaska",6878,5257,45,954,183,11,145,283,11,272,6878,6461,5066,22,954,183,4,0,232,9,223,417,191,23,0,0,7,145,51,2,49,"Southeast Fairbanks Census Area, Alaska",0,84,25,69,13,12,77,75,12,73,0,0,12,18,69,13,8,13,68,12,65,0,86,18,13,13,9,77,37,3,36
"G0202610","2015-2019","AK",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02261",,,"Valdez-Cordova Census Area, Alaska",9243,6633,35,1286,376,58,196,659,77,582,9243,8759,6406,35,1284,376,58,33,567,0,567,484,227,0,2,0,0,163,92,77,15,"Valdez-Cordova Census Area, Alaska",0,133,23,141,101,11,98,175,58,170,0,0,43,23,140,101,11,43,172,13,172,0,121,13,3,13,13,81,57,58,20
"G0202750","2015-2019","AK",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02275",,,"Wrangell City and Borough, Alaska",2502,1577,1,612,18,9,34,251,0,251,2502,2376,1548,1,555,18,9,0,245,0,245,126,29,0,57,0,0,34,6,0,6,"Wrangell City and Borough, Alaska",0,101,3,102,18,10,39,74,9,74,0,67,106,3,96,18,10,9,74,9,74,67,21,9,58,9,9,39,9,9,9
"G0202820","2015-2019","AK",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02282",,,"Yakutat City and Borough, Alaska",649,293,5,251,32,8,6,54,0,54,649,599,281,5,234,32,8,0,39,0,39,50,12,0,17,0,0,6,15,0,15,"Yakutat City and Borough, Alaska",89,82,6,49,36,6,6,23,9,23,89,90,85,6,48,36,6,9,17,9,17,26,14,9,12,9,9,6,13,9,13
"G0202900","2015-2019","AK",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02290",,,"Yukon-Koyukuk Census Area, Alaska",5377,1223,4,3731,38,2,8,371,5,366,5377,5234,1159,4,3676,38,2,0,355,0,355,143,64,0,55,0,0,8,16,5,11,"Yukon-Koyukuk Census Area, Alaska",0,19,5,51,19,3,6,53,6,52,0,0,13,5,44,19,3,13,50,13,50,0,19,13,23,13,13,6,11,6,9
"G0400010","2015-2019","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04001",,,"Apache County, Arizona",71511,16328,373,52755,246,20,549,1240,140,1100,71511,66980,13022,373,52285,246,16,57,981,56,925,4531,3306,0,470,0,4,492,259,84,175,"Apache County, Arizona",0,309,138,292,78,17,170,349,94,350,0,0,4,138,234,78,16,59,277,76,276,0,308,29,186,29,5,146,219,53,214
"G0400030","2015-2019","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04003",,,"Cochise County, Arizona",125867,107581,5132,1563,2445,482,3462,5202,721,4481,125867,81241,69216,4620,1142,2431,419,280,3133,102,3031,44626,38365,512,421,14,63,3182,2069,619,1450,"Cochise County, Arizona",0,982,371,278,160,104,787,694,237,650,0,0,235,247,191,162,53,231,356,51,342,0,975,298,193,21,93,790,498,225,479
