GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALUCE001,ALUCE002,ALUCE003,ALUCE004,ALUCE005,ALUCE006,ALUCE007,ALUCE008,ALUCE009,ALUCE010,ALUKE001,ALUKE002,ALUKE003,ALUKE004,ALUKE005,ALUKE006,ALUKE007,ALUKE008,ALUKE009,ALUKE010,ALUKE011,ALUKE012,ALUKE013,ALUKE014,ALUKE015,ALUKE016,ALUKE017,ALUKE018,ALUKE019,ALUKE020,ALUKE021,NAME_M,ALUCM001,ALUCM002,ALUCM003,ALUCM004,ALUCM005,ALUCM006,ALUCM007,ALUCM008,ALUCM009,ALUCM010,ALUKM001,ALUKM002,ALUKM003,ALUKM004,ALUKM005,ALUKM006,ALUKM007,ALUKM008,ALUKM009,ALUKM010,ALUKM011,ALUKM012,ALUKM013,ALUKM014,ALUKM015,ALUKM016,ALUKM017,ALUKM018,ALUKM019,ALUKM020,ALUKM021
"G1302890","2015-2019","GA",,,"Georgia","13","Twiggs County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13289",,,"Twiggs County, Georgia",8229,4589,3526,0,17,0,0,97,0,97,8229,8170,4530,3526,0,17,0,0,97,0,97,59,59,0,0,0,0,0,0,0,0,"Twiggs County, Georgia",0,49,104,19,23,19,19,87,19,87,0,49,19,104,19,23,19,19,87,19,87,49,49,19,19,19,19,19,19,19,19
"G1302910","2015-2019","GA",,,"Georgia","13","Union County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13291",,,"Union County, Georgia",23288,22580,173,128,72,0,31,304,29,275,23288,22517,21859,173,128,72,0,0,285,10,275,771,721,0,0,0,0,31,19,19,0,"Union County, Georgia",0,68,93,59,32,25,45,90,39,79,0,0,16,93,59,32,25,25,82,16,79,0,66,25,25,25,25,45,35,35,25
"G1302930","2015-2019","GA",,,"Georgia","13","Upson County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13293",,,"Upson County, Georgia",26236,17868,7290,167,119,210,144,438,110,328,26236,25630,17634,7120,167,119,199,0,391,97,294,606,234,170,0,0,11,144,47,13,34,"Upson County, Georgia",0,249,413,4,63,252,228,272,74,268,0,0,39,358,4,63,251,25,231,72,233,0,245,227,25,25,22,228,78,26,64
"G1302950","2015-2019","GA",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13295",,,"Walker County, Georgia",69039,63519,2840,118,565,9,495,1493,403,1090,69039,67508,62742,2840,111,523,9,180,1103,72,1031,1531,777,0,7,42,0,315,390,331,59,"Walker County, Georgia",0,242,246,126,112,16,305,409,211,298,0,0,51,246,125,89,16,152,329,85,295,0,229,31,12,63,31,248,234,179,70
"G1302970","2015-2019","GA",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13297",,,"Walton County, Georgia",91442,70869,16177,121,1255,25,1493,1502,197,1305,91442,87428,68250,16120,107,1248,25,370,1308,66,1242,4014,2619,57,14,7,0,1123,194,131,63,"Walton County, Georgia",0,516,293,141,241,33,546,350,131,363,0,0,145,282,138,241,33,210,343,57,349,0,489,94,24,13,31,491,126,117,64
"G1302990","2015-2019","GA",,,"Georgia","13","Ware County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13299",,,"Ware County, Georgia",35593,23071,10739,200,374,23,460,726,123,603,35593,34132,22547,10622,200,374,23,14,352,3,349,1461,524,117,0,0,0,446,374,120,254,"Ware County, Georgia",0,336,290,182,50,30,230,393,183,384,0,0,27,266,182,50,30,27,157,6,158,0,333,129,28,28,28,226,333,184,337
"G1303010","2015-2019","GA",,,"Georgia","13","Warren County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13301",,,"Warren County, Georgia",5297,1986,3237,0,32,0,4,38,31,7,5297,5272,1986,3237,0,32,0,4,13,6,7,25,0,0,0,0,0,0,25,25,0,"Warren County, Georgia",0,11,62,19,50,19,7,39,38,11,0,37,11,62,19,50,19,7,16,11,11,37,19,19,19,19,19,19,37,37,19
"G1303030","2015-2019","GA",,,"Georgia","13","Washington County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13303",,,"Washington County, Georgia",20436,8909,10856,48,137,0,159,327,10,317,20436,19930,8691,10755,10,137,0,26,311,0,311,506,218,101,38,0,0,133,16,10,6,"Washington County, Georgia",0,100,187,64,12,25,90,171,19,170,0,0,21,172,19,12,25,21,172,25,172,0,96,83,61,25,25,84,23,19,13
"G1303050","2015-2019","GA",,,"Georgia","13","Wayne County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13305",,,"Wayne County, Georgia",29788,22251,6127,31,182,0,405,792,123,669,29788,27922,21200,6030,21,182,0,106,383,11,372,1866,1051,97,10,0,0,299,409,112,297,"Wayne County, Georgia",0,342,212,33,115,25,249,363,132,383,0,0,115,181,28,115,25,115,220,19,220,0,345,130,18,25,25,230,287,134,319
"G1303070","2015-2019","GA",,,"Georgia","13","Webster County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13307",,,"Webster County, Georgia",2610,1390,971,9,0,0,191,49,0,49,2610,2382,1353,971,9,0,0,0,49,0,49,228,37,0,0,0,0,191,0,0,0,"Webster County, Georgia",0,182,138,15,13,13,154,52,13,52,0,166,184,138,15,13,13,13,52,13,52,166,51,13,13,13,13,154,13,13,13
"G1303090","2015-2019","GA",,,"Georgia","13","Wheeler County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13309",,,"Wheeler County, Georgia",7928,4465,3440,0,0,0,0,23,0,23,7928,7917,4454,3440,0,0,0,0,23,0,23,11,11,0,0,0,0,0,0,0,0,"Wheeler County, Georgia",0,8,37,19,19,19,19,35,19,35,0,8,19,37,19,19,19,19,35,19,35,8,8,19,19,19,19,19,19,19,19
"G1303110","2015-2019","GA",,,"Georgia","13","White County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13311",,,"White County, Georgia",29489,27699,430,172,171,1,423,593,281,312,29489,28531,27218,430,127,171,1,272,312,0,312,958,481,0,45,0,0,151,281,281,0,"White County, Georgia",0,185,173,133,25,2,284,284,229,175,0,0,25,173,117,25,2,247,175,25,175,0,185,25,67,25,25,164,229,229,25
"G1303130","2015-2019","GA",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13313",,,"Whitfield County, Georgia",104237,92420,4011,815,1536,4,3966,1485,296,1189,104237,67638,60904,3918,261,1506,4,60,985,50,935,36599,31516,93,554,30,0,3906,500,246,254,"Whitfield County, Georgia",0,1226,266,537,128,7,1160,396,153,345,0,0,60,253,174,123,7,59,330,67,312,0,1224,115,486,47,31,1160,252,139,157
"G1303150","2015-2019","GA",,,"Georgia","13","Wilcox County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13315",,,"Wilcox County, Georgia",8824,5567,3131,34,0,0,51,41,0,41,8824,8413,5163,3131,34,0,0,44,41,0,41,411,404,0,0,0,0,7,0,0,0,"Wilcox County, Georgia",0,58,61,46,19,19,60,33,19,33,0,0,47,61,46,19,19,49,33,19,33,0,13,19,19,19,19,13,19,19,19
"G1303170","2015-2019","GA",,,"Georgia","13","Wilkes County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13317",,,"Wilkes County, Georgia",9844,5182,4193,0,38,0,341,90,2,88,9844,9346,5014,4193,0,38,0,13,88,0,88,498,168,0,0,0,0,328,2,2,0,"Wilkes County, Georgia",0,165,118,19,51,19,165,104,4,104,0,0,23,118,19,51,19,23,104,19,104,0,165,19,19,19,19,166,4,4,19
"G1303190","2015-2019","GA",,,"Georgia","13","Wilkinson County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13319",,,"Wilkinson County, Georgia",9010,5333,3509,11,0,5,35,117,0,117,9010,8751,5109,3509,11,0,5,0,117,0,117,259,224,0,0,0,0,35,0,0,0,"Wilkinson County, Georgia",0,35,87,9,19,8,35,86,19,86,0,0,19,87,9,19,8,19,86,19,86,0,35,19,19,19,19,35,19,19,19
"G1303210","2015-2019","GA",,,"Georgia","13","Worth County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13321",,,"Worth County, Georgia",20494,14049,5741,77,162,6,85,374,190,184,20494,20043,13793,5741,77,162,6,68,196,12,184,451,256,0,0,0,0,17,178,178,0,"Worth County, Georgia",0,211,151,40,3,11,108,245,197,153,0,0,105,151,40,3,11,103,155,18,153,0,193,25,25,25,25,32,196,196,25
"G1500010","2015-2019","HI",,,"Hawaii","15","Hawaii County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15001",,,"Hawaii County, Hawaii",199459,66493,1266,977,44971,24338,3799,57615,810,56805,199459,174073,60447,1159,358,43561,22092,282,46174,165,46009,25386,6046,107,619,1410,2246,3517,11441,645,10796,"Hawaii County, Hawaii",0,889,194,413,1911,1360,1035,2723,263,2708,0,0,148,174,145,1907,1173,150,2475,128,2480,0,895,84,376,506,505,1028,1168,240,1119
"G1500030","2015-2019","HI",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15003",,,"Honolulu County, Hawaii",984821,206218,23603,1900,420093,93980,10332,228695,7134,221561,984821,887836,180889,22158,1314,410954,87966,1106,183449,1272,182177,96985,25329,1445,586,9139,6014,9226,45246,5862,39384,"Honolulu County, Hawaii",0,1246,962,289,3068,1799,1019,3801,831,3751,0,0,161,794,239,2992,1377,275,3424,246,3439,0,1225,358,189,1061,950,979,1820,788,1869
"G1500050","2015-2019","HI",,,"Hawaii","15","Kalawao County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15005",,,"Kalawao County, Hawaii",66,16,2,1,14,18,0,15,0,15,66,64,15,2,1,14,18,0,14,0,14,2,1,0,0,0,0,0,1,0,1,"Kalawao County, Hawaii",15,7,2,4,8,6,11,8,11,8,15,16,5,2,4,8,6,11,8,11,8,5,2,11,11,11,11,11,4,11,4
"G1500070","2015-2019","HI",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15007",,,"Kauai County, Hawaii",71769,23229,309,408,23698,6568,437,17120,489,16631,71769,63836,21189,290,261,22298,5767,100,13931,13,13918,7933,2040,19,147,1400,801,337,3189,476,2713,"Kauai County, Hawaii",0,305,127,136,864,492,180,1112,248,1096,0,0,74,124,94,776,390,76,912,20,914,0,337,27,86,382,282,176,470,250,409
"G1500090","2015-2019","HI",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15009",,,"Maui County, Hawaii",165979,58891,845,424,48579,18093,2865,36282,761,35521,165979,147167,50182,768,307,47782,17267,687,30174,183,29991,18812,8709,77,117,797,826,2178,6108,578,5530,"Maui County, Hawaii",15,1019,146,163,1540,814,791,1987,243,1968,15,13,189,131,110,1548,782,366,1791,108,1782,6,986,70,84,232,248,573,813,225,799
"G1600010","2015-2019","ID",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16001",,,"Ada County, Idaho",456849,413350,6274,2407,11617,839,6965,15397,1125,14272,456849,419380,386787,5868,1769,11298,625,595,12438,248,12190,37469,26563,406,638,319,214,6370,2959,877,2082,"Ada County, Idaho",0,1326,756,505,786,241,896,1330,386,1340,0,0,257,703,320,773,191,261,1186,134,1185,0,1333,232,363,202,147,867,695,370,604
"G1600030","2015-2019","ID",,,"Idaho","16","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16003",,,"Adams County, Idaho",4097,3911,16,72,0,8,10,80,0,80,4097,3950,3774,16,72,0,8,0,80,0,80,147,137,0,0,0,0,10,0,0,0,"Adams County, Idaho",0,13,21,45,12,17,13,43,12,43,0,0,12,21,45,12,17,12,43,12,43,0,13,12,12,12,12,13,12,12,12
"G1600050","2015-2019","ID",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16005",,,"Bannock County, Idaho",85765,76327,603,2536,1688,158,1683,2770,454,2316,85765,78384,71764,595,2185,1500,134,145,2061,90,1971,7381,4563,8,351,188,24,1538,709,364,345,"Bannock County, Idaho",0,532,139,298,203,101,374,429,208,380,0,0,115,138,241,104,91,91,336,68,328,0,518,14,201,166,32,375,295,208,217
"G1600070","2015-2019","ID",,,"Idaho","16","Bear Lake County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16007",,,"Bear Lake County, Idaho",6000,5659,53,68,40,0,114,66,42,24,6000,5743,5575,53,24,40,0,27,24,0,24,257,84,0,44,0,0,87,42,42,0,"Bear Lake County, Idaho",0,69,32,60,26,17,78,46,36,25,0,0,43,32,22,26,17,43,25,17,25,0,52,17,44,17,17,64,36,36,17
"G1600090","2015-2019","ID",,,"Idaho","16","Benewah County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16009",,,"Benewah County, Idaho",9138,7916,6,853,29,71,14,249,0,249,9138,8806,7734,6,728,29,71,3,235,0,235,332,182,0,125,0,0,11,14,0,14,"Benewah County, Idaho",0,61,6,83,30,46,17,69,17,69,0,0,4,6,74,30,46,4,70,17,70,0,61,17,55,17,17,16,14,17,14
"G1600110","2015-2019","ID",,,"Idaho","16","Bingham County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16011",,,"Bingham County, Idaho",45839,37701,143,2936,263,24,3197,1575,239,1336,45839,37592,33799,130,2350,263,24,45,981,5,976,8247,3902,13,586,0,0,3152,594,234,360,"Bingham County, Idaho",0,715,84,347,111,27,552,452,211,438,0,0,48,83,211,111,27,48,223,8,223,0,719,23,321,25,25,551,350,210,307
"G1600130","2015-2019","ID",,,"Idaho","16","Blaine County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16013",,,"Blaine County, Idaho",22373,21206,98,159,237,38,276,359,201,158,22373,17311,16696,98,159,191,20,0,147,9,138,5062,4510,0,0,46,18,276,212,192,20,"Blaine County, Idaho",0,304,75,197,121,62,207,296,268,114,0,0,13,75,197,119,34,22,114,13,112,0,303,22,22,63,41,207,267,268,23
"G1600150","2015-2019","ID",,,"Idaho","16","Boise County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16015",,,"Boise County, Idaho",7378,7016,19,32,71,5,23,212,7,205,7378,7040,6709,19,32,71,0,0,209,7,202,338,307,0,0,0,5,23,3,0,3,"Boise County, Idaho",0,28,20,21,46,8,24,56,11,54,0,0,17,20,21,46,17,17,56,11,53,0,28,17,17,17,8,24,7,17,7
"G1600170","2015-2019","ID",,,"Idaho","16","Bonner County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16017",,,"Bonner County, Idaho",43611,41441,127,378,298,53,248,1066,133,933,43611,42257,40594,98,378,298,53,13,823,0,823,1354,847,29,0,0,0,235,243,133,110,"Bonner County, Idaho",0,151,89,161,89,52,111,212,63,203,0,0,20,67,161,89,52,20,190,25,190,0,149,48,25,25,25,107,106,63,83
"G1600190","2015-2019","ID",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16019",,,"Bonneville County, Idaho",114392,102331,583,512,1169,127,6523,3147,559,2588,114392,99476,94977,508,411,1040,127,58,2355,44,2311,14916,7354,75,101,129,0,6465,792,515,277,"Bonneville County, Idaho",0,892,236,200,170,82,862,465,247,405,0,0,72,184,203,151,82,40,316,51,323,0,882,139,77,92,28,864,286,245,189
"G1600210","2015-2019","ID",,,"Idaho","16","Boundary County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16021",,,"Boundary County, Idaho",11845,11145,63,161,144,65,80,187,0,187,11845,11255,10702,63,158,105,65,0,162,0,162,590,443,0,3,39,0,80,25,0,25,"Boundary County, Idaho",0,111,58,74,66,58,80,69,19,69,0,0,19,58,73,19,58,19,66,19,66,0,111,19,6,62,19,80,34,19,34
"G1600230","2015-2019","ID",,,"Idaho","16","Butte County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16023",,,"Butte County, Idaho",2581,2567,4,0,0,0,10,0,0,0,2581,2449,2445,4,0,0,0,0,0,0,0,132,122,0,0,0,0,10,0,0,0,"Butte County, Idaho",0,15,5,12,12,12,14,12,12,12,0,83,83,5,12,12,12,12,12,12,12,83,85,12,12,12,12,14,12,12,12
"G1600250","2015-2019","ID",,,"Idaho","16","Camas County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16025",,,"Camas County, Idaho",1048,1045,0,0,0,0,0,3,0,3,1048,1031,1028,0,0,0,0,0,3,0,3,17,17,0,0,0,0,0,0,0,0,"Camas County, Idaho",125,125,12,12,12,12,12,4,12,4,125,129,128,12,12,12,12,12,4,12,4,25,25,12,12,12,12,12,12,12,12
"G1600270","2015-2019","ID",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16027",,,"Canyon County, Idaho",217633,180081,893,2257,1846,598,23539,8419,2775,5644,217633,162599,153011,887,1311,1787,536,260,4807,126,4681,55034,27070,6,946,59,62,23279,3612,2649,963,"Canyon County, Idaho",0,1975,351,591,300,164,2032,1039,748,716,0,0,263,351,265,286,149,232,575,95,563,0,1983,10,464,54,65,2041,820,727,384
"G1600290","2015-2019","ID",,,"Idaho","16","Caribou County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16029",,,"Caribou County, Idaho",6953,6636,0,11,4,0,139,163,0,163,6953,6548,6377,0,4,4,0,0,163,0,163,405,259,0,7,0,0,139,0,0,0,"Caribou County, Idaho",0,82,17,13,7,17,82,11,17,11,0,0,17,17,7,7,17,17,11,17,11,0,82,17,11,17,17,82,17,17,17
"G1600310","2015-2019","ID",,,"Idaho","16","Cassia County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16031",,,"Cassia County, Idaho",23690,22067,52,277,139,14,819,322,30,292,23690,17244,16546,52,257,139,4,13,233,0,233,6446,5521,0,20,0,10,806,89,30,59,"Cassia County, Idaho",0,414,46,100,56,17,406,142,38,137,0,0,25,46,100,56,7,25,121,22,121,0,411,22,23,22,15,403,78,38,70
"G1600330","2015-2019","ID",,,"Idaho","16","Clark County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16033",,,"Clark County, Idaho",913,825,7,42,0,0,39,0,0,0,913,470,421,7,42,0,0,0,0,0,0,443,404,0,0,0,0,39,0,0,0,"Clark County, Idaho",125,116,10,42,12,12,37,12,12,12,125,111,100,10,42,12,12,12,12,12,12,111,108,12,12,12,12,37,12,12,12
"G1600350","2015-2019","ID",,,"Idaho","16","Clearwater County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16035",,,"Clearwater County, Idaho",8673,8040,46,191,35,20,121,220,20,200,8673,8306,7827,46,191,35,20,0,187,0,187,367,213,0,0,0,0,121,33,20,13,"Clearwater County, Idaho",0,69,35,60,17,21,75,74,19,71,0,0,17,35,60,17,21,17,58,17,58,0,69,17,17,17,17,75,31,19,21
"G1600370","2015-2019","ID",,,"Idaho","16","Custer County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16037",,,"Custer County, Idaho",4169,3807,5,46,0,0,45,266,38,228,4169,3994,3719,5,42,0,0,0,228,0,228,175,88,0,4,0,0,45,38,38,0,"Custer County, Idaho",0,80,7,49,12,12,40,82,48,65,0,81,89,7,49,12,12,12,65,12,65,81,73,12,8,12,12,40,48,48,12
"G1600390","2015-2019","ID",,,"Idaho","16","Elmore County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16039",,,"Elmore County, Idaho",26743,22766,720,555,705,107,803,1087,64,1023,26743,22179,19426,695,363,695,96,29,875,9,866,4564,3340,25,192,10,11,774,212,55,157,"Elmore County, Idaho",0,383,145,220,134,92,346,252,50,260,0,0,25,143,91,133,93,31,196,14,197,0,383,36,194,16,13,347,141,49,135
"G1600410","2015-2019","ID",,,"Idaho","16","Franklin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16041",,,"Franklin County, Idaho",13464,12748,35,115,20,2,287,257,18,239,13464,12555,12263,35,73,20,2,6,156,0,156,909,485,0,42,0,0,281,101,18,83,"Franklin County, Idaho",0,144,35,68,23,6,142,72,28,67,0,0,9,35,49,23,6,9,49,19,49,0,143,19,47,19,19,141,58,28,49
"G1600430","2015-2019","ID",,,"Idaho","16","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16043",,,"Fremont County, Idaho",13020,12342,22,18,24,82,234,298,62,236,13020,11391,11047,20,10,24,82,13,195,0,195,1629,1295,2,8,0,0,221,103,62,41,"Fremont County, Idaho",0,160,23,19,24,102,137,105,47,97,0,0,18,22,16,24,102,18,92,19,92,0,153,4,10,19,19,133,63,47,35
"G1600450","2015-2019","ID",,,"Idaho","16","Gem County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16045",,,"Gem County, Idaho",17331,15611,20,240,98,0,878,484,61,423,17331,15880,15207,20,193,98,0,0,362,0,362,1451,404,0,47,0,0,878,122,61,61,"Gem County, Idaho",0,253,24,103,41,19,253,134,88,108,0,0,19,24,76,41,19,19,89,19,89,0,253,19,71,19,19,253,113,88,72
"G1600470","2015-2019","ID",,,"Idaho","16","Gooding County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16047",,,"Gooding County, Idaho",15148,14091,13,69,139,36,417,383,131,252,15148,10745,10279,13,47,139,34,0,233,0,233,4403,3812,0,22,0,2,417,150,131,19,"Gooding County, Idaho",0,306,19,55,118,37,249,199,177,114,0,0,19,19,48,118,37,19,113,19,113,0,306,19,27,19,5,249,169,177,19
"G1600490","2015-2019","ID",,,"Idaho","16","Idaho County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16049",,,"Idaho County, Idaho",16411,15319,23,649,66,3,98,253,39,214,16411,15853,14927,23,611,66,3,0,223,22,201,558,392,0,38,0,0,98,30,17,13,"Idaho County, Idaho",0,81,24,110,46,5,66,117,35,108,0,0,19,24,106,46,5,19,111,30,104,0,81,19,39,19,19,66,28,22,18
"G1600510","2015-2019","ID",,,"Idaho","16","Jefferson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16051",,,"Jefferson County, Idaho",28534,26039,0,350,127,14,1532,472,163,309,28534,25530,24750,0,346,127,14,0,293,0,293,3004,1289,0,4,0,0,1532,179,163,16,"Jefferson County, Idaho",0,453,22,102,73,16,454,259,220,128,0,0,22,22,102,73,16,22,123,22,123,0,453,22,7,22,22,454,222,220,28
"G1600530","2015-2019","ID",,,"Idaho","16","Jerome County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16053",,,"Jerome County, Idaho",23730,22161,41,174,227,106,613,408,25,383,23730,15165,14593,36,67,101,106,3,259,0,259,8565,7568,5,107,126,0,610,149,25,124,"Jerome County, Idaho",0,345,40,181,152,97,274,143,28,146,0,0,6,40,58,64,97,6,92,22,92,0,344,9,135,131,22,272,125,28,122
"G1600550","2015-2019","ID",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16055",,,"Kootenai County, Idaho",157322,147874,494,2138,1433,171,810,4402,571,3831,157322,150052,142577,465,1961,1317,159,64,3509,98,3411,7270,5297,29,177,116,12,746,893,473,420,"Kootenai County, Idaho",0,479,154,350,276,109,301,479,270,460,0,0,107,143,275,243,105,75,438,75,429,0,451,48,139,107,17,292,283,264,204
"G1600570","2015-2019","ID",,,"Idaho","16","Latah County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16057",,,"Latah County, Idaho",39505,36325,462,531,915,20,212,1040,53,987,39505,37779,35040,458,409,894,20,27,931,20,911,1726,1285,4,122,21,0,185,109,33,76,"Latah County, Idaho",0,166,83,120,206,24,103,234,41,231,0,0,34,85,73,205,24,25,228,24,226,0,165,7,96,31,25,102,87,34,84
"G1600590","2015-2019","ID",,,"Idaho","16","Lemhi County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16059",,,"Lemhi County, Idaho",7847,7430,3,40,0,8,59,307,58,249,7847,7579,7320,3,21,0,8,0,227,0,227,268,110,0,19,0,0,59,80,58,22,"Lemhi County, Idaho",0,73,5,41,17,11,39,64,55,38,0,0,17,5,24,17,11,17,27,17,27,0,73,17,29,17,17,39,60,55,28
"G1600610","2015-2019","ID",,,"Idaho","16","Lewis County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16061",,,"Lewis County, Idaho",3838,3327,5,321,53,1,25,106,26,80,3838,3663,3217,5,297,53,1,15,75,0,75,175,110,0,24,0,0,10,31,26,5,"Lewis County, Idaho",0,39,5,37,12,2,36,40,21,30,0,0,18,5,28,12,2,18,29,12,29,0,34,12,18,12,12,27,21,21,5
"G1600630","2015-2019","ID",,,"Idaho","16","Lincoln County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16063",,,"Lincoln County, Idaho",5350,4978,0,32,22,0,170,148,26,122,5350,3706,3538,0,32,22,0,0,114,0,114,1644,1440,0,0,0,0,170,34,26,8,"Lincoln County, Idaho",0,88,17,20,18,17,82,29,18,25,0,0,17,17,20,18,17,17,24,17,24,0,88,17,17,17,17,82,19,18,8
"G1600650","2015-2019","ID",,,"Idaho","16","Madison County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16065",,,"Madison County, Idaho",39100,36286,65,57,610,94,842,1146,100,1046,39100,36136,34525,65,53,610,63,85,735,17,718,2964,1761,0,4,0,31,757,411,83,328,"Madison County, Idaho",0,396,70,62,180,83,305,313,109,290,0,0,122,70,66,180,68,114,180,26,178,0,366,25,9,25,49,274,238,107,223
"G1600670","2015-2019","ID",,,"Idaho","16","Minidoka County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16067",,,"Minidoka County, Idaho",20705,19373,32,267,55,25,675,278,78,200,20705,13403,12839,32,255,55,0,0,222,24,198,7302,6534,0,12,0,25,675,56,54,2,"Minidoka County, Idaho",0,251,40,80,61,33,232,91,64,73,0,0,39,40,80,61,22,22,77,39,73,0,243,22,14,22,33,232,47,47,4
"G1600690","2015-2019","ID",,,"Idaho","16","Nez Perce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16069",,,"Nez Perce County, Idaho",40217,36037,143,2473,332,5,148,1079,97,982,40217,38638,34974,143,2350,308,5,16,842,0,842,1579,1063,0,123,24,0,132,237,97,140,"Nez Perce County, Idaho",0,175,64,189,83,7,107,230,61,232,0,0,19,64,168,78,7,19,205,25,205,0,174,25,67,37,25,106,99,61,88
