GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,BLOCKA,CDA,AREANAME,C19001
"G4805030","1970","Texas","48","Young","503",,,,,,,,,"Young",3489400
"G4805050","1970","Texas","48","Zapata","505",,,,,,,,,"Zapata",341250
"G4805070","1970","Texas","48","Zavala","507",,,,,"9080",,,,"Zavala",812200
"G4900010","1970","Utah","49","Beaver","001",,,,,,,,,"Beaver",561500
"G4900030","1970","Utah","49","Box Elder","003",,,,,,,,,"Box Elder",4379200
"G4900050","1970","Utah","49","Cache","005",,,,,,,,,"Cache",11619700
"G4900070","1970","Utah","49","Carbon","007",,,,,,,,,"Carbon",2718600
"G4900090","1970","Utah","49","Daggett","009",,,,,,,,,"Daggett",172900
"G4900110","1970","Utah","49","Davis","011",,,,,"7160",,,,"Davis",12811950
"G4900130","1970","Utah","49","Duchesne","013",,,,,,,,,"Duchesne",1133450
"G4900150","1970","Utah","49","Emery","015",,,,,,,,,"Emery",1334750
"G4900170","1970","Utah","49","Garfield","017",,,,,,,,,"Garfield",326750
"G4900190","1970","Utah","49","Grand","019",,,,,,,,,"Grand",1642600
"G4900210","1970","Utah","49","Iron","021",,,,,,,,,"Iron",2527150
"G4900230","1970","Utah","49","Juab","023",,,,,,,,,"Juab",778200
"G4900250","1970","Utah","49","Kane","025",,,,,,,,,"Kane",403550
"G4900270","1970","Utah","49","Millard","027",,,,,,,,,"Millard",1000050
"G4900290","1970","Utah","49","Morgan","029",,,,,,,,,"Morgan",215150
"G4900310","1970","Utah","49","Piute","031",,,,,,,,,"Piute",92400
"G4900330","1970","Utah","49","Rich","033",,,,,,,,,"Rich",388200
"G4900350","1970","Utah","49","Salt Lake","035",,,,,"7160",,,,"Salt Lake",125977750
"G4900370","1970","Utah","49","San Juan","037",,,,,,,,,"San Juan",2412100
"G4900390","1970","Utah","49","Sanpete","039",,,,,,,,,"Sanpete",2267300
"G4900410","1970","Utah","49","Sevier","041",,,,,,,,,"Sevier",1425650
"G4900430","1970","Utah","49","Summit","043",,,,,,,,,"Summit",1107350
"G4900450","1970","Utah","49","Tooele","045",,,,,,,,,"Tooele",5521050
"G4900470","1970","Utah","49","Uintah","047",,,,,"7160",,,,"Uintah",1544200
"G4900490","1970","Utah","49","Utah","049",,,,,"6520",,,,"Utah",37248800
"G4900510","1970","Utah","49","Wasatch","051",,,,,,,,,"Wasatch",578050
"G4900530","1970","Utah","49","Washington","053",,,,,,,,,"Washington",2268950
"G4900550","1970","Utah","49","Wayne","055",,,,,"6520",,,,"Wayne",73850
"G4900570","1970","Utah","49","Weber","057",,,,,"5840",,,,"Weber",29161000
"G5000010","1970","Vermont","50","Addison","001",,,,,,,,,"Addison",8676400
"G5000030","1970","Vermont","50","Bennington","003",,,,,,,,,"Bennington",8852000
"G5000050","1970","Vermont","50","Caledonia","005",,,,,,,,,"Caledonia",6415000
"G5000070","1970","Vermont","50","Chittenden","007",,,,,,,,,"Chittenden",40243700
"G5000090","1970","Vermont","50","Essex","009",,,,,,,,,"Essex",1146800
"G5000110","1970","Vermont","50","Franklin","011",,,,,,,,,"Franklin",7983250
"G5000130","1970","Vermont","50","Grand Isle","013",,,,,,,,,"Grand Isle",608300
"G5000150","1970","Vermont","50","Lamoille","015",,,,,,,,,"Lamoille",4099600
"G5000170","1970","Vermont","50","Orange","017",,,,,,,,,"Orange",4670550
"G5000190","1970","Vermont","50","Orleans","019",,,,,,,,,"Orleans",4305750
"G5000210","1970","Vermont","50","Rutland","021",,,,,,,,,"Rutland",14226050
"G5000230","1970","Vermont","50","Washington","023",,,,,,,,,"Washington",15789000
"G5000250","1970","Vermont","50","Windham","025",,,,,,,,,"Windham",13192700
"G5000270","1970","Vermont","50","Windsor","027",,,,,,,,,"Windsor",12496350
"G5100010","1970","Virginia","51","Accomack","001",,,,,,,,,"Accomack",5408400
"G5100030","1970","Virginia","51","Albemarle","003",,,,,,,,,"Albemarle",15057500
"G5100050","1970","Virginia","51","Alleghany","005",,,,,,,,,"Alleghany",1339150
"G5100070","1970","Virginia","51","Amelia","007",,,,,,,,,"Amelia",833000
"G5100090","1970","Virginia","51","Amherst","009",,,,,"4640",,,,"Amherst",4315000
"G5100110","1970","Virginia","51","Appomattox","011",,,,,"4640",,,,"Appomattox",1081750
"G5100130","1970","Virginia","51","Arlington","013",,,,,"8840",,,,"Arlington",245723250
"G5100150","1970","Virginia","51","Augusta","015",,,,,,,,,"Augusta",5863850
"G5100170","1970","Virginia","51","Bath","017",,,,,,,,,"Bath",1841100
"G5100190","1970","Virginia","51","Bedford","019",,,,,,,,,"Bedford",2923850
"G5100210","1970","Virginia","51","Bland","021",,,,,,,,,"Bland",540600
"G5100230","1970","Virginia","51","Botetourt","023",,,,,,,,,"Botetourt",1848550
"G5100250","1970","Virginia","51","Brunswick","025",,,,,,,,,"Brunswick",2479950
"G5100270","1970","Virginia","51","Buchanan","027",,,,,,,,,"Buchanan",2153900
"G5100290","1970","Virginia","51","Buckingham","029",,,,,"8840",,,,"Buckingham",1106600
"G5100310","1970","Virginia","51","Campbell","031",,,,,"4640",,,,"Campbell",6225250
"G5100330","1970","Virginia","51","Caroline","033",,,,,,,,,"Caroline",1616950
"G5100350","1970","Virginia","51","Carroll","035",,,,,,,,,"Carroll",1516650
"G5100360","1970","Virginia","51","Charles City","036",,,,,,,,,"Charles City",310900
"G5100370","1970","Virginia","51","Charlotte","037",,,,,"4640",,,,"Charlotte",896750
"G5100410","1970","Virginia","51","Chesterfield","041",,,,,"6760",,,,"Chesterfield",15087600
"G5100430","1970","Virginia","51","Clarke","043",,,,,,,,,"Clarke",2113650
"G5100450","1970","Virginia","51","Craig","045",,,,,,,,,"Craig",542200
"G5100470","1970","Virginia","51","Culpeper","047",,,,,,,,,"Culpeper",3291950
"G5100490","1970","Virginia","51","Cumberland","049",,,,,,,,,"Cumberland",646100
"G5100510","1970","Virginia","51","Dickenson","051",,,,,"6760",,,,"Dickenson",836900
"G5100530","1970","Virginia","51","Dinwiddie","053",,,,,"6140",,,,"Dinwiddie",3169850
"G5100570","1970","Virginia","51","Essex","057",,,,,"6140",,,,"Essex",1468150
"G5100590","1970","Virginia","51","Fairfax","059",,,,,"8840",,,,"Fairfax",140801100
"G5100610","1970","Virginia","51","Fauquier","061",,,,,,,,,"Fauquier",7114800
"G5100630","1970","Virginia","51","Floyd","063",,,,,,,,,"Floyd",783450
"G5100650","1970","Virginia","51","Fluvanna","065",,,,,,,,,"Fluvanna",1034500
"G5100670","1970","Virginia","51","Franklin","067",,,,,,,,,"Franklin",4375750
"G5100690","1970","Virginia","51","Frederick","069",,,,,,,,,"Frederick",3979700
"G5100710","1970","Virginia","51","Giles","071",,,,,,,,,"Giles",3103000
"G5100730","1970","Virginia","51","Gloucester","073",,,,,,,,,"Gloucester",2368050
"G5100750","1970","Virginia","51","Goochland","075",,,,,,,,,"Goochland",1041750
"G5100770","1970","Virginia","51","Grayson","077",,,,,,,,,"Grayson",1599250
"G5100790","1970","Virginia","51","Greene","079",,,,,,,,,"Greene",542000
"G5100810","1970","Virginia","51","Greensville","081",,,,,,,,,"Greensville",1028350
"G5100830","1970","Virginia","51","Halifax","083",,,,,"8840",,,,"Halifax",3742900
"G5100850","1970","Virginia","51","Hanover","085",,,,,"6760",,,,"Hanover",5174050
"G5100870","1970","Virginia","51","Henrico","087",,,,,"6760",,,,"Henrico",39649600
"G5100890","1970","Virginia","51","Henry","089",,,,,,,,,"Henry",5643500
"G5100910","1970","Virginia","51","Highland","091",,,,,,,,,"Highland",334300
"G5100930","1970","Virginia","51","Isle Of Wight","093",,,,,,,,,"Isle Of Wight",2586750
"G5100950","1970","Virginia","51","James City","095",,,,,,,,,"James City",3040050
"G5100970","1970","Virginia","51","King And Queen","097",,,,,,,,,"King And Queen",553350
"G5100990","1970","Virginia","51","King George","099",,,,,,,,,"King George",3151550
"G5101010","1970","Virginia","51","King William","101",,,,,,,,,"King William",1288100
"G5101030","1970","Virginia","51","Lancaster","103",,,,,,,,,"Lancaster",1685550
"G5101050","1970","Virginia","51","Lee","105",,,,,"6760",,,,"Lee",1665450
"G5101070","1970","Virginia","51","Loudoun","107",,,,,"8840",,,,"Loudoun",8282150
"G5101090","1970","Virginia","51","Louisa","109",,,,,,,,,"Louisa",2207950
"G5101110","1970","Virginia","51","Lunenburg","111",,,,,,,,,"Lunenberg",1451200
"G5101130","1970","Virginia","51","Madison","113",,,,,,,,,"Madison",1122950
"G5101150","1970","Virginia","51","Mathews","115",,,,,,,,,"Mathews",1675600
"G5101170","1970","Virginia","51","Mecklenburg","117",,,,,,,,,"Mecklenburg",4709000
"G5101190","1970","Virginia","51","Middlesex","119",,,,,,,,,"Middlesex",1224300
"G5101210","1970","Virginia","51","Montgomery","121",,,,,,,,,"Montgomery",19003150
"G5101230","1970","Virginia","51","Nansemond","123",,,,,,,,,"Nansemond",4600950
"G5101250","1970","Virginia","51","Nelson","125",,,,,,,,,"Nelson",1452800
"G5101270","1970","Virginia","51","New Kent","127",,,,,,,,,"New Kent",300300
"G5101310","1970","Virginia","51","Northampton","131",,,,,,,,,"Northampton",3545750
"G5101330","1970","Virginia","51","Northumberland","133",,,,,,,,,"Northumberland",1369250
"G5101350","1970","Virginia","51","Nottoway","135",,,,,,,,,"Nottoway",2615700
"G5101370","1970","Virginia","51","Orange","137",,,,,,,,,"Orange",2027100
"G5101390","1970","Virginia","51","Page","139",,,,,,,,,"Page",2313750
"G5101410","1970","Virginia","51","Patrick","141",,,,,,,,,"Patrick",1340750
"G5101430","1970","Virginia","51","Pittsylvania","143",,,,,,,,,"Pittsylvania",5592850
"G5101450","1970","Virginia","51","Powhatan","145",,,,,,,,,"Powhatan",1367550
"G5101470","1970","Virginia","51","Prince Edward","147",,,,,"8840",,,,"Prince Edward",4344600
"G5101490","1970","Virginia","51","Prince George","149",,,,,"6140",,,,"Prince George",23385150
"G5101530","1970","Virginia","51","Prince William","153",,,,,"8840",,,,"Prince William",25373400
"G5101550","1970","Virginia","51","Pulaski","155",,,,,,,,,"Pulaski",3997450
"G5101570","1970","Virginia","51","Rappahannock","157",,,,,,,,,"Rappahannock",820900
"G5101590","1970","Virginia","51","Richmond","159",,,,,"8840",,,,"Richmond",918900
"G5101610","1970","Virginia","51","Roanoke","161",,,,,"6800",,,,"Roanoke",12026000
"G5101630","1970","Virginia","51","Rockbridge","163",,,,,,,,,"Rockbridge",3245050
"G5101650","1970","Virginia","51","Rockingham","165",,,,,,,,,"Rockingham",7751050
"G5101670","1970","Virginia","51","Russell","167",,,,,,,,,"Russell",1197700
"G5101690","1970","Virginia","51","Scott","169",,,,,,,,,"Scott",2077800
"G5101710","1970","Virginia","51","Shenandoah","171",,,,,,,,,"Shenandoah",4114600
"G5101730","1970","Virginia","51","Smyth","173",,,,,,,,,"Smyth",4692150
"G5101750","1970","Virginia","51","Southampton","175",,,,,,,,,"Southampton",2209700
"G5101770","1970","Virginia","51","Spotsylvania","177",,,,,,,,,"Spotsylvania",2013850
"G5101790","1970","Virginia","51","Stafford","179",,,,,,,,,"Stafford",6086650
"G5101810","1970","Virginia","51","Surry","181",,,,,,,,,"Surry",769000
"G5101830","1970","Virginia","51","Sussex","183",,,,,,,,,"Sussex",1710200
"G5101850","1970","Virginia","51","Tazewell","185",,,,,,,,,"Tazewell",4999950
"G5101870","1970","Virginia","51","Warren","187",,,,,,,,,"Warren",2851350
"G5101910","1970","Virginia","51","Washington","191",,,,,,,,,"Washington",5210450
"G5101930","1970","Virginia","51","Westmoreland","193",,,,,,,,,"Westmoreland",1833000
"G5101950","1970","Virginia","51","Wise","195",,,,,,,,,"Wise",3663050
"G5101970","1970","Virginia","51","Wythe","197",,,,,"6800",,,,"Wythe",3099550
"G5101990","1970","Virginia","51","York","199",,,,,"5680",,,,"York",7887700
"G5105100","1970","Virginia","51","Alexandria City","510",,,,,"8840",,,,"Alexandria City",126093350
"G5105150","1970","Virginia","51","Bedford City","515",,,,,,,,,"Bedford City",2427450
"G5105200","1970","Virginia","51","Bristol City","520",,,,,,,,,"Bristol City",3883000
"G5105300","1970","Virginia","51","Buena Vista City","530",,,,,,,,,"Buena Vista City",1011050
"G5105400","1970","Virginia","51","Charlottesville City","540",,,,,"8840",,,,"Charlottesville City",23304000
"G5105500","1970","Virginia","51","Chesapeake City","550",,,,,"5720",,,,"Chesapeake City",13705250
"G5105600","1970","Virginia","51","Clifton Forge City","560",,,,,"5720",,,,"Clifton Forge City",1183100
"G5105700","1970","Virginia","51","Colonial Heights City","570",,,,,"6140",,,,"Colonial Heights City",3088850
"G5105800","1970","Virginia","51","Covington City","580",,,,,,,,,"Covington City",2268450
"G5105900","1970","Virginia","51","Danville City","590",,,,,,,,,"Danville City",12820700
"G5105950","1970","Virginia","51","Emporia City","595",,,,,"6140",,,,"Emporia City",1230750
"G5106000","1970","Virginia","51","Fairfax City","600",,,,,"8840",,,,"Fairfax City",6026250
"G5106100","1970","Virginia","51","Falls Church City","610",,,,,"8840",,,,"Falls Church City",7051400
"G5106200","1970","Virginia","51","Franklin City","620",,,,,,,,,"Franklin City",1366700
"G5106300","1970","Virginia","51","Fredericksburg City","630",,,,,,,,,"Fredericksburg City",7658100
"G5106400","1970","Virginia","51","Galax City","640",,,,,"8840",,,,"Galax City",1007700
"G5106500","1970","Virginia","51","Hampton City","650",,,,,"5680",,,,"Hampton City",39322000
"G5106600","1970","Virginia","51","Harrisonburg City","660",,,,,"5680",,,,"Harrisonburg City",6341300
"G5106700","1970","Virginia","51","Hopewell City","670",,,,,"6140",,,,"Hopewell City",5069500
"G5106780","1970","Virginia","51","Lexington City","678",,,,,"6140",,,,"Lexington City",4062750
"G5106800","1970","Virginia","51","Lynchburg City","680",,,,,"4640",,,,"Lynchburg City",20161400
"G5106900","1970","Virginia","51","Martinsville City","690",,,,,"4640",,,,"Martinsville City",6469950
"G5107000","1970","Virginia","51","Newport News City","700",,,,,"5680",,,,"Newport News City",61439100
"G5107100","1970","Virginia","51","Norfolk City","710",,,,,"5720",,,,"Norfolk City",224473100
"G5107200","1970","Virginia","51","Norton City","720",,,,,"5720",,,,"Norton City",784650
"G5107300","1970","Virginia","51","Petersburg City","730",,,,,"6140",,,,"Petersburg City",10537500
"G5107400","1970","Virginia","51","Portsmouth City","740",,,,,"5720",,,,"Portsmouth City",31908600
"G5107500","1970","Virginia","51","Radford City","750",,,,,"5720",,,,"Radford City",4507850
"G5107600","1970","Virginia","51","Richmond City","760",,,,,"6760",,,,"Richmond City",134968900
"G5107700","1970","Virginia","51","Roanoke City","770",,,,,"6800",,,,"Roanoke City",36175900
"G5107750","1970","Virginia","51","Salem City","775",,,,,"6800",,,,"Salem City",6084250
"G5107800","1970","Virginia","51","South Boston City","780",,,,,,,,,"South Boston City",1821750
"G5107900","1970","Virginia","51","Staunton City","790",,,,,,,,,"Staunton City",9027700
"G5108000","1970","Virginia","51","Suffolk City","800",,,,,"6800",,,,"Suffolk City",3197350
"G5108100","1970","Virginia","51","Virginia Beach City","810",,,,,"5720",,,,"Virginia Beach City",64814250
"G5108200","1970","Virginia","51","Waynesboro City","820",,,,,,,,,"Waynesboro City",4767850
"G5108300","1970","Virginia","51","Williamsburg City","830",,,,,,,,,"Williamsburg City",7518150
"G5108400","1970","Virginia","51","Winchester City","840",,,,,"5720",,,,"Winchester City",6847800
"G5300010","1970","Washington","53","Adams","001",,,,,,,,,"Adams",2749900
"G5300030","1970","Washington","53","Asotin","003",,,,,,,,,"Asotin",4599050
"G5300050","1970","Washington","53","Benton","005",,,,,,,,,"Benton",16761600
"G5300070","1970","Washington","53","Chelan","007",,,,,,,,,"Chelan",14592650
"G5300090","1970","Washington","53","Clallam","009",,,,,,,,,"Clallam",11221950
"G5300110","1970","Washington","53","Clark","011",,,,,"6440",,,,"Clark",37398500
"G5300130","1970","Washington","53","Columbia","013",,,,,,,,,"Columbia",2040550
"G5300150","1970","Washington","53","Cowlitz","015",,,,,,,,,"Cowlitz",20213900
"G5300170","1970","Washington","53","Douglas","017",,,,,,,,,"Douglas",3266550
"G5300190","1970","Washington","53","Ferry","019",,,,,,,,,"Ferry",888350
"G5300210","1970","Washington","53","Franklin","021",,,,,,,,,"Franklin",7591050
"G5300230","1970","Washington","53","Garfield","023",,,,,,,,,"Garfield",704600
"G5300250","1970","Washington","53","Grant","025",,,,,,,,,"Grant",12496150
"G5300270","1970","Washington","53","Grays Harbor","027",,,,,,,,,"Grays Harbor",20878650
"G5300290","1970","Washington","53","Island","029",,,,,,,,,"Island",12546000
"G5300310","1970","Washington","53","Jefferson","031",,,,,"6440",,,,"Jefferson",4492450
"G5300330","1970","Washington","53","King","033",,,,,"7600",,,,"King",692116500
"G5300350","1970","Washington","53","Kitsap","035",,,,,,,,,"Kitsap",46855850
"G5300370","1970","Washington","53","Kittitas","037",,,,,,,,,"Kittitas",13255700
"G5300390","1970","Washington","53","Klickitat","039",,,,,,,,,"Klickitat",3302000
"G5300410","1970","Washington","53","Lewis","041",,,,,,,,,"Lewis",12377700
"G5300430","1970","Washington","53","Lincoln","043",,,,,,,,,"Lincoln",3343800
"G5300450","1970","Washington","53","Mason","045",,,,,,,,,"Mason",6156000
"G5300470","1970","Washington","53","Okanogan","047",,,,,,,,,"Okanogan",5969750
"G5300490","1970","Washington","53","Pacific","049",,,,,,,,,"Pacific",4634050
"G5300510","1970","Washington","53","Pend Oreille","051",,,,,"7600",,,,"Pend Oreille",1385600
"G5300530","1970","Washington","53","Pierce","053",,,,,"8200",,,,"Pierce",202018450
"G5300550","1970","Washington","53","San Juan","055",,,,,,,,,"San Juan",1430350
"G5300570","1970","Washington","53","Skagit","057",,,,,,,,,"Skagit",15594850
"G5300590","1970","Washington","53","Skamania","059",,,,,"8200",,,,"Skamania",1133250
"G5300610","1970","Washington","53","Snohomish","061",,,,,"7600",,,,"Snohomish",79961350
"G5300630","1970","Washington","53","Spokane","063",,,,,"7840",,,,"Spokane",111322600
"G5300650","1970","Washington","53","Stevens","065",,,,,,,,,"Stevens",3699150
"G5300670","1970","Washington","53","Thurston","067",,,,,,,,,"Thurston",28139750
"G5300690","1970","Washington","53","Wahkiakum","069",,,,,,,,,"Wahkiakum",817800
"G5300710","1970","Washington","53","Walla Walla","071",,,,,,,,,"Walla Walla",16107700
"G5300730","1970","Washington","53","Whatcom","073",,,,,,,,,"Whatcom",30961650
"G5300750","1970","Washington","53","Whitman","075",,,,,,,,,"Whitman",23272400
"G5300770","1970","Washington","53","Yakima","077",,,,,"7840",,,,"Yakima",38564250
"G5400010","1970","West Virginia","54","Barbour","001",,,,,,,,,"Barbour",2278500
"G5400030","1970","West Virginia","54","Berkeley","003",,,,,,,,,"Berkeley",8553100
"G5400050","1970","West Virginia","54","Boone","005",,,,,,,,,"Boone",2683450
"G5400070","1970","West Virginia","54","Braxton","007",,,,,,,,,"Braxton",1550800
"G5400090","1970","West Virginia","54","Brooke","009",,,,,"8080",,,,"Brooke",5727550
"G5400110","1970","West Virginia","54","Cabell","011",,,,,"3400",,,,"Cabell",30927350
"G5400130","1970","West Virginia","54","Calhoun","013",,,,,,,,,"Calhoun",528450
"G5400150","1970","West Virginia","54","Clay","015",,,,,,,,,"Clay",760800
"G5400170","1970","West Virginia","54","Doddridge","017",,,,,,,,,"Doddridge",1044750
"G5400190","1970","West Virginia","54","Fayette","019",,,,,,,,,"Fayette",7159650
"G5400210","1970","West Virginia","54","Gilmer","021",,,,,,,,,"Gilmer",1610000
"G5400230","1970","West Virginia","54","Grant","023",,,,,,,,,"Grant",1189850
"G5400250","1970","West Virginia","54","Greenbrier","025",,,,,,,,,"Greenbrier",6271750
"G5400270","1970","West Virginia","54","Hampshire","027",,,,,"3400",,,,"Hampshire",1819000
"G5400290","1970","West Virginia","54","Hancock","029",,,,,"8080",,,,"Hancock",8363250
"G5400310","1970","West Virginia","54","Hardy","031",,,,,,,,,"Hardy",1140350
"G5400330","1970","West Virginia","54","Harrison","033",,,,,,,,,"Harrison",17513050
"G5400350","1970","West Virginia","54","Jackson","035",,,,,,,,,"Jackson",2122300
"G5400370","1970","West Virginia","54","Jefferson","037",,,,,"8080",,,,"Jefferson",4684950
"G5400390","1970","West Virginia","54","Kanawha","039",,,,,"1480",,,,"Kanawha",55649700
"G5400410","1970","West Virginia","54","Lewis","041",,,,,,,,,"Lewis",2790800
"G5400430","1970","West Virginia","54","Lincoln","043",,,,,,,,,"Lincoln",1628750
"G5400450","1970","West Virginia","54","Logan","045",,,,,,,,,"Logan",5829200
