GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B69AA,B69AB,B69AC,B69AAM,B69ABM,B69ACM
G1801250,2008-2012,Indiana,18,180,Pike County,125,1250,"Pike County, Indiana",517,7613,893,130,443,150
G1801270,2008-2012,Indiana,18,180,Porter County,127,1270,"Porter County, Indiana",2459,79521,27691,344,1696,981
G1801290,2008-2012,Indiana,18,180,Posey County,129,1290,"Posey County, Indiana",403,13782,3450,119,601,326
G1801310,2008-2012,Indiana,18,180,Pulaski County,131,1310,"Pulaski County, Indiana",317,7476,1298,99,434,168
G1801330,2008-2012,Indiana,18,180,Putnam County,133,1330,"Putnam County, Indiana",921,19661,4096,178,825,455
G1801350,2008-2012,Indiana,18,180,Randolph County,135,1350,"Randolph County, Indiana",848,14795,2156,167,601,256
G1801370,2008-2012,Indiana,18,180,Ripley County,137,1370,"Ripley County, Indiana",776,15363,2824,141,621,247
G1801390,2008-2012,Indiana,18,180,Rush County,139,1390,"Rush County, Indiana",463,9629,1627,148,532,234
G1801410,2008-2012,Indiana,18,180,St. Joseph County,141,1410,"St. Joseph County, Indiana",5644,119941,45240,480,2187,1397
G1801430,2008-2012,Indiana,18,180,Scott County,143,1430,"Scott County, Indiana",1496,13140,1658,268,745,277
G1801450,2008-2012,Indiana,18,180,Shelby County,145,1450,"Shelby County, Indiana",1077,24311,4646,212,937,447
G1801470,2008-2012,Indiana,18,180,Spencer County,147,1470,"Spencer County, Indiana",507,11859,2218,120,515,239
G1801490,2008-2012,Indiana,18,180,Starke County,149,1490,"Starke County, Indiana",947,12999,1856,197,569,239
G1801510,2008-2012,Indiana,18,180,Steuben County,151,1510,"Steuben County, Indiana",626,17600,4479,157,679,408
G1801530,2008-2012,Indiana,18,180,Sullivan County,153,1530,"Sullivan County, Indiana",627,12399,2007,167,609,281
G1801550,2008-2012,Indiana,18,180,Switzerland County,155,1550,"Switzerland County, Indiana",503,5852,652,141,412,139
G1801570,2008-2012,Indiana,18,180,Tippecanoe County,157,1570,"Tippecanoe County, Indiana",3270,57519,33748,469,1508,1137
G1801590,2008-2012,Indiana,18,180,Tipton County,159,1590,"Tipton County, Indiana",512,8916,1748,150,525,266
G1801610,2008-2012,Indiana,18,180,Union County,161,1610,"Union County, Indiana",253,3867,918,99,284,150
G1801630,2008-2012,Indiana,18,180,Vanderburgh County,163,1630,"Vanderburgh County, Indiana",3611,89247,26115,386,1861,1007
G1801650,2008-2012,Indiana,18,180,Vermillion County,165,1650,"Vermillion County, Indiana",432,9289,1570,129,478,244
G1801670,2008-2012,Indiana,18,180,Vigo County,167,1670,"Vigo County, Indiana",2189,52232,14773,270,1381,759
G1801690,2008-2012,Indiana,18,180,Wabash County,169,1690,"Wabash County, Indiana",964,17564,3534,200,690,312
G1801710,2008-2012,Indiana,18,180,Warren County,171,1710,"Warren County, Indiana",261,4815,829,91,321,134
G1801730,2008-2012,Indiana,18,180,Warrick County,173,1730,"Warrick County, Indiana",715,28722,10771,174,1090,656
G1801750,2008-2012,Indiana,18,180,Washington County,175,1750,"Washington County, Indiana",1184,15521,2184,199,764,289
G1801770,2008-2012,Indiana,18,180,Wayne County,177,1770,"Wayne County, Indiana",2304,36268,7951,296,1076,478
G1801790,2008-2012,Indiana,18,180,Wells County,179,1790,"Wells County, Indiana",472,15297,2906,122,684,329
G1801810,2008-2012,Indiana,18,180,White County,181,1810,"White County, Indiana",566,13856,2494,137,650,303
G1801830,2008-2012,Indiana,18,180,Whitley County,183,1830,"Whitley County, Indiana",413,18469,3596,148,786,341
G1900010,2008-2012,Iowa,19,190,Adair County,1,10,"Adair County, Iowa",184,4429,847,68,228,108
G1900030,2008-2012,Iowa,19,190,Adams County,3,30,"Adams County, Iowa",104,2353,467,52,165,84
G1900050,2008-2012,Iowa,19,190,Allamakee County,5,50,"Allamakee County, Iowa",626,8006,1380,137,372,178
G1900070,2008-2012,Iowa,19,190,Appanoose County,7,70,"Appanoose County, Iowa",505,7008,1517,127,343,185
G1900090,2008-2012,Iowa,19,190,Audubon County,9,90,"Audubon County, Iowa",175,3525,702,55,199,109
G1900110,2008-2012,Iowa,19,190,Benton County,11,110,"Benton County, Iowa",419,14051,3243,101,585,287
G1900130,2008-2012,Iowa,19,190,Black Hawk County,13,130,"Black Hawk County, Iowa",3045,57944,20900,378,1391,825
G1900150,2008-2012,Iowa,19,190,Boone County,15,150,"Boone County, Iowa",452,13956,3652,185,633,320
G1900170,2008-2012,Iowa,19,190,Bremer County,17,170,"Bremer County, Iowa",460,10993,4339,114,473,291
G1900190,2008-2012,Iowa,19,190,Buchanan County,19,190,"Buchanan County, Iowa",567,10775,2461,147,444,236
G1900210,2008-2012,Iowa,19,190,Buena Vista County,21,210,"Buena Vista County, Iowa",1497,8601,2657,285,422,249
G1900230,2008-2012,Iowa,19,190,Butler County,23,230,"Butler County, Iowa",531,8317,1622,104,308,134
G1900250,2008-2012,Iowa,19,190,Calhoun County,25,250,"Calhoun County, Iowa",249,5646,1388,78,301,178
G1900270,2008-2012,Iowa,19,190,Carroll County,27,270,"Carroll County, Iowa",741,10924,2498,141,464,255
G1900290,2008-2012,Iowa,19,190,Cass County,29,290,"Cass County, Iowa",217,7923,1606,80,377,194
G1900310,2008-2012,Iowa,19,190,Cedar County,31,310,"Cedar County, Iowa",353,9950,2532,93,474,271
G1900330,2008-2012,Iowa,19,190,Cerro Gordo County,33,330,"Cerro Gordo County, Iowa",808,23730,6526,209,956,478
G1900350,2008-2012,Iowa,19,190,Cherokee County,35,350,"Cherokee County, Iowa",250,6712,1644,89,388,188
G1900370,2008-2012,Iowa,19,190,Chickasaw County,37,370,"Chickasaw County, Iowa",460,6884,1285,112,317,178
G1900390,2008-2012,Iowa,19,190,Clarke County,39,390,"Clarke County, Iowa",330,5176,813,142,437,161
G1900410,2008-2012,Iowa,19,190,Clay County,41,410,"Clay County, Iowa",279,9220,2181,105,531,305
G1900430,2008-2012,Iowa,19,190,Clayton County,43,430,"Clayton County, Iowa",569,10169,1952,111,360,184
G1900450,2008-2012,Iowa,19,190,Clinton County,45,450,"Clinton County, Iowa",1448,26316,5818,228,903,502
G1900470,2008-2012,Iowa,19,190,Crawford County,47,470,"Crawford County, Iowa",1462,8233,1459,276,458,199
G1900490,2008-2012,Iowa,19,190,Dallas County,49,490,"Dallas County, Iowa",1037,24141,18301,278,953,818
G1900510,2008-2012,Iowa,19,190,Davis County,51,510,"Davis County, Iowa",635,4008,891,171,321,182
G1900530,2008-2012,Iowa,19,190,Decatur County,53,530,"Decatur County, Iowa",345,3915,987,102,259,134
G1900550,2008-2012,Iowa,19,190,Delaware County,55,550,"Delaware County, Iowa",535,9728,1837,128,469,260
G1900570,2008-2012,Iowa,19,190,Des Moines County,57,570,"Des Moines County, Iowa",810,21656,5455,197,832,412
G1900590,2008-2012,Iowa,19,190,Dickinson County,59,590,"Dickinson County, Iowa",258,8929,3414,91,496,324
G1900610,2008-2012,Iowa,19,190,Dubuque County,61,610,"Dubuque County, Iowa",2397,43092,16301,321,1094,764
G1900630,2008-2012,Iowa,19,190,Emmet County,63,630,"Emmet County, Iowa",399,5377,1117,153,353,172
G1900650,2008-2012,Iowa,19,190,Fayette County,65,650,"Fayette County, Iowa",543,11005,2533,108,493,246
G1900670,2008-2012,Iowa,19,190,Floyd County,67,670,"Floyd County, Iowa",315,9089,1823,90,460,214
G1900690,2008-2012,Iowa,19,190,Franklin County,69,690,"Franklin County, Iowa",346,5952,1136,118,427,159
G1900710,2008-2012,Iowa,19,190,Fremont County,71,710,"Fremont County, Iowa",132,4099,969,50,224,117
G1900730,2008-2012,Iowa,19,190,Greene County,73,730,"Greene County, Iowa",207,5239,1114,79,334,180
G1900750,2008-2012,Iowa,19,190,Grundy County,75,750,"Grundy County, Iowa",285,6522,1838,92,286,173
G1900770,2008-2012,Iowa,19,190,Guthrie County,77,770,"Guthrie County, Iowa",188,6159,1436,69,310,189
G1900790,2008-2012,Iowa,19,190,Hamilton County,79,790,"Hamilton County, Iowa",416,8563,1799,131,494,220
G1900810,2008-2012,Iowa,19,190,Hancock County,81,810,"Hancock County, Iowa",351,6392,1289,101,375,169
G1900830,2008-2012,Iowa,19,190,Hardin County,83,830,"Hardin County, Iowa",438,9370,2216,107,470,222
G1900850,2008-2012,Iowa,19,190,Harrison County,85,850,"Harrison County, Iowa",285,8260,1718,88,358,174
G1900870,2008-2012,Iowa,19,190,Henry County,87,870,"Henry County, Iowa",503,10634,2706,147,548,309
G1900890,2008-2012,Iowa,19,190,Howard County,89,890,"Howard County, Iowa",416,5255,796,108,340,150
G1900910,2008-2012,Iowa,19,190,Humboldt County,91,910,"Humboldt County, Iowa",238,5430,1177,82,305,166
G1900930,2008-2012,Iowa,19,190,Ida County,93,930,"Ida County, Iowa",200,3836,937,71,205,113
G1900950,2008-2012,Iowa,19,190,Iowa County,95,950,"Iowa County, Iowa",339,8601,2387,85,411,304
G1900970,2008-2012,Iowa,19,190,Jackson County,97,970,"Jackson County, Iowa",767,11054,2063,130,517,231
G1900990,2008-2012,Iowa,19,190,Jasper County,99,990,"Jasper County, Iowa",776,20642,4450,155,772,358
G1901010,2008-2012,Iowa,19,190,Jefferson County,101,1010,"Jefferson County, Iowa",237,7983,3537,88,548,401
G1901030,2008-2012,Iowa,19,190,Johnson County,103,1030,"Johnson County, Iowa",1637,35841,39320,301,1311,1202
G1901050,2008-2012,Iowa,19,190,Jones County,105,1050,"Jones County, Iowa",437,11641,2574,118,507,264
G1901070,2008-2012,Iowa,19,190,Keokuk County,107,1070,"Keokuk County, Iowa",313,6058,949,63,271,119
G1901090,2008-2012,Iowa,19,190,Kossuth County,109,1090,"Kossuth County, Iowa",399,8699,1990,95,373,204
G1901110,2008-2012,Iowa,19,190,Lee County,111,1110,"Lee County, Iowa",774,20466,3709,165,776,277
G1901130,2008-2012,Iowa,19,190,Linn County,113,1130,"Linn County, Iowa",2587,93739,42995,369,1906,1297
G1901150,2008-2012,Iowa,19,190,Louisa County,115,1150,"Louisa County, Iowa",648,5987,1019,115,297,143
G1901170,2008-2012,Iowa,19,190,Lucas County,117,1170,"Lucas County, Iowa",305,5142,719,92,327,145
G1901190,2008-2012,Iowa,19,190,Lyon County,119,1190,"Lyon County, Iowa",579,5786,1244,96,277,156
G1901210,2008-2012,Iowa,19,190,Madison County,121,1210,"Madison County, Iowa",155,8105,2221,77,464,221
G1901230,2008-2012,Iowa,19,190,Mahaska County,123,1230,"Mahaska County, Iowa",596,11112,3030,121,524,263
G1901250,2008-2012,Iowa,19,190,Marion County,125,1250,"Marion County, Iowa",643,15785,5242,140,608,395
G1901270,2008-2012,Iowa,19,190,Marshall County,127,1270,"Marshall County, Iowa",2214,19771,4975,307,753,373
G1901290,2008-2012,Iowa,19,190,Mills County,129,1290,"Mills County, Iowa",365,7381,2514,147,395,269
G1901310,2008-2012,Iowa,19,190,Mitchell County,131,1310,"Mitchell County, Iowa",358,5978,1099,104,331,160
G1901330,2008-2012,Iowa,19,190,Monona County,133,1330,"Monona County, Iowa",313,5350,983,81,304,159
G1901350,2008-2012,Iowa,19,190,Monroe County,135,1350,"Monroe County, Iowa",264,4303,960,101,336,163
G1901370,2008-2012,Iowa,19,190,Montgomery County,137,1370,"Montgomery County, Iowa",535,5860,1196,126,358,137
G1901390,2008-2012,Iowa,19,190,Muscatine County,139,1390,"Muscatine County, Iowa",1888,21516,4767,283,815,370
G1901410,2008-2012,Iowa,19,190,O'Brien County,141,1410,"O'Brien County, Iowa",447,7605,1963,100,436,242
G1901430,2008-2012,Iowa,19,190,Osceola County,143,1430,"Osceola County, Iowa",338,3545,594,99,241,108
G1901450,2008-2012,Iowa,19,190,Page County,145,1450,"Page County, Iowa",434,8896,2020,107,431,239
G1901470,2008-2012,Iowa,19,190,Palo Alto County,147,1470,"Palo Alto County, Iowa",279,5222,969,86,303,154
G1901490,2008-2012,Iowa,19,190,Plymouth County,149,1490,"Plymouth County, Iowa",607,12892,3411,130,549,326
G1901510,2008-2012,Iowa,19,190,Pocahontas County,151,1510,"Pocahontas County, Iowa",190,4149,918,69,206,108
G1901530,2008-2012,Iowa,19,190,Polk County,153,1530,"Polk County, Iowa",9019,176272,96865,749,2661,1897
G1901550,2008-2012,Iowa,19,190,Pottawattamie County,155,1550,"Pottawattamie County, Iowa",2233,48330,11216,312,1133,597
G1901570,2008-2012,Iowa,19,190,Poweshiek County,157,1570,"Poweshiek County, Iowa",257,9273,2778,84,513,265
G1901590,2008-2012,Iowa,19,190,Ringgold County,159,1590,"Ringgold County, Iowa",208,2640,682,81,183,106
G1901610,2008-2012,Iowa,19,190,Sac County,161,1610,"Sac County, Iowa",220,5810,1374,63,253,131
G1901630,2008-2012,Iowa,19,190,Scott County,163,1630,"Scott County, Iowa",2620,73541,33900,317,1648,995
G1901650,2008-2012,Iowa,19,190,Shelby County,165,1650,"Shelby County, Iowa",432,6660,1459,119,328,178
G1901670,2008-2012,Iowa,19,190,Sioux County,167,1670,"Sioux County, Iowa",1478,13933,4635,232,542,383
G1901690,2008-2012,Iowa,19,190,Story County,169,1690,"Story County, Iowa",880,23817,22546,224,932,885
G1901710,2008-2012,Iowa,19,190,Tama County,171,1710,"Tama County, Iowa",505,9638,1849,105,408,152
G1901730,2008-2012,Iowa,19,190,Taylor County,173,1730,"Taylor County, Iowa",159,3723,585,55,182,84
G1901750,2008-2012,Iowa,19,190,Union County,175,1750,"Union County, Iowa",177,6894,1423,74,432,233
G1901770,2008-2012,Iowa,19,190,Van Buren County,177,1770,"Van Buren County, Iowa",270,4323,726,103,259,119
G1901790,2008-2012,Iowa,19,190,Wapello County,179,1790,"Wapello County, Iowa",1389,18855,3691,225,716,301
G1901810,2008-2012,Iowa,19,190,Warren County,181,1810,"Warren County, Iowa",465,21149,8255,119,769,489
G1901830,2008-2012,Iowa,19,190,Washington County,183,1830,"Washington County, Iowa",997,10902,2974,174,491,294
G1901850,2008-2012,Iowa,19,190,Wayne County,185,1850,"Wayne County, Iowa",186,3651,567,53,198,92
G1901870,2008-2012,Iowa,19,190,Webster County,187,1870,"Webster County, Iowa",1082,19576,4766,219,680,373
G1901890,2008-2012,Iowa,19,190,Winnebago County,189,1890,"Winnebago County, Iowa",252,5761,1475,97,304,179
G1901910,2008-2012,Iowa,19,190,Winneshiek County,191,1910,"Winneshiek County, Iowa",533,9276,3547,114,438,294
G1901930,2008-2012,Iowa,19,190,Woodbury County,193,1930,"Woodbury County, Iowa",4202,46746,13264,505,1312,679
G1901950,2008-2012,Iowa,19,190,Worth County,195,1950,"Worth County, Iowa",137,4337,883,59,246,120
G1901970,2008-2012,Iowa,19,190,Wright County,197,1970,"Wright County, Iowa",527,7315,1387,156,437,200
G2000010,2008-2012,Kansas,20,200,Allen County,1,10,"Allen County, Kansas",297,7106,1557,97,388,244
G2000030,2008-2012,Kansas,20,200,Anderson County,3,30,"Anderson County, Kansas",249,4271,966,97,327,158
G2000050,2008-2012,Kansas,20,200,Atchison County,5,50,"Atchison County, Kansas",325,7811,2183,105,522,317
G2000070,2008-2012,Kansas,20,200,Barber County,7,70,"Barber County, Kansas",75,2704,689,41,174,98
G2000090,2008-2012,Kansas,20,200,Barton County,9,90,"Barton County, Kansas",1172,13835,3382,231,707,302
G2000110,2008-2012,Kansas,20,200,Bourbon County,11,110,"Bourbon County, Kansas",434,7165,2284,161,444,270
G2000130,2008-2012,Kansas,20,200,Brown County,13,130,"Brown County, Kansas",226,5461,1083,67,299,134
G2000150,2008-2012,Kansas,20,200,Butler County,15,150,"Butler County, Kansas",808,30236,10941,181,1052,613
G2000170,2008-2012,Kansas,20,200,Chase County,17,170,"Chase County, Kansas",68,1478,415,40,155,80
G2000190,2008-2012,Kansas,20,200,Chautauqua County,19,190,"Chautauqua County, Kansas",143,2059,469,54,181,89
G2000210,2008-2012,Kansas,20,200,Cherokee County,21,210,"Cherokee County, Kansas",779,11784,2004,160,610,296
G2000230,2008-2012,Kansas,20,200,Cheyenne County,23,230,"Cheyenne County, Kansas",124,1513,429,52,137,76
G2000250,2008-2012,Kansas,20,200,Clark County,25,250,"Clark County, Kansas",44,1122,360,36,124,60
G2000270,2008-2012,Kansas,20,200,Clay County,27,270,"Clay County, Kansas",91,4664,1189,59,361,209
G2000290,2008-2012,Kansas,20,200,Cloud County,29,290,"Cloud County, Kansas",290,5117,1001,93,312,167
G2000310,2008-2012,Kansas,20,200,Coffey County,31,310,"Coffey County, Kansas",192,4605,1181,69,245,135
G2000330,2008-2012,Kansas,20,200,Comanche County,33,330,"Comanche County, Kansas",34,975,320,33,113,82
G2000350,2008-2012,Kansas,20,200,Cowley County,35,350,"Cowley County, Kansas",1303,17607,4573,247,711,376
G2000370,2008-2012,Kansas,20,200,Crawford County,37,370,"Crawford County, Kansas",1086,16424,6261,244,690,473
G2000390,2008-2012,Kansas,20,200,Decatur County,39,390,"Decatur County, Kansas",46,1783,499,47,173,97
G2000410,2008-2012,Kansas,20,200,Dickinson County,41,410,"Dickinson County, Kansas",382,10404,2639,131,529,289
G2000430,2008-2012,Kansas,20,200,Doniphan County,43,430,"Doniphan County, Kansas",187,3975,985,53,209,110
G2000450,2008-2012,Kansas,20,200,Douglas County,45,450,"Douglas County, Kansas",907,31133,30096,215,1272,1130
G2000470,2008-2012,Kansas,20,200,Edwards County,47,470,"Edwards County, Kansas",126,1533,488,52,135,83
G2000490,2008-2012,Kansas,20,200,Elk County,49,490,"Elk County, Kansas",80,1652,378,46,165,85
G2000510,2008-2012,Kansas,20,200,Ellis County,51,510,"Ellis County, Kansas",600,11175,5562,165,620,444
G2000530,2008-2012,Kansas,20,200,Ellsworth County,53,530,"Ellsworth County, Kansas",133,3618,948,57,288,135
G2000550,2008-2012,Kansas,20,200,Finney County,55,550,"Finney County, Kansas",3350,13619,4056,433,769,375
G2000570,2008-2012,Kansas,20,200,Ford County,57,570,"Ford County, Kansas",3105,13140,3479,417,807,421
G2000590,2008-2012,Kansas,20,200,Franklin County,59,590,"Franklin County, Kansas",531,13167,3335,167,611,343
G2000610,2008-2012,Kansas,20,200,Geary County,61,610,"Geary County, Kansas",645,14584,3788,177,739,390
G2000630,2008-2012,Kansas,20,200,Gove County,63,630,"Gove County, Kansas",97,1533,359,34,110,51
G2000650,2008-2012,Kansas,20,200,Graham County,65,650,"Graham County, Kansas",48,1480,428,46,127,73
G2000670,2008-2012,Kansas,20,200,Grant County,67,670,"Grant County, Kansas",622,3258,782,180,349,175
G2000690,2008-2012,Kansas,20,200,Gray County,69,690,"Gray County, Kansas",464,2494,758,85,182,102
G2000710,2008-2012,Kansas,20,200,Greeley County,71,710,"Greeley County, Kansas",76,663,164,38,87,47
G2000730,2008-2012,Kansas,20,200,Greenwood County,73,730,"Greenwood County, Kansas",100,3882,748,56,265,102
G2000750,2008-2012,Kansas,20,200,Hamilton County,75,750,"Hamilton County, Kansas",206,1276,239,72,161,66
G2000770,2008-2012,Kansas,20,200,Harper County,77,770,"Harper County, Kansas",157,3341,675,62,209,122
G2000790,2008-2012,Kansas,20,200,Harvey County,79,790,"Harvey County, Kansas",1080,15746,5815,236,818,514
G2000810,2008-2012,Kansas,20,200,Haskell County,81,810,"Haskell County, Kansas",412,1747,422,88,151,81
G2000830,2008-2012,Kansas,20,200,Hodgeman County,83,830,"Hodgeman County, Kansas",27,1026,316,30,117,62
G2000850,2008-2012,Kansas,20,200,Jackson County,85,850,"Jackson County, Kansas",188,6990,1762,75,407,204
G2000870,2008-2012,Kansas,20,200,Jefferson County,87,870,"Jefferson County, Kansas",402,9761,3008,126,542,299
G2000890,2008-2012,Kansas,20,200,Jewell County,89,890,"Jewell County, Kansas",69,1868,410,38,144,65
G2000910,2008-2012,Kansas,20,200,Johnson County,91,910,"Johnson County, Kansas",5928,170135,187450,617,2471,2677
G2000930,2008-2012,Kansas,20,200,Kearny County,93,930,"Kearny County, Kansas",327,1790,371,112,194,88
G2000950,2008-2012,Kansas,20,200,Kingman County,95,950,"Kingman County, Kansas",241,4131,1093,84,310,155
G2000970,2008-2012,Kansas,20,200,Kiowa County,97,970,"Kiowa County, Kansas",23,1327,367,29,126,63
G2000990,2008-2012,Kansas,20,200,Labette County,99,990,"Labette County, Kansas",542,11076,2728,117,539,301
G2001010,2008-2012,Kansas,20,200,Lane County,101,1010,"Lane County, Kansas",34,930,217,33,100,46
G2001030,2008-2012,Kansas,20,200,Leavenworth County,103,1030,"Leavenworth County, Kansas",1499,35034,14689,272,1123,784
G2001050,2008-2012,Kansas,20,200,Lincoln County,105,1050,"Lincoln County, Kansas",61,1825,449,41,136,79
G2001070,2008-2012,Kansas,20,200,Linn County,107,1070,"Linn County, Kansas",262,5459,1060,85,358,183
G2001090,2008-2012,Kansas,20,200,Logan County,109,1090,"Logan County, Kansas",50,1573,333,42,161,97
G2001110,2008-2012,Kansas,20,200,Lyon County,111,1110,"Lyon County, Kansas",1337,14025,4873,266,772,423
G2001130,2008-2012,Kansas,20,200,McPherson County,113,1130,"McPherson County, Kansas",1231,13718,4890,197,647,390
G2001150,2008-2012,Kansas,20,200,Marion County,115,1150,"Marion County, Kansas",408,6350,1786,98,290,165
G2001170,2008-2012,Kansas,20,200,Marshall County,117,1170,"Marshall County, Kansas",287,5994,885,84,286,127
G2001190,2008-2012,Kansas,20,200,Meade County,119,1190,"Meade County, Kansas",192,2081,686,58,174,102
G2001210,2008-2012,Kansas,20,200,Miami County,121,1210,"Miami County, Kansas",416,15969,5128,141,738,402
G2001230,2008-2012,Kansas,20,200,Mitchell County,123,1230,"Mitchell County, Kansas",190,3289,959,100,300,176
G2001250,2008-2012,Kansas,20,200,Montgomery County,125,1250,"Montgomery County, Kansas",1086,18051,4201,193,722,358
G2001270,2008-2012,Kansas,20,200,Morris County,127,1270,"Morris County, Kansas",108,3401,724,50,232,133
G2001290,2008-2012,Kansas,20,200,Morton County,129,1290,"Morton County, Kansas",218,1507,405,85,180,113
G2001310,2008-2012,Kansas,20,200,Nemaha County,131,1310,"Nemaha County, Kansas",343,5387,1212,87,272,148
G2001330,2008-2012,Kansas,20,200,Neosho County,133,1330,"Neosho County, Kansas",407,8726,1803,114,505,236
G2001350,2008-2012,Kansas,20,200,Ness County,135,1350,"Ness County, Kansas",96,1812,449,48,128,81
G2001370,2008-2012,Kansas,20,200,Norton County,137,1370,"Norton County, Kansas",126,3363,648,68,322,165
G2001390,2008-2012,Kansas,20,200,Osage County,139,1390,"Osage County, Kansas",362,8553,2242,100,357,204
G2001410,2008-2012,Kansas,20,200,Osborne County,141,1410,"Osborne County, Kansas",135,2143,532,47,145,80
G2001430,2008-2012,Kansas,20,200,Ottawa County,143,1430,"Ottawa County, Kansas",116,3264,857,59,206,124
G2001450,2008-2012,Kansas,20,200,Pawnee County,145,1450,"Pawnee County, Kansas",100,3606,1123,70,336,215
G2001470,2008-2012,Kansas,20,200,Phillips County,147,1470,"Phillips County, Kansas",170,3032,728,73,215,92
G2001490,2008-2012,Kansas,20,200,Pottawatomie County,149,1490,"Pottawatomie County, Kansas",245,9502,3893,95,509,397
G2001510,2008-2012,Kansas,20,200,Pratt County,151,1510,"Pratt County, Kansas",286,4601,1536,99,346,201
G2001530,2008-2012,Kansas,20,200,Rawlins County,153,1530,"Rawlins County, Kansas",60,1465,405,37,131,69
G2001550,2008-2012,Kansas,20,200,Reno County,155,1550,"Reno County, Kansas",1537,33328,8356,279,1014,506
G2001570,2008-2012,Kansas,20,200,Republic County,157,1570,"Republic County, Kansas",65,2939,735,39,180,103
G2001590,2008-2012,Kansas,20,200,Rice County,159,1590,"Rice County, Kansas",183,5039,1353,81,317,162
G2001610,2008-2012,Kansas,20,200,Riley County,161,1610,"Riley County, Kansas",395,18455,15664,146,832,799
G2001630,2008-2012,Kansas,20,200,Rooks County,163,1630,"Rooks County, Kansas",74,2860,742,54,182,99
G2001650,2008-2012,Kansas,20,200,Rush County,165,1650,"Rush County, Kansas",132,1868,438,46,129,67
G2001670,2008-2012,Kansas,20,200,Russell County,167,1670,"Russell County, Kansas",179,3943,995,73,351,197
G2001690,2008-2012,Kansas,20,200,Saline County,169,1690,"Saline County, Kansas",1221,26212,8997,226,988,623
G2001710,2008-2012,Kansas,20,200,Scott County,171,1710,"Scott County, Kansas",297,2286,857,140,318,186
G2001730,2008-2012,Kansas,20,200,Sedgwick County,173,1730,"Sedgwick County, Kansas",13050,212092,89567,898,3018,1977
G2001750,2008-2012,Kansas,20,200,Seward County,175,1750,"Seward County, Kansas",2994,8244,1653,377,525,235
G2001770,2008-2012,Kansas,20,200,Shawnee County,177,1770,"Shawnee County, Kansas",4186,80292,33883,446,1717,974
G2001790,2008-2012,Kansas,20,200,Sheridan County,179,1790,"Sheridan County, Kansas",79,1331,363,47,123,66
G2001810,2008-2012,Kansas,20,200,Sherman County,181,1810,"Sherman County, Kansas",198,3442,629,100,364,160
G2001830,2008-2012,Kansas,20,200,Smith County,183,1830,"Smith County, Kansas",144,2385,434,61,179,90
G2001850,2008-2012,Kansas,20,200,Stafford County,185,1850,"Stafford County, Kansas",147,2288,638,47,146,80
G2001870,2008-2012,Kansas,20,200,Stanton County,187,1870,"Stanton County, Kansas",176,927,247,52,125,56
G2001890,2008-2012,Kansas,20,200,Stevens County,189,1890,"Stevens County, Kansas",327,2786,549,102,293,151
G2001910,2008-2012,Kansas,20,200,Sumner County,191,1910,"Sumner County, Kansas",422,12409,3043,102,582,293
G2001930,2008-2012,Kansas,20,200,Thomas County,193,1930,"Thomas County, Kansas",210,3386,1332,99,333,255
G2001950,2008-2012,Kansas,20,200,Trego County,195,1950,"Trego County, Kansas",86,1648,362,48,191,93
G2001970,2008-2012,Kansas,20,200,Wabaunsee County,197,1970,"Wabaunsee County, Kansas",70,3821,940,47,239,125
G2001990,2008-2012,Kansas,20,200,Wallace County,199,1990,"Wallace County, Kansas",74,739,243,37,100,58
G2002010,2008-2012,Kansas,20,200,Washington County,201,2010,"Washington County, Kansas",217,3204,742,65,157,74
G2002030,2008-2012,Kansas,20,200,Wichita County,203,2030,"Wichita County, Kansas",106,1176,228,54,163,73
G2002050,2008-2012,Kansas,20,200,Wilson County,205,2050,"Wilson County, Kansas",358,5336,753,93,293,143
G2002070,2008-2012,Kansas,20,200,Woodson County,207,2070,"Woodson County, Kansas",49,1982,400,33,142,82
G2002090,2008-2012,Kansas,20,200,Wyandotte County,209,2090,"Wyandotte County, Kansas",9543,73198,15083,744,1590,675
G2100010,2008-2012,Kentucky,21,210,Adair County,1,10,"Adair County, Kentucky",1749,8761,1862,255,569,318
G2100030,2008-2012,Kentucky,21,210,Allen County,3,30,"Allen County, Kentucky",1780,10169,1480,273,561,215
G2100050,2008-2012,Kentucky,21,210,Anderson County,5,50,"Anderson County, Kentucky",660,10974,2835,175,711,359
G2100070,2008-2012,Kentucky,21,210,Ballard County,7,70,"Ballard County, Kentucky",310,4856,704,94,350,140
G2100090,2008-2012,Kentucky,21,210,Barren County,9,90,"Barren County, Kentucky",3133,21769,3900,343,883,360
G2100110,2008-2012,Kentucky,21,210,Bath County,11,110,"Bath County, Kentucky",898,5945,1049,180,488,215
G2100130,2008-2012,Kentucky,21,210,Bell County,13,130,"Bell County, Kentucky",3091,14543,2119,394,772,301
G2100150,2008-2012,Kentucky,21,210,Boone County,15,150,"Boone County, Kentucky",2192,52464,22176,368,1440,1065
G2100170,2008-2012,Kentucky,21,210,Bourbon County,17,170,"Bourbon County, Kentucky",1046,10454,2186,191,603,302
G2100190,2008-2012,Kentucky,21,210,Boyd County,19,190,"Boyd County, Kentucky",1560,27973,5598,230,979,490
G2100210,2008-2012,Kentucky,21,210,Boyle County,21,210,"Boyle County, Kentucky",1290,13347,4551,218,684,393
