GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,BLOCKA,CDA,AREANAME,CG7001,CG7002,CG7003,CG7004,CG7005,CG7006,CG7007,CG7008,CG7009,CG7010,CG7011
"G4801410","1970","Texas","48","El Paso","141",,,,,"2320",,,,"El Paso",1419,2889,7777,10485,8207,6271,4278,4693,3614,1335,608
"G4801430","1970","Texas","48","Erath","143",,,,,,,,,"Erath",776,681,513,383,226,254,129,186,114,42,11
"G4801450","1970","Texas","48","Falls","145",,,,,,,,,"Falls",1365,568,347,264,160,122,56,85,77,35,9
"G4801470","1970","Texas","48","Fannin","147",,,,,,,,,"Fannin",1595,907,497,370,252,194,103,139,78,22,8
"G4801490","1970","Texas","48","Fayette","149",,,,,,,,,"Fayette",611,544,409,350,194,170,118,139,110,37,16
"G4801510","1970","Texas","48","Fisher","151",,,,,,,,,"Fisher",376,201,117,110,56,62,26,39,29,7,1
"G4801530","1970","Texas","48","Floyd","153",,,,,,,,,"Floyd",468,275,202,158,110,80,45,95,79,31,7
"G4801550","1970","Texas","48","Foard","155",,,,,,,,,"Foard",228,112,56,42,24,12,14,13,17,3,4
"G4801570","1970","Texas","48","Fort Bend","157",,,,,"3360",,,,"Fort Bend",753,882,924,1075,809,687,417,726,644,280,153
"G4801590","1970","Texas","48","Franklin","159",,,,,,,,,"Franklin",315,188,128,113,64,39,10,28,12,3,7
"G4801610","1970","Texas","48","Freestone","161",,,,,,,,,"Freestone",729,432,257,193,112,101,65,80,44,18,5
"G4801630","1970","Texas","48","Frio","163",,,,,,,,,"Frio",639,295,188,161,87,63,36,61,39,10,3
"G4801650","1970","Texas","48","Gaines","165",,,,,,,,,"Gaines",426,325,225,178,160,151,96,91,73,18,4
"G4801670","1970","Texas","48","Galveston","167",,,,,"2920",,,,"Galveston",1754,3195,4431,4846,3613,3006,2351,3092,2113,860,390
"G4801690","1970","Texas","48","Garza","169",,,,,,,,,"Garza",332,157,103,86,51,25,27,29,25,10,1
"G4801710","1970","Texas","48","Gillespie","171",,,,,,,,,"Gillespie",146,311,333,358,224,193,105,122,70,23,15
"G4801730","1970","Texas","48","Glasscock","173",,,,,,,,,"Glasscock",18,4,12,11,7,6,1,4,0,0,0
"G4801750","1970","Texas","48","Goliad","175",,,,,,,,,"Goliad",254,149,57,56,31,30,12,28,31,6,4
"G4801770","1970","Texas","48","Gonzales","177",,,,,,,,,"Gonzales",708,466,278,251,141,121,73,108,80,41,15
"G4801790","1970","Texas","48","Gray","179",,,,,,,,,"Gray",1378,1181,1007,842,607,373,252,337,267,99,30
"G4801810","1970","Texas","48","Grayson","181",,,,,"7640",,,,"Grayson",2819,2803,2255,1983,1361,1196,1032,1163,783,273,82
"G4801830","1970","Texas","48","Gregg","183",,,,,,,,,"Gregg",2731,1907,1816,1942,1643,1615,1201,1459,1029,393,231
"G4801850","1970","Texas","48","Grimes","185",,,,,,,,,"Grimes",654,315,206,194,110,92,65,79,66,26,10
"G4801870","1970","Texas","48","Guadalupe","187",,,,,"7240",,,,"Guadalupe",874,860,814,708,466,519,309,370,326,116,50
"G4801890","1970","Texas","48","Hale","189",,,,,,,,,"Hale",978,834,643,734,461,395,325,409,416,166,59
"G4801910","1970","Texas","48","Hall","191",,,,,,,,,"Hall",447,232,145,145,77,78,35,62,30,11,8
"G4801930","1970","Texas","48","Hamilton","193",,,,,,,,,"Hamilton",438,310,199,141,83,64,43,62,35,13,2
"G4801950","1970","Texas","48","Hansford","195",,,,,,,,,"Hansford",103,106,130,155,139,92,53,87,79,39,15
"G4801970","1970","Texas","48","Hardeman","197",,,,,,,,,"Hardeman",588,309,161,144,64,82,60,42,41,20,1
"G4801990","1970","Texas","48","Hardin","199",,,,,,,,,"Hardin",1487,1088,761,675,389,367,286,341,218,60,13
"G4802010","1970","Texas","48","Harris","201",,,,,"3360",,,,"Harris",10265,23086,36387,45524,34938,30100,23497,33618,31748,16184,9696
"G4802030","1970","Texas","48","Harrison","203",,,,,,,,,"Harrison",2180,1533,1024,873,583,576,409,431,305,132,45
"G4802050","1970","Texas","48","Hartley","205",,,,,,,,,"Hartley",40,44,48,41,45,42,42,53,56,31,29
"G4802070","1970","Texas","48","Haskell","207",,,,,,,,,"Haskell",715,294,185,157,87,68,47,61,36,16,3
"G4802090","1970","Texas","48","Hays","209",,,,,,,,,"Hays",617,490,410,421,271,240,172,260,279,114,50
"G4802110","1970","Texas","48","Hemphill","211",,,,,,,,,"Hemphill",101,92,73,66,33,31,19,32,26,24,5
"G4802130","1970","Texas","48","Henderson","213",,,,,,,,,"Henderson",1155,799,625,614,420,346,221,223,184,66,39
"G4802150","1970","Texas","48","Hidalgo","215",,,,,"4880",,,,"Hidalgo",9940,5492,3072,2250,1414,1219,800,1018,764,298,139
"G4802170","1970","Texas","48","Hill","217",,,,,,,,,"Hill",1511,881,519,415,180,193,100,141,92,29,14
"G4802190","1970","Texas","48","Hockley","219",,,,,,,,,"Hockley",733,544,441,445,216,184,174,202,141,30,11
"G4802210","1970","Texas","48","Hood","221",,,,,,,,,"Hood",171,197,197,151,101,72,41,73,29,18,4
"G4802230","1970","Texas","48","Hopkins","223",,,,,,,,,"Hopkins",805,689,466,441,263,245,184,204,115,42,10
"G4802250","1970","Texas","48","Houston","225",,,,,,,,,"Houston",738,459,296,207,128,121,61,108,47,28,4
"G4802270","1970","Texas","48","Howard","227",,,,,,,,,"Howard",1126,941,1065,990,694,486,294,323,238,83,41
"G4802290","1970","Texas","48","Hudspeth","229",,,,,,,,,"Hudspeth",109,28,28,20,1,4,3,5,2,0,0
"G4802310","1970","Texas","48","Hunt","231",,,,,,,,,"Hunt",1665,1497,1172,1010,684,586,377,610,484,162,26
"G4802330","1970","Texas","48","Hutchinson","233",,,,,,,,,"Hutchinson",2073,1149,887,689,354,244,177,197,146,63,12
"G4802350","1970","Texas","48","Irion","235",,,,,,,,,"Irion",79,40,22,22,11,8,5,4,1,0,0
"G4802370","1970","Texas","48","Jack","237",,,,,,,,,"Jack",415,285,189,157,75,55,41,44,34,16,12
"G4802390","1970","Texas","48","Jackson","239",,,,,,,,,"Jackson",482,390,296,260,161,144,82,120,78,30,17
"G4802410","1970","Texas","48","Jasper","241",,,,,,,,,"Jasper",1154,774,539,486,283,251,158,182,128,41,39
"G4802430","1970","Texas","48","Jeff Davis","243",,,,,,,,,"Jeff Davis",107,37,20,14,9,5,1,10,5,3,0
"G4802450","1970","Texas","48","Jefferson","245",,,,,"0840",,,,"Jefferson",3319,7096,9474,9536,6346,4142,2658,3127,2382,951,409
"G4802470","1970","Texas","48","Jim Hogg","247",,,,,,,,,"Jim Hogg",446,160,59,48,17,12,13,13,10,1,2
"G4802490","1970","Texas","48","Jim Wells","249",,,,,,,,,"Jim Wells",1926,1075,708,566,339,251,121,200,169,45,23
"G4802510","1970","Texas","48","Johnson","251",,,,,"2800",,,,"Johnson",1345,1423,1318,1186,934,805,565,517,359,113,30
"G4802530","1970","Texas","48","Jones","253",,,,,"0040",,,,"Jones",1330,665,431,341,157,131,90,107,82,37,10
"G4802550","1970","Texas","48","Karnes","255",,,,,,,,,"Karnes",705,316,228,204,127,113,65,88,65,10,5
"G4802570","1970","Texas","48","Kaufman","257",,,,,"1920",,,,"Kaufman",1119,1027,801,648,401,375,235,361,158,63,20
"G4802590","1970","Texas","48","Kendall","259",,,,,,,,,"Kendall",122,120,146,162,121,123,86,107,62,27,13
"G4802610","1970","Texas","48","Kenedy","261",,,,,,,,,"Kenedy",4,10,0,1,0,2,0,0,0,0,0
"G4802630","1970","Texas","48","Kent","263",,,,,,,,,"Kent",80,33,32,13,11,3,5,8,6,2,0
"G4802650","1970","Texas","48","Kerr","265",,,,,,,,,"Kerr",389,499,613,501,343,304,225,307,260,107,49
"G4802670","1970","Texas","48","Kimble","267",,,,,,,,,"Kimble",146,129,66,88,39,42,12,24,17,7,3
"G4802690","1970","Texas","48","King","269",,,,,,,,,"King",3,5,2,2,3,2,0,0,0,2,0
"G4802710","1970","Texas","48","Kinney","271",,,,,,,,,"Kinney",184,43,39,19,5,6,3,1,1,2,0
"G4802730","1970","Texas","48","Kleberg","273",,,,,,,,,"Kleberg",1005,652,614,636,421,394,243,279,184,86,17
"G4802750","1970","Texas","48","Knox","275",,,,,,,,,"Knox",547,189,160,95,62,57,30,61,24,3,0
"G4802770","1970","Texas","48","Lamar","277",,,,,,,,,"Lamar",2009,1305,958,694,472,348,259,269,220,48,20
"G4802790","1970","Texas","48","Lamb","279",,,,,,,,,"Lamb",922,544,347,363,177,162,113,172,129,60,25
"G4802810","1970","Texas","48","Lampasas","281",,,,,,,,,"Lampasas",340,292,214,236,149,122,97,96,75,24,20
"G4802830","1970","Texas","48","La Salle","283",,,,,,,,,"La Salle",457,164,53,42,21,29,8,16,11,5,3
"G4802850","1970","Texas","48","Lavaca","285",,,,,,,,,"Lavaca",624,606,455,367,188,165,107,114,76,29,12
"G4802870","1970","Texas","48","Lee","287",,,,,,,,,"Lee",368,217,168,128,83,76,50,69,31,12,6
"G4802890","1970","Texas","48","Leon","289",,,,,,,,,"Leon",521,273,170,139,46,55,21,42,43,18,0
"G4802910","1970","Texas","48","Liberty","291",,,,,"3360",,,,"Liberty",1590,1063,799,626,379,377,205,333,191,97,36
"G4802930","1970","Texas","48","Limestone","293",,,,,,,,,"Limestone",1518,664,418,320,166,127,76,96,54,17,3
"G4802950","1970","Texas","48","Lipscomb","295",,,,,,,,,"Lipscomb",113,114,75,62,42,36,35,63,30,9,4
"G4802970","1970","Texas","48","Live Oak","297",,,,,,,,,"Live Oak",310,196,126,102,62,56,60,37,25,6,4
"G4802990","1970","Texas","48","Llano","299",,,,,,,,,"Llano",269,233,208,188,128,142,99,122,145,76,40
"G4803010","1970","Texas","48","Loving","301",,,,,,,,,"Loving",17,4,2,1,1,0,0,0,0,2,0
"G4803030","1970","Texas","48","Lubbock","303",,,,,"4600",,,,"Lubbock",2334,3122,4191,4373,3534,2979,2278,2976,2107,845,490
"G4803050","1970","Texas","48","Lynn","305",,,,,,,,,"Lynn",371,195,128,115,71,64,54,59,61,23,5
"G4803070","1970","Texas","48","McCulloch","307",,,,,,,,,"Mc Culloch",688,359,208,170,92,60,33,65,49,16,4
"G4803090","1970","Texas","48","McLennan","309",,,,,"8800",,,,"Mc Lennan",4064,5531,5146,3808,2535,2039,1389,1552,1294,523,260
"G4803110","1970","Texas","48","McMullen","311",,,,,,,,,"Mc Mullen",57,27,7,17,5,7,0,4,0,1,0
"G4803130","1970","Texas","48","Madison","313",,,,,,,,,"Madison",280,204,135,101,59,76,43,58,38,15,3
"G4803150","1970","Texas","48","Marion","315",,,,,,,,,"Marion",561,272,141,142,85,68,41,55,29,5,1
"G4803170","1970","Texas","48","Martin","317",,,,,,,,,"Martin",165,89,85,52,30,30,27,20,11,7,1
"G4803190","1970","Texas","48","Mason","319",,,,,,,,,"Mason",194,104,68,52,37,44,28,22,13,5,0
"G4803210","1970","Texas","48","Matagorda","321",,,,,,,,,"Matagorda",889,765,619,577,380,389,336,411,250,106,46
"G4803230","1970","Texas","48","Maverick","323",,,,,,,,,"Maverick",584,452,321,258,136,146,80,70,43,18,9
"G4803250","1970","Texas","48","Medina","325",,,,,,,,,"Medina",915,502,418,369,212,216,123,128,119,27,10
"G4803270","1970","Texas","48","Menard","327",,,,,,,,,"Menard",201,101,43,32,17,21,8,9,6,1,4
"G4803290","1970","Texas","48","Midland","329",,,,,"5040",,,,"Midland",1659,1636,1332,1462,1450,1216,1131,1755,1295,419,263
"G4803310","1970","Texas","48","Milam","331",,,,,,,,,"Milam",1066,744,464,381,253,183,113,138,73,27,10
"G4803330","1970","Texas","48","Mills","333",,,,,,,,,"Mills",192,171,109,68,43,30,13,28,12,14,0
"G4803350","1970","Texas","48","Mitchell","335",,,,,,,,,"Mitchell",701,336,239,167,72,76,32,44,35,11,2
"G4803370","1970","Texas","48","Montague","337",,,,,,,,,"Montague",933,687,431,349,254,231,113,122,85,22,10
"G4803390","1970","Texas","48","Montgomery","339",,,,,"3360",,,,"Montgomery",1531,1148,986,951,662,643,567,959,1015,371,144
"G4803410","1970","Texas","48","Moore","341",,,,,,,,,"Moore",356,371,450,464,284,234,155,217,152,51,9
"G4803430","1970","Texas","48","Morris","343",,,,,,,,,"Morris",574,604,390,260,153,140,60,71,58,18,4
"G4803450","1970","Texas","48","Motley","345",,,,,,,,,"Motley",188,88,62,38,24,26,7,10,8,4,2
"G4803470","1970","Texas","48","Nacogdoches","347",,,,,,,,,"Nacogdoches",1052,786,540,465,281,267,237,359,346,158,68
"G4803490","1970","Texas","48","Navarro","349",,,,,,,,,"Navarro",2123,1219,837,579,408,348,233,262,210,86,49
"G4803510","1970","Texas","48","Newton","351",,,,,,,,,"Newton",789,410,265,125,67,65,25,44,45,7,4
"G4803530","1970","Texas","48","Nolan","353",,,,,,,,,"Nolan",1061,724,556,341,226,224,103,157,94,33,19
"G4803550","1970","Texas","48","Nueces","355",,,,,"1880",,,,"Nueces",4209,5075,6641,6298,4290,2944,2277,3266,2725,843,559
"G4803570","1970","Texas","48","Ochiltree","357",,,,,,,,,"Ochiltree",121,139,190,238,239,187,86,124,117,60,21
"G4803590","1970","Texas","48","Oldham","359",,,,,,,,,"Oldham",44,45,40,38,36,24,19,14,14,0,1
"G4803610","1970","Texas","48","Orange","361",,,,,"0840",,,,"Orange",1337,2040,2202,2413,1640,1303,838,728,451,138,58
"G4803630","1970","Texas","48","Palo Pinto","363",,,,,,,,,"Palo Pinto",919,767,615,433,283,300,359,375,178,78,19
"G4803650","1970","Texas","48","Panola","365",,,,,,,,,"Panola",810,529,376,268,169,132,81,86,69,24,10
"G4803670","1970","Texas","48","Parker","367",,,,,,,,,"Parker",657,827,731,625,438,419,308,343,243,98,38
"G4803690","1970","Texas","48","Parmer","369",,,,,,,,,"Parmer",110,138,147,169,138,121,91,117,128,56,17
"G4803710","1970","Texas","48","Pecos","371",,,,,,,,,"Pecos",495,366,295,206,135,142,115,118,75,37,7
"G4803730","1970","Texas","48","Polk","373",,,,,,,,,"Polk",877,505,319,266,117,122,67,118,86,28,6
"G4803750","1970","Texas","48","Potter","375",,,,,"0320",,,,"Potter",2232,3156,3721,3189,1881,1317,795,949,702,278,183
"G4803770","1970","Texas","48","Presidio","377",,,,,,,,,"Presidio",338,127,66,75,35,22,19,29,20,3,8
"G4803790","1970","Texas","48","Rains","379",,,,,,,,,"Rains",202,125,78,77,43,33,22,26,7,3,2
"G4803810","1970","Texas","48","Randall","381",,,,,"0320",,,,"Randall",156,535,1104,1552,1317,1490,1276,2061,1366,451,198
"G4803830","1970","Texas","48","Reagan","383",,,,,,,,,"Reagan",117,115,61,55,35,33,18,19,16,4,1
"G4803850","1970","Texas","48","Real","385",,,,,,,,,"Real",127,47,34,28,9,13,9,14,4,2,1
"G4803870","1970","Texas","48","Red River","387",,,,,,,,,"Red River",965,561,299,199,85,87,44,49,22,20,3
"G4803890","1970","Texas","48","Reeves","389",,,,,,,,,"Reeves",788,457,293,254,171,123,83,102,69,31,19
"G4803910","1970","Texas","48","Refugio","391",,,,,,,,,"Refugio",477,288,225,180,134,106,81,68,45,28,20
"G4803930","1970","Texas","48","Roberts","393",,,,,,,,,"Roberts",42,19,30,25,24,17,4,12,6,6,2
"G4803950","1970","Texas","48","Robertson","395",,,,,,,,,"Robertson",924,456,319,271,146,129,76,88,56,24,7
"G4803970","1970","Texas","48","Rockwall","397",,,,,"1920",,,,"Rockwall",150,196,185,173,100,91,62,98,110,74,27
"G4803990","1970","Texas","48","Runnels","399",,,,,,,,,"Runnels",848,521,320,243,138,100,50,74,48,6,4
"G4804010","1970","Texas","48","Rusk","401",,,,,,,,,"Rusk",2190,1136,868,784,547,423,220,254,181,65,31
"G4804030","1970","Texas","48","Sabine","403",,,,,,,,,"Sabine",432,250,146,95,43,39,24,22,24,9,6
"G4804050","1970","Texas","48","San Augustine","405",,,,,,,,,"San Augustine",326,233,119,105,67,44,30,37,24,15,4
"G4804070","1970","Texas","48","San Jacinto","407",,,,,,,,,"San Jacinto",484,211,127,85,48,38,29,28,24,7,1
"G4804090","1970","Texas","48","San Patricio","409",,,,,"1880",,,,"San Patricio",2028,1113,903,870,591,586,473,682,460,132,60
"G4804110","1970","Texas","48","San Saba","411",,,,,,,,,"San Saba",314,208,145,91,66,50,31,35,18,5,1
"G4804130","1970","Texas","48","Schleicher","413",,,,,,,,,"Schleicher",143,73,41,41,14,15,3,9,11,6,1
"G4804150","1970","Texas","48","Scurry","415",,,,,,,,,"Scurry",808,539,499,423,212,150,111,173,136,43,22
"G4804170","1970","Texas","48","Shackelford","417",,,,,,,,,"Shackelford",284,155,84,82,38,31,8,24,19,6,4
"G4804190","1970","Texas","48","Shelby","419",,,,,,,,,"Shelby",981,630,408,271,144,113,74,73,64,26,25
"G4804210","1970","Texas","48","Sherman","421",,,,,,,,,"Sherman",52,71,55,85,63,49,32,53,58,22,4
"G4804230","1970","Texas","48","Smith","423",,,,,"8640",,,,"Smith",2631,2720,2505,2511,2102,1663,1239,1515,984,490,275
"G4804250","1970","Texas","48","Somervell","425",,,,,,,,,"Somervell",92,82,70,50,21,19,17,36,18,5,1
"G4804270","1970","Texas","48","Starr","427",,,,,,,,,"Starr",1767,550,212,163,63,69,27,47,43,21,4
"G4804290","1970","Texas","48","Stephens","429",,,,,,,,,"Stephens",688,350,242,183,89,86,46,63,51,21,16
"G4804310","1970","Texas","48","Sterling","431",,,,,,,,,"Sterling",48,38,24,17,5,7,3,5,6,3,3
"G4804330","1970","Texas","48","Stonewall","433",,,,,,,,,"Stonewall",150,73,48,36,19,21,10,17,4,0,0
"G4804350","1970","Texas","48","Sutton","435",,,,,,,,,"Sutton",188,106,60,59,15,32,10,19,29,10,18
"G4804370","1970","Texas","48","Swisher","437",,,,,,,,,"Swisher",258,230,193,216,159,111,75,142,115,44,11
"G4804390","1970","Texas","48","Tarrant","439",,,,,"2800",,,,"Tarrant",7646,16482,20940,19184,15370,13899,11820,14623,11586,4390,2115
"G4804410","1970","Texas","48","Taylor","441",,,,,"0040",,,,"Taylor",2407,3132,3056,2701,1690,1315,1014,1150,805,275,175
"G4804430","1970","Texas","48","Terrell","443",,,,,,,,,"Terrell",92,74,33,38,21,21,10,13,4,1,2
"G4804450","1970","Texas","48","Terry","445",,,,,,,,,"Terry",616,319,269,267,174,125,88,127,130,56,22
"G4804470","1970","Texas","48","Throckmorton","447",,,,,,,,,"Throckmorton",175,88,55,39,28,26,17,20,9,3,1
"G4804490","1970","Texas","48","Titus","449",,,,,,,,,"Titus",859,644,514,392,231,144,118,110,89,32,18
"G4804510","1970","Texas","48","Tom Green","451",,,,,"7200",,,,"Tom Green",2169,2515,2212,2137,1245,963,714,843,583,229,150
"G4804530","1970","Texas","48","Travis","453",,,,,"0640",,,,"Travis",1458,2780,4286,5620,5443,5281,4008,5935,5886,2705,1377
"G4804550","1970","Texas","48","Trinity","455",,,,,,,,,"Trinity",483,318,168,116,57,67,25,39,32,7,4
"G4804570","1970","Texas","48","Tyler","457",,,,,,,,,"Tyler",661,461,301,257,138,117,67,84,65,16,9
"G4804590","1970","Texas","48","Upshur","459",,,,,,,,,"Upshur",1138,728,441,383,223,217,143,164,74,24,10
"G4804610","1970","Texas","48","Upton","461",,,,,,,,,"Upton",409,185,105,71,36,30,11,8,7,4,3
"G4804630","1970","Texas","48","Uvalde","463",,,,,,,,,"Uvalde",790,516,406,309,218,135,107,145,147,77,29
"G4804650","1970","Texas","48","Val Verde","465",,,,,,,,,"Val Verde",883,648,430,452,247,233,178,210,150,42,31
"G4804670","1970","Texas","48","Van Zandt","467",,,,,,,,,"Van Zandt",806,722,593,503,327,319,160,225,88,27,9
"G4804690","1970","Texas","48","Victoria","469",,,,,,,,,"Victoria",1158,1026,1265,1487,995,794,655,760,573,189,93
"G4804710","1970","Texas","48","Walker","471",,,,,,,,,"Walker",705,405,270,271,177,204,177,248,245,79,24
"G4804730","1970","Texas","48","Waller","473",,,,,,,,,"Waller",459,260,187,200,105,130,101,117,112,37,9
"G4804750","1970","Texas","48","Ward","475",,,,,,,,,"Ward",780,425,329,327,171,151,98,95,60,17,6
"G4804770","1970","Texas","48","Washington","477",,,,,,,,,"Washington",452,461,374,406,298,251,146,181,134,43,27
"G4804790","1970","Texas","48","Webb","479",,,,,"4080",,,,"Webb",2986,1856,1195,969,546,601,400,474,347,187,163
"G4804810","1970","Texas","48","Wharton","481",,,,,,,,,"Wharton",1284,961,721,641,455,420,312,380,278,131,59
"G4804830","1970","Texas","48","Wheeler","483",,,,,,,,,"Wheeler",428,272,161,122,70,59,44,44,21,9,2
"G4804850","1970","Texas","48","Wichita","485",,,,,"9080",,,,"Wichita",3333,3778,4173,3504,2260,1549,1031,1323,968,451,306
"G4804870","1970","Texas","48","Wilbarger","487",,,,,,,,,"Wilbarger",907,593,464,313,180,163,107,127,81,51,26
"G4804890","1970","Texas","48","Willacy","489",,,,,,,,,"Willacy",1030,502,250,179,95,77,32,33,34,13,9
"G4804910","1970","Texas","48","Williamson","491",,,,,,,,,"Williamson",1507,1108,820,729,409,383,243,329,237,77,30
"G4804930","1970","Texas","48","Wilson","493",,,,,,,,,"Wilson",505,318,220,184,110,80,65,75,51,25,3
"G4804950","1970","Texas","48","Winkler","495",,,,,,,,,"Winkler",712,435,334,263,117,81,32,42,25,6,5
"G4804970","1970","Texas","48","Wise","497",,,,,,,,,"Wise",742,610,434,403,215,205,125,163,93,28,13
"G4804990","1970","Texas","48","Wood","499",,,,,,,,,"Wood",935,623,464,338,237,200,132,168,93,48,10
"G4805010","1970","Texas","48","Yoakum","501",,,,,,,,,"Yoakum",231,201,179,195,133,78,37,35,29,9,2
"G4805030","1970","Texas","48","Young","503",,,,,,,,,"Young",1017,617,479,380,252,204,100,142,97,83,38
"G4805050","1970","Texas","48","Zapata","505",,,,,,,,,"Zapata",460,178,55,51,28,16,8,11,6,0,0
"G4805070","1970","Texas","48","Zavala","507",,,,,,,,,"Zavala",609,335,239,174,105,58,42,37,29,11,2
"G4900010","1970","Utah","49","Beaver","001",,,,,,,,,"Beaver",85,149,152,134,93,99,38,48,23,5,1
"G4900030","1970","Utah","49","Box Elder","003",,,,,,,,,"Box Elder",176,277,428,542,580,749,685,707,348,101,20
"G4900050","1970","Utah","49","Cache","005",,,,,,,,,"Cache",231,457,658,897,643,792,641,977,822,330,111
"G4900070","1970","Utah","49","Carbon","007",,,,,,,,,"Carbon",653,486,461,445,331,282,144,134,90,31,10
"G4900090","1970","Utah","49","Daggett","009",,,,,,,,,"Daggett",8,5,5,4,3,4,0,2,1,0,0
"G4900110","1970","Utah","49","Davis","011",,,,,"7160",,,,"Davis",66,150,338,1162,1769,2641,2885,3990,2684,629,186
"G4900130","1970","Utah","49","Duchesne","013",,,,,,,,,"Duchesne",128,101,99,132,85,95,40,56,37,6,3
"G4900150","1970","Utah","49","Emery","015",,,,,,,,,"Emery",186,205,175,154,64,59,22,29,10,1,1
"G4900170","1970","Utah","49","Garfield","017",,,,,,,,,"Garfield",104,102,124,104,71,45,32,34,13,3,1
"G4900190","1970","Utah","49","Grand","019",,,,,,,,,"Grand",45,33,53,87,91,170,105,151,60,10,1
"G4900210","1970","Utah","49","Iron","021",,,,,,,,,"Iron",83,118,157,225,226,272,220,274,210,54,20
"G4900230","1970","Utah","49","Juab","023",,,,,,,,,"Juab",251,232,182,134,74,52,54,22,9,2,1
"G4900250","1970","Utah","49","Kane","025",,,,,,,,,"Kane",39,75,60,76,56,46,36,55,25,8,4
