GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,QZ6E001,NAME_M,QZ6M001
"G1700390","2008-2012",,,"Illinois","17","De Witt County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Witt County, Illinois",105100,"De Witt County, Illinois",5295
"G1700410","2008-2012",,,"Illinois","17","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Illinois",98800,"Douglas County, Illinois",3569
"G1700430","2008-2012",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DuPage County, Illinois",298500,"DuPage County, Illinois",2072
"G1700450","2008-2012",,,"Illinois","17","Edgar County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgar County, Illinois",72500,"Edgar County, Illinois",3200
"G1700470","2008-2012",,,"Illinois","17","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edwards County, Illinois",62100,"Edwards County, Illinois",4627
"G1700490","2008-2012",,,"Illinois","17","Effingham County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Effingham County, Illinois",112800,"Effingham County, Illinois",3485
"G1700510","2008-2012",,,"Illinois","17","Fayette County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Illinois",79600,"Fayette County, Illinois",4678
"G1700530","2008-2012",,,"Illinois","17","Ford County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ford County, Illinois",91500,"Ford County, Illinois",5143
"G1700550","2008-2012",,,"Illinois","17","Franklin County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Illinois",63900,"Franklin County, Illinois",2156
"G1700570","2008-2012",,,"Illinois","17","Fulton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Illinois",81800,"Fulton County, Illinois",2661
"G1700590","2008-2012",,,"Illinois","17","Gallatin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Illinois",59700,"Gallatin County, Illinois",4119
"G1700610","2008-2012",,,"Illinois","17","Greene County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Illinois",73300,"Greene County, Illinois",2882
"G1700630","2008-2012",,,"Illinois","17","Grundy County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Illinois",186500,"Grundy County, Illinois",4909
"G1700650","2008-2012",,,"Illinois","17","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Illinois",75100,"Hamilton County, Illinois",6505
"G1700670","2008-2012",,,"Illinois","17","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Illinois",80100,"Hancock County, Illinois",3083
"G1700690","2008-2012",,,"Illinois","17","Hardin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Illinois",72400,"Hardin County, Illinois",7524
"G1700710","2008-2012",,,"Illinois","17","Henderson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Illinois",84400,"Henderson County, Illinois",6106
"G1700730","2008-2012",,,"Illinois","17","Henry County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Illinois",108800,"Henry County, Illinois",3856
"G1700750","2008-2012",,,"Illinois","17","Iroquois County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iroquois County, Illinois",99400,"Iroquois County, Illinois",3139
"G1700770","2008-2012",,,"Illinois","17","Jackson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Illinois",96900,"Jackson County, Illinois",4153
"G1700790","2008-2012",,,"Illinois","17","Jasper County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Illinois",82800,"Jasper County, Illinois",7879
"G1700810","2008-2012",,,"Illinois","17","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Illinois",86000,"Jefferson County, Illinois",2969
"G1700830","2008-2012",,,"Illinois","17","Jersey County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jersey County, Illinois",118900,"Jersey County, Illinois",5871
"G1700850","2008-2012",,,"Illinois","17","Jo Daviess County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jo Daviess County, Illinois",141200,"Jo Daviess County, Illinois",7298
"G1700870","2008-2012",,,"Illinois","17","Johnson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Illinois",92500,"Johnson County, Illinois",8983
"G1700890","2008-2012",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kane County, Illinois",233800,"Kane County, Illinois",2520
"G1700910","2008-2012",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kankakee County, Illinois",149200,"Kankakee County, Illinois",2779
"G1700930","2008-2012",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Illinois",229400,"Kendall County, Illinois",4157
"G1700950","2008-2012",,,"Illinois","17","Knox County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Illinois",80400,"Knox County, Illinois",2068
"G1700970","2008-2012",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Illinois",267700,"Lake County, Illinois",2929
"G1700990","2008-2012",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaSalle County, Illinois",126900,"LaSalle County, Illinois",3151
"G1701010","2008-2012",,,"Illinois","17","Lawrence County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Illinois",65200,"Lawrence County, Illinois",4785
"G1701030","2008-2012",,,"Illinois","17","Lee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Illinois",113000,"Lee County, Illinois",4439
"G1701050","2008-2012",,,"Illinois","17","Livingston County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Illinois",108300,"Livingston County, Illinois",4209
"G1701070","2008-2012",,,"Illinois","17","Logan County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Illinois",97000,"Logan County, Illinois",2738
"G1701090","2008-2012",,,"Illinois","17","McDonough County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDonough County, Illinois",86500,"McDonough County, Illinois",3313
"G1701110","2008-2012",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McHenry County, Illinois",233400,"McHenry County, Illinois",2208
"G1701130","2008-2012",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, Illinois",156600,"McLean County, Illinois",1772
"G1701150","2008-2012",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Illinois",92500,"Macon County, Illinois",2234
"G1701170","2008-2012",,,"Illinois","17","Macoupin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macoupin County, Illinois",93600,"Macoupin County, Illinois",2938
"G1701190","2008-2012",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Illinois",124900,"Madison County, Illinois",2230
"G1701210","2008-2012",,,"Illinois","17","Marion County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Illinois",71800,"Marion County, Illinois",2697
"G1701230","2008-2012",,,"Illinois","17","Marshall County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Illinois",103500,"Marshall County, Illinois",5027
"G1701250","2008-2012",,,"Illinois","17","Mason County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Illinois",81600,"Mason County, Illinois",2811
"G1701270","2008-2012",,,"Illinois","17","Massac County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Massac County, Illinois",82700,"Massac County, Illinois",5725
"G1701290","2008-2012",,,"Illinois","17","Menard County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Illinois",116800,"Menard County, Illinois",7614
"G1701310","2008-2012",,,"Illinois","17","Mercer County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Illinois",95100,"Mercer County, Illinois",3939
"G1701330","2008-2012",,,"Illinois","17","Monroe County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Illinois",198300,"Monroe County, Illinois",6828
"G1701350","2008-2012",,,"Illinois","17","Montgomery County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Illinois",81100,"Montgomery County, Illinois",3355
"G1701370","2008-2012",,,"Illinois","17","Morgan County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Illinois",91600,"Morgan County, Illinois",3266
"G1701390","2008-2012",,,"Illinois","17","Moultrie County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moultrie County, Illinois",94100,"Moultrie County, Illinois",4637
"G1701410","2008-2012",,,"Illinois","17","Ogle County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogle County, Illinois",151400,"Ogle County, Illinois",3071
"G1701430","2008-2012",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peoria County, Illinois",124000,"Peoria County, Illinois",2002
"G1701450","2008-2012",,,"Illinois","17","Perry County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Illinois",77200,"Perry County, Illinois",3731
"G1701470","2008-2012",,,"Illinois","17","Piatt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piatt County, Illinois",120800,"Piatt County, Illinois",5532
"G1701490","2008-2012",,,"Illinois","17","Pike County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Illinois",76500,"Pike County, Illinois",3934
"G1701510","2008-2012",,,"Illinois","17","Pope County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Illinois",93000,"Pope County, Illinois",20558
"G1701530","2008-2012",,,"Illinois","17","Pulaski County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Illinois",52700,"Pulaski County, Illinois",3110
"G1701550","2008-2012",,,"Illinois","17","Putnam County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Illinois",128600,"Putnam County, Illinois",12045
"G1701570","2008-2012",,,"Illinois","17","Randolph County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Illinois",89300,"Randolph County, Illinois",3394
"G1701590","2008-2012",,,"Illinois","17","Richland County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Illinois",79400,"Richland County, Illinois",4940
"G1701610","2008-2012",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock Island County, Illinois",114000,"Rock Island County, Illinois",1948
"G1701630","2008-2012",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Illinois",125700,"St. Clair County, Illinois",2954
"G1701650","2008-2012",,,"Illinois","17","Saline County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Illinois",71700,"Saline County, Illinois",4033
"G1701670","2008-2012",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sangamon County, Illinois",124100,"Sangamon County, Illinois",1867
"G1701690","2008-2012",,,"Illinois","17","Schuyler County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, Illinois",75500,"Schuyler County, Illinois",3857
"G1701710","2008-2012",,,"Illinois","17","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Illinois",80800,"Scott County, Illinois",4720
"G1701730","2008-2012",,,"Illinois","17","Shelby County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Illinois",87000,"Shelby County, Illinois",3111
"G1701750","2008-2012",,,"Illinois","17","Stark County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stark County, Illinois",86600,"Stark County, Illinois",5088
"G1701770","2008-2012",,,"Illinois","17","Stephenson County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephenson County, Illinois",103400,"Stephenson County, Illinois",3386
"G1701790","2008-2012",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tazewell County, Illinois",130600,"Tazewell County, Illinois",2738
"G1701810","2008-2012",,,"Illinois","17","Union County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Illinois",89700,"Union County, Illinois",4379
"G1701830","2008-2012",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermilion County, Illinois",77200,"Vermilion County, Illinois",2333
"G1701850","2008-2012",,,"Illinois","17","Wabash County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabash County, Illinois",80000,"Wabash County, Illinois",4350
"G1701870","2008-2012",,,"Illinois","17","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Illinois",83000,"Warren County, Illinois",3549
"G1701890","2008-2012",,,"Illinois","17","Washington County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Illinois",104800,"Washington County, Illinois",4958
"G1701910","2008-2012",,,"Illinois","17","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Illinois",72500,"Wayne County, Illinois",3943
"G1701930","2008-2012",,,"Illinois","17","White County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Illinois",67700,"White County, Illinois",4878
"G1701950","2008-2012",,,"Illinois","17","Whiteside County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whiteside County, Illinois",99400,"Whiteside County, Illinois",2963
"G1701970","2008-2012",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Will County, Illinois",228900,"Will County, Illinois",1628
"G1701990","2008-2012",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Illinois",90300,"Williamson County, Illinois",2960
"G1702010","2008-2012",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winnebago County, Illinois",127500,"Winnebago County, Illinois",1431
"G1702030","2008-2012",,,"Illinois","17","Woodford County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodford County, Illinois",156600,"Woodford County, Illinois",3378
"G1800010","2008-2012",,,"Indiana","18","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Indiana",113500,"Adams County, Indiana",4267
"G1800030","2008-2012",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Indiana",113400,"Allen County, Indiana",1363
"G1800050","2008-2012",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bartholomew County, Indiana",137000,"Bartholomew County, Indiana",2877
"G1800070","2008-2012",,,"Indiana","18","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Indiana",85300,"Benton County, Indiana",2870
"G1800090","2008-2012",,,"Indiana","18","Blackford County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blackford County, Indiana",73000,"Blackford County, Indiana",3690
"G1800110","2008-2012",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Indiana",182300,"Boone County, Indiana",6588
"G1800130","2008-2012",,,"Indiana","18","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Indiana",158300,"Brown County, Indiana",5486
"G1800150","2008-2012",,,"Indiana","18","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Indiana",106100,"Carroll County, Indiana",4990
"G1800170","2008-2012",,,"Indiana","18","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Indiana",80900,"Cass County, Indiana",2895
"G1800190","2008-2012",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Indiana",127400,"Clark County, Indiana",2655
"G1800210","2008-2012",,,"Indiana","18","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Indiana",87800,"Clay County, Indiana",4336
"G1800230","2008-2012",,,"Indiana","18","Clinton County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Indiana",97000,"Clinton County, Indiana",3012
"G1800250","2008-2012",,,"Indiana","18","Crawford County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Indiana",86500,"Crawford County, Indiana",6033
"G1800270","2008-2012",,,"Indiana","18","Daviess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Indiana",102700,"Daviess County, Indiana",7078
"G1800290","2008-2012",,,"Indiana","18","Dearborn County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dearborn County, Indiana",161700,"Dearborn County, Indiana",2992
"G1800310","2008-2012",,,"Indiana","18","Decatur County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Indiana",117500,"Decatur County, Indiana",5241
"G1800330","2008-2012",,,"Indiana","18","DeKalb County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Indiana",109200,"DeKalb County, Indiana",3378
"G1800350","2008-2012",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Indiana",90800,"Delaware County, Indiana",1719
"G1800370","2008-2012",,,"Indiana","18","Dubois County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubois County, Indiana",132200,"Dubois County, Indiana",6364
"G1800390","2008-2012",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkhart County, Indiana",125900,"Elkhart County, Indiana",1956
"G1800410","2008-2012",,,"Indiana","18","Fayette County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Indiana",81500,"Fayette County, Indiana",3021
"G1800430","2008-2012",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Indiana",150600,"Floyd County, Indiana",3257
"G1800450","2008-2012",,,"Indiana","18","Fountain County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fountain County, Indiana",89900,"Fountain County, Indiana",4146
"G1800470","2008-2012",,,"Indiana","18","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Indiana",151900,"Franklin County, Indiana",6484
"G1800490","2008-2012",,,"Indiana","18","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Indiana",93200,"Fulton County, Indiana",4085
"G1800510","2008-2012",,,"Indiana","18","Gibson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gibson County, Indiana",103100,"Gibson County, Indiana",4960
"G1800530","2008-2012",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Indiana",81300,"Grant County, Indiana",2665
"G1800550","2008-2012",,,"Indiana","18","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Indiana",88100,"Greene County, Indiana",3576
"G1800570","2008-2012",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Indiana",214400,"Hamilton County, Indiana",2941
"G1800590","2008-2012",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Indiana",157700,"Hancock County, Indiana",3064
"G1800610","2008-2012",,,"Indiana","18","Harrison County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Indiana",125400,"Harrison County, Indiana",6013
"G1800630","2008-2012",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hendricks County, Indiana",161500,"Hendricks County, Indiana",2355
"G1800650","2008-2012",,,"Indiana","18","Henry County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Indiana",93600,"Henry County, Indiana",2796
"G1800670","2008-2012",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Indiana",100500,"Howard County, Indiana",2760
"G1800690","2008-2012",,,"Indiana","18","Huntington County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huntington County, Indiana",98000,"Huntington County, Indiana",3348
"G1800710","2008-2012",,,"Indiana","18","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Indiana",117400,"Jackson County, Indiana",4083
"G1800730","2008-2012",,,"Indiana","18","Jasper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Indiana",145400,"Jasper County, Indiana",5017
"G1800750","2008-2012",,,"Indiana","18","Jay County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jay County, Indiana",77600,"Jay County, Indiana",3179
"G1800770","2008-2012",,,"Indiana","18","Jefferson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Indiana",108700,"Jefferson County, Indiana",4677
"G1800790","2008-2012",,,"Indiana","18","Jennings County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jennings County, Indiana",92100,"Jennings County, Indiana",3550
"G1800810","2008-2012",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Indiana",145900,"Johnson County, Indiana",2524
"G1800830","2008-2012",,,"Indiana","18","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Indiana",84200,"Knox County, Indiana",2536
"G1800850","2008-2012",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kosciusko County, Indiana",133300,"Kosciusko County, Indiana",3953
"G1800870","2008-2012",,,"Indiana","18","LaGrange County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaGrange County, Indiana",154100,"LaGrange County, Indiana",6315
"G1800890","2008-2012",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Indiana",137400,"Lake County, Indiana",1597
"G1800910","2008-2012",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaPorte County, Indiana",120600,"LaPorte County, Indiana",2393
"G1800930","2008-2012",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Indiana",95700,"Lawrence County, Indiana",3680
"G1800950","2008-2012",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Indiana",93600,"Madison County, Indiana",1571
"G1800970","2008-2012",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Indiana",120000,"Marion County, Indiana",920
"G1800990","2008-2012",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Indiana",123700,"Marshall County, Indiana",3782
"G1801010","2008-2012",,,"Indiana","18","Martin County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Indiana",88600,"Martin County, Indiana",4683
"G1801030","2008-2012",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami County, Indiana",84200,"Miami County, Indiana",2960
"G1801050","2008-2012",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Indiana",155300,"Monroe County, Indiana",2933
"G1801070","2008-2012",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Indiana",108200,"Montgomery County, Indiana",4089
"G1801090","2008-2012",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Indiana",143000,"Morgan County, Indiana",3457
"G1801110","2008-2012",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Indiana",110900,"Newton County, Indiana",6471
"G1801130","2008-2012",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noble County, Indiana",112900,"Noble County, Indiana",3692
"G1801150","2008-2012",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Indiana",142200,"Ohio County, Indiana",14857
"G1801170","2008-2012",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Indiana",90200,"Orange County, Indiana",5033
"G1801190","2008-2012",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Indiana",97300,"Owen County, Indiana",6416
"G1801210","2008-2012",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parke County, Indiana",93300,"Parke County, Indiana",4504
"G1801230","2008-2012",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Indiana",96400,"Perry County, Indiana",3553
"G1801250","2008-2012",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Indiana",82500,"Pike County, Indiana",5187
"G1801270","2008-2012",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Porter County, Indiana",166600,"Porter County, Indiana",2137
"G1801290","2008-2012",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Posey County, Indiana",122200,"Posey County, Indiana",5652
"G1801310","2008-2012",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Indiana",99100,"Pulaski County, Indiana",5746
"G1801330","2008-2012",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Indiana",123000,"Putnam County, Indiana",4778
"G1801350","2008-2012",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Indiana",77200,"Randolph County, Indiana",2072
"G1801370","2008-2012",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ripley County, Indiana",137500,"Ripley County, Indiana",6105
"G1801390","2008-2012",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rush County, Indiana",107200,"Rush County, Indiana",5255
"G1801410","2008-2012",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph County, Indiana",117100,"St. Joseph County, Indiana",1473
"G1801430","2008-2012",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Indiana",96800,"Scott County, Indiana",4828
"G1801450","2008-2012",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Indiana",128200,"Shelby County, Indiana",5430
