GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,QZ6E001,NAME_M,QZ6M001
"G0100010","2008-2012",,,"Alabama","01","Autauga County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Autauga County, Alabama",137900,"Autauga County, Alabama",4282
"G0100030","2008-2012",,,"Alabama","01","Baldwin County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baldwin County, Alabama",172900,"Baldwin County, Alabama",2814
"G0100050","2008-2012",,,"Alabama","01","Barbour County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbour County, Alabama",88700,"Barbour County, Alabama",4968
"G0100070","2008-2012",,,"Alabama","01","Bibb County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bibb County, Alabama",91600,"Bibb County, Alabama",8833
"G0100090","2008-2012",,,"Alabama","01","Blount County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blount County, Alabama",115200,"Blount County, Alabama",4327
"G0100110","2008-2012",,,"Alabama","01","Bullock County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bullock County, Alabama",73900,"Bullock County, Alabama",13859
"G0100130","2008-2012",,,"Alabama","01","Butler County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Alabama",73500,"Butler County, Alabama",4279
"G0100150","2008-2012",,,"Alabama","01","Calhoun County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Alabama",101900,"Calhoun County, Alabama",3148
"G0100170","2008-2012",,,"Alabama","01","Chambers County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chambers County, Alabama",78000,"Chambers County, Alabama",3978
"G0100190","2008-2012",,,"Alabama","01","Cherokee County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Alabama",99900,"Cherokee County, Alabama",7142
"G0100210","2008-2012",,,"Alabama","01","Chilton County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chilton County, Alabama",103700,"Chilton County, Alabama",5272
"G0100230","2008-2012",,,"Alabama","01","Choctaw County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Choctaw County, Alabama",59300,"Choctaw County, Alabama",4856
"G0100250","2008-2012",,,"Alabama","01","Clarke County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Alabama",84800,"Clarke County, Alabama",5586
"G0100270","2008-2012",,,"Alabama","01","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Alabama",80600,"Clay County, Alabama",7571
"G0100290","2008-2012",,,"Alabama","01","Cleburne County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleburne County, Alabama",91300,"Cleburne County, Alabama",10564
"G0100310","2008-2012",,,"Alabama","01","Coffee County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffee County, Alabama",126400,"Coffee County, Alabama",6880
"G0100330","2008-2012",,,"Alabama","01","Colbert County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colbert County, Alabama",101500,"Colbert County, Alabama",4228
"G0100350","2008-2012",,,"Alabama","01","Conecuh County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conecuh County, Alabama",74200,"Conecuh County, Alabama",5092
"G0100370","2008-2012",,,"Alabama","01","Coosa County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coosa County, Alabama",74500,"Coosa County, Alabama",8027
"G0100390","2008-2012",,,"Alabama","01","Covington County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Covington County, Alabama",86700,"Covington County, Alabama",4112
"G0100410","2008-2012",,,"Alabama","01","Crenshaw County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crenshaw County, Alabama",70000,"Crenshaw County, Alabama",5368
"G0100430","2008-2012",,,"Alabama","01","Cullman County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cullman County, Alabama",104700,"Cullman County, Alabama",4017
"G0100450","2008-2012",,,"Alabama","01","Dale County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dale County, Alabama",96100,"Dale County, Alabama",3001
"G0100470","2008-2012",,,"Alabama","01","Dallas County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Alabama",73700,"Dallas County, Alabama",4158
"G0100490","2008-2012",,,"Alabama","01","DeKalb County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Alabama",89400,"DeKalb County, Alabama",4507
"G0100510","2008-2012",,,"Alabama","01","Elmore County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elmore County, Alabama",143900,"Elmore County, Alabama",4985
"G0100530","2008-2012",,,"Alabama","01","Escambia County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Escambia County, Alabama",85300,"Escambia County, Alabama",3488
"G0100550","2008-2012",,,"Alabama","01","Etowah County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Etowah County, Alabama",101200,"Etowah County, Alabama",4223
"G0100570","2008-2012",,,"Alabama","01","Fayette County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Alabama",72600,"Fayette County, Alabama",5580
"G0100590","2008-2012",,,"Alabama","01","Franklin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Alabama",82000,"Franklin County, Alabama",4346
"G0100610","2008-2012",,,"Alabama","01","Geneva County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geneva County, Alabama",79400,"Geneva County, Alabama",4362
"G0100630","2008-2012",,,"Alabama","01","Greene County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Alabama",77200,"Greene County, Alabama",5900
"G0100650","2008-2012",,,"Alabama","01","Hale County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hale County, Alabama",80300,"Hale County, Alabama",5684
"G0100670","2008-2012",,,"Alabama","01","Henry County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Alabama",100400,"Henry County, Alabama",9946
"G0100690","2008-2012",,,"Alabama","01","Houston County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Alabama",122000,"Houston County, Alabama",1873
"G0100710","2008-2012",,,"Alabama","01","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Alabama",92000,"Jackson County, Alabama",4472
"G0100730","2008-2012",,,"Alabama","01","Jefferson County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Alabama",142300,"Jefferson County, Alabama",1723
"G0100750","2008-2012",,,"Alabama","01","Lamar County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Alabama",69900,"Lamar County, Alabama",5663
"G0100770","2008-2012",,,"Alabama","01","Lauderdale County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lauderdale County, Alabama",111900,"Lauderdale County, Alabama",3374
"G0100790","2008-2012",,,"Alabama","01","Lawrence County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Alabama",96600,"Lawrence County, Alabama",5167
"G0100810","2008-2012",,,"Alabama","01","Lee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Alabama",149300,"Lee County, Alabama",4225
"G0100830","2008-2012",,,"Alabama","01","Limestone County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Limestone County, Alabama",132500,"Limestone County, Alabama",4984
"G0100850","2008-2012",,,"Alabama","01","Lowndes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowndes County, Alabama",70200,"Lowndes County, Alabama",7882
"G0100870","2008-2012",,,"Alabama","01","Macon County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Alabama",77500,"Macon County, Alabama",4484
"G0100890","2008-2012",,,"Alabama","01","Madison County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Alabama",163300,"Madison County, Alabama",2327
"G0100910","2008-2012",,,"Alabama","01","Marengo County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marengo County, Alabama",89500,"Marengo County, Alabama",9827
"G0100930","2008-2012",,,"Alabama","01","Marion County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Alabama",76400,"Marion County, Alabama",3821
"G0100950","2008-2012",,,"Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Alabama",109800,"Marshall County, Alabama",5001
"G0100970","2008-2012",,,"Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mobile County, Alabama",125400,"Mobile County, Alabama",1735
"G0100990","2008-2012",,,"Alabama","01","Monroe County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Alabama",76600,"Monroe County, Alabama",6624
"G0101010","2008-2012",,,"Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Alabama",123500,"Montgomery County, Alabama",2152
"G0101030","2008-2012",,,"Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Alabama",121100,"Morgan County, Alabama",2926
"G0101050","2008-2012",,,"Alabama","01","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Alabama",63500,"Perry County, Alabama",14705
"G0101070","2008-2012",,,"Alabama","01","Pickens County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County, Alabama",82500,"Pickens County, Alabama",4914
"G0101090","2008-2012",,,"Alabama","01","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Alabama",101600,"Pike County, Alabama",10019
"G0101110","2008-2012",,,"Alabama","01","Randolph County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Alabama",89100,"Randolph County, Alabama",5646
"G0101130","2008-2012",,,"Alabama","01","Russell County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russell County, Alabama",102000,"Russell County, Alabama",4847
"G0101150","2008-2012",,,"Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Alabama",132600,"St. Clair County, Alabama",4955
"G0101170","2008-2012",,,"Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Alabama",196000,"Shelby County, Alabama",2703
"G0101190","2008-2012",,,"Alabama","01","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, Alabama",76800,"Sumter County, Alabama",10199
"G0101210","2008-2012",,,"Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Talladega County, Alabama",90400,"Talladega County, Alabama",3926
"G0101230","2008-2012",,,"Alabama","01","Tallapoosa County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tallapoosa County, Alabama",94600,"Tallapoosa County, Alabama",5793
"G0101250","2008-2012",,,"Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuscaloosa County, Alabama",152300,"Tuscaloosa County, Alabama",2699
"G0101270","2008-2012",,,"Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Alabama",83600,"Walker County, Alabama",4282
"G0101290","2008-2012",,,"Alabama","01","Washington County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Alabama",85800,"Washington County, Alabama",4449
"G0101310","2008-2012",,,"Alabama","01","Wilcox County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilcox County, Alabama",58300,"Wilcox County, Alabama",12104
"G0101330","2008-2012",,,"Alabama","01","Winston County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winston County, Alabama",80500,"Winston County, Alabama",5250
"G0200130","2008-2012",,,"Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aleutians East Borough, Alaska",120900,"Aleutians East Borough, Alaska",12145
"G0200160","2008-2012",,,"Alaska","02","Aleutians West Census Area","016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aleutians West Census Area, Alaska",204700,"Aleutians West Census Area, Alaska",43288
"G0200200","2008-2012",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anchorage Municipality, Alaska",277100,"Anchorage Municipality, Alaska",3279
"G0200500","2008-2012",,,"Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bethel Census Area, Alaska",172300,"Bethel Census Area, Alaska",20999
"G0200600","2008-2012",,,"Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol Bay Borough, Alaska",182000,"Bristol Bay Borough, Alaska",19187
"G0200680","2008-2012",,,"Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denali Borough, Alaska",201900,"Denali Borough, Alaska",33550
"G0200700","2008-2012",,,"Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dillingham Census Area, Alaska",173300,"Dillingham Census Area, Alaska",15380
"G0200900","2008-2012",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairbanks North Star Borough, Alaska",213500,"Fairbanks North Star Borough, Alaska",4896
"G0201000","2008-2012",,,"Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haines Borough, Alaska",172400,"Haines Borough, Alaska",53380
"G0201050","2008-2012",,,"Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hoonah-Angoon Census Area, Alaska",208100,"Hoonah-Angoon Census Area, Alaska",22144
"G0201100","2008-2012",,,"Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juneau City and Borough, Alaska",304100,"Juneau City and Borough, Alaska",13276
"G0201220","2008-2012",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenai Peninsula Borough, Alaska",202300,"Kenai Peninsula Borough, Alaska",7299
"G0201300","2008-2012",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ketchikan Gateway Borough, Alaska",262200,"Ketchikan Gateway Borough, Alaska",12510
"G0201500","2008-2012",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kodiak Island Borough, Alaska",233100,"Kodiak Island Borough, Alaska",21305
"G0201640","2008-2012",,,"Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake and Peninsula Borough, Alaska",156300,"Lake and Peninsula Borough, Alaska",40409
"G0201700","2008-2012",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matanuska-Susitna Borough, Alaska",217700,"Matanuska-Susitna Borough, Alaska",3813
"G0201800","2008-2012",,,"Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nome Census Area, Alaska",135500,"Nome Census Area, Alaska",11093
"G0201850","2008-2012",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Slope Borough, Alaska",151100,"North Slope Borough, Alaska",26925
"G0201880","2008-2012",,,"Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northwest Arctic Borough, Alaska",130100,"Northwest Arctic Borough, Alaska",12731
"G0201950","2008-2012",,,"Alaska","02","Petersburg Census Area","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petersburg Census Area, Alaska",206000,"Petersburg Census Area, Alaska",39247
"G0201980","2008-2012",,,"Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prince of Wales-Hyder Census Area, Alaska",156300,"Prince of Wales-Hyder Census Area, Alaska",11720
"G0202200","2008-2012",,,"Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sitka City and Borough, Alaska",319500,"Sitka City and Borough, Alaska",23224
"G0202300","2008-2012",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skagway Municipality, Alaska",306200,"Skagway Municipality, Alaska",42608
"G0202400","2008-2012",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southeast Fairbanks Census Area, Alaska",178600,"Southeast Fairbanks Census Area, Alaska",17321
"G0202610","2008-2012",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valdez-Cordova Census Area, Alaska",175100,"Valdez-Cordova Census Area, Alaska",10339
"G0202700","2008-2012",,,"Alaska","02","Wade Hampton Census Area","270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wade Hampton Census Area, Alaska",104300,"Wade Hampton Census Area, Alaska",9436
"G0202750","2008-2012",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wrangell City and Borough, Alaska",163200,"Wrangell City and Borough, Alaska",20866
"G0202820","2008-2012",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yakutat City and Borough, Alaska",148400,"Yakutat City and Borough, Alaska",24696
"G0202900","2008-2012",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yukon-Koyukuk Census Area, Alaska",106500,"Yukon-Koyukuk Census Area, Alaska",5440
"G0400010","2008-2012",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apache County, Arizona",85200,"Apache County, Arizona",3771
"G0400030","2008-2012",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cochise County, Arizona",151800,"Cochise County, Arizona",4418
"G0400050","2008-2012",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coconino County, Arizona",237200,"Coconino County, Arizona",7964
"G0400070","2008-2012",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gila County, Arizona",140500,"Gila County, Arizona",12675
"G0400090","2008-2012",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graham County, Arizona",125500,"Graham County, Arizona",9800
"G0400110","2008-2012",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenlee County, Arizona",79300,"Greenlee County, Arizona",8796
"G0400120","2008-2012",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Paz County, Arizona",96300,"La Paz County, Arizona",11087
"G0400130","2008-2012",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maricopa County, Arizona",193900,"Maricopa County, Arizona",1196
"G0400150","2008-2012",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mohave County, Arizona",144700,"Mohave County, Arizona",3976
"G0400170","2008-2012",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Navajo County, Arizona",122000,"Navajo County, Arizona",5438
"G0400190","2008-2012",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pima County, Arizona",177500,"Pima County, Arizona",1620
"G0400210","2008-2012",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pinal County, Arizona",123300,"Pinal County, Arizona",2318
"G0400230","2008-2012",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, Arizona",145700,"Santa Cruz County, Arizona",6985
"G0400250","2008-2012",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yavapai County, Arizona",199200,"Yavapai County, Arizona",4831
"G0400270","2008-2012",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuma County, Arizona",125300,"Yuma County, Arizona",4153
"G0500010","2008-2012",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arkansas County, Arkansas",76700,"Arkansas County, Arkansas",3700
"G0500030","2008-2012",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashley County, Arkansas",63600,"Ashley County, Arkansas",3782
"G0500050","2008-2012",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baxter County, Arkansas",119700,"Baxter County, Arkansas",3975
"G0500070","2008-2012",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Arkansas",150700,"Benton County, Arkansas",2624
"G0500090","2008-2012",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Arkansas",105300,"Boone County, Arkansas",6349
"G0500110","2008-2012",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradley County, Arkansas",63900,"Bradley County, Arkansas",4845
"G0500130","2008-2012",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Arkansas",57600,"Calhoun County, Arkansas",5004
"G0500150","2008-2012",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Arkansas",117200,"Carroll County, Arkansas",9463
"G0500170","2008-2012",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicot County, Arkansas",55600,"Chicot County, Arkansas",6196
"G0500190","2008-2012",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Arkansas",86700,"Clark County, Arkansas",6466
"G0500210","2008-2012",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Arkansas",61200,"Clay County, Arkansas",3267
"G0500230","2008-2012",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleburne County, Arkansas",118800,"Cleburne County, Arkansas",7587
"G0500250","2008-2012",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, Arkansas",67800,"Cleveland County, Arkansas",9947
"G0500270","2008-2012",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Arkansas",78200,"Columbia County, Arkansas",4803
"G0500290","2008-2012",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conway County, Arkansas",84500,"Conway County, Arkansas",5044
"G0500310","2008-2012",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craighead County, Arkansas",116500,"Craighead County, Arkansas",4196
"G0500330","2008-2012",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Arkansas",101100,"Crawford County, Arkansas",4280
"G0500350","2008-2012",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crittenden County, Arkansas",100200,"Crittenden County, Arkansas",5054
"G0500370","2008-2012",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cross County, Arkansas",75900,"Cross County, Arkansas",4279
"G0500390","2008-2012",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Arkansas",54500,"Dallas County, Arkansas",7416
"G0500410","2008-2012",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Desha County, Arkansas",59300,"Desha County, Arkansas",4427
"G0500430","2008-2012",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drew County, Arkansas",80700,"Drew County, Arkansas",7457
"G0500450","2008-2012",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faulkner County, Arkansas",135300,"Faulkner County, Arkansas",3955
"G0500470","2008-2012",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Arkansas",92500,"Franklin County, Arkansas",6972
"G0500490","2008-2012",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Arkansas",89700,"Fulton County, Arkansas",10016
"G0500510","2008-2012",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garland County, Arkansas",131500,"Garland County, Arkansas",4203
"G0500530","2008-2012",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Arkansas",100200,"Grant County, Arkansas",9121
"G0500550","2008-2012",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Arkansas",95200,"Greene County, Arkansas",5251
"G0500570","2008-2012",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hempstead County, Arkansas",71800,"Hempstead County, Arkansas",6718
"G0500590","2008-2012",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hot Spring County, Arkansas",81600,"Hot Spring County, Arkansas",3642
"G0500610","2008-2012",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Arkansas",72900,"Howard County, Arkansas",3185
"G0500630","2008-2012",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Independence County, Arkansas",85900,"Independence County, Arkansas",4565
"G0500650","2008-2012",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Izard County, Arkansas",75800,"Izard County, Arkansas",3609
"G0500670","2008-2012",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Arkansas",57600,"Jackson County, Arkansas",3491
"G0500690","2008-2012",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",81100,"Jefferson County, Arkansas",2504
"G0500710","2008-2012",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Arkansas",85000,"Johnson County, Arkansas",4035
"G0500730","2008-2012",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Arkansas",51600,"Lafayette County, Arkansas",6079
"G0500750","2008-2012",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Arkansas",57400,"Lawrence County, Arkansas",3225
