GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GB7001
"G2701710","2000","2","4","Minnesota","27","Wright","171",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Wright County",135300
"G2701730","2000","2","4","Minnesota","27","Yellow Medicine","173",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Yellow Medicine County",52400
"G2800010","2000","3","6","Mississippi","28","Adams","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Adams County",60200
"G2800030","2000","3","6","Mississippi","28","Alcorn","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Alcorn County",62100
"G2800050","2000","3","6","Mississippi","28","Amite","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Amite County",54100
"G2800070","2000","3","6","Mississippi","28","Attala","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Attala County",49900
"G2800090","2000","3","6","Mississippi","28","Benton","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Benton County",55500
"G2800110","2000","3","6","Mississippi","28","Bolivar","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bolivar County",57200
"G2800130","2000","3","6","Mississippi","28","Calhoun","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Calhoun County",46500
"G2800150","2000","3","6","Mississippi","28","Carroll","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carroll County",57800
"G2800170","2000","3","6","Mississippi","28","Chickasaw","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chickasaw County",51400
"G2800190","2000","3","6","Mississippi","28","Choctaw","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Choctaw County",55300
"G2800210","2000","3","6","Mississippi","28","Claiborne","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Claiborne County",48200
"G2800230","2000","3","6","Mississippi","28","Clarke","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clarke County",53600
"G2800250","2000","3","6","Mississippi","28","Clay","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clay County",60900
"G2800270","2000","3","6","Mississippi","28","Coahoma","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Coahoma County",51200
"G2800290","2000","3","6","Mississippi","28","Copiah","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Copiah County",54800
"G2800310","2000","3","6","Mississippi","28","Covington","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Covington County",55000
"G2800330","2000","3","6","Mississippi","28","Desoto","033",,,,,,,,,,,,,"4920","9999","9999",,,,,,,,"DeSoto County",103100
"G2800350","2000","3","6","Mississippi","28","Forrest","035",,,,,,,,,,,,,"3285","9999","9999",,,,,,,,"Forrest County",69100
"G2800370","2000","3","6","Mississippi","28","Franklin","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin County",47300
"G2800390","2000","3","6","Mississippi","28","George","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"George County",66500
"G2800410","2000","3","6","Mississippi","28","Greene","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greene County",57900
"G2800430","2000","3","6","Mississippi","28","Grenada","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grenada County",68300
"G2800450","2000","3","6","Mississippi","28","Hancock","045",,,,,,,,,,,,,"0920","9999","9999",,,,,,,,"Hancock County",92500
"G2800470","2000","3","6","Mississippi","28","Harrison","047",,,,,,,,,,,,,"0920","9999","9999",,,,,,,,"Harrison County",87200
"G2800490","2000","3","6","Mississippi","28","Hinds","049",,,,,,,,,,,,,"3560","9999","9999",,,,,,,,"Hinds County",73100
"G2800510","2000","3","6","Mississippi","28","Holmes","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Holmes County",44900
"G2800530","2000","3","6","Mississippi","28","Humphreys","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Humphreys County",49600
"G2800550","2000","3","6","Mississippi","28","Issaquena","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Issaquena County",58600
"G2800570","2000","3","6","Mississippi","28","Itawamba","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Itawamba County",58600
"G2800590","2000","3","6","Mississippi","28","Jackson","059",,,,,,,,,,,,,"0920","9999","9999",,,,,,,,"Jackson County",80300
"G2800610","2000","3","6","Mississippi","28","Jasper","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jasper County",51200
"G2800630","2000","3","6","Mississippi","28","Jefferson","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson County",48700
"G2800650","2000","3","6","Mississippi","28","Jefferson Davis","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson Davis County",47700
"G2800670","2000","3","6","Mississippi","28","Jones","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jones County",59000
"G2800690","2000","3","6","Mississippi","28","Kemper","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kemper County",48400
"G2800710","2000","3","6","Mississippi","28","Lafayette","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lafayette County",101100
"G2800730","2000","3","6","Mississippi","28","Lamar","073",,,,,,,,,,,,,"3285","9999","9999",,,,,,,,"Lamar County",93000
"G2800750","2000","3","6","Mississippi","28","Lauderdale","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lauderdale County",67600
"G2800770","2000","3","6","Mississippi","28","Lawrence","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lawrence County",56400
"G2800790","2000","3","6","Mississippi","28","Leake","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Leake County",53000
"G2800810","2000","3","6","Mississippi","28","Lee","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lee County",85500
"G2800830","2000","3","6","Mississippi","28","Leflore","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Leflore County",56800
"G2800850","2000","3","6","Mississippi","28","Lincoln","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lincoln County",64400
"G2800870","2000","3","6","Mississippi","28","Lowndes","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lowndes County",74700
"G2800890","2000","3","6","Mississippi","28","Madison","089",,,,,,,,,,,,,"3560","9999","9999",,,,,,,,"Madison County",117000
"G2800910","2000","3","6","Mississippi","28","Marion","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",57600
"G2800930","2000","3","6","Mississippi","28","Marshall","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marshall County",67400
"G2800950","2000","3","6","Mississippi","28","Monroe","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Monroe County",64200
"G2800970","2000","3","6","Mississippi","28","Montgomery","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",51000
"G2800990","2000","3","6","Mississippi","28","Neshoba","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Neshoba County",55800
"G2801010","2000","3","6","Mississippi","28","Newton","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Newton County",54300
"G2801030","2000","3","6","Mississippi","28","Noxubee","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Noxubee County",46800
"G2801050","2000","3","6","Mississippi","28","Oktibbeha","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Oktibbeha County",89400
"G2801070","2000","3","6","Mississippi","28","Panola","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Panola County",57700
"G2801090","2000","3","6","Mississippi","28","Pearl River","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pearl River County",76500
"G2801110","2000","3","6","Mississippi","28","Perry","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Perry County",56100
"G2801130","2000","3","6","Mississippi","28","Pike","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pike County",59700
"G2801150","2000","3","6","Mississippi","28","Pontotoc","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pontotoc County",66400
"G2801170","2000","3","6","Mississippi","28","Prentiss","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Prentiss County",56400
"G2801190","2000","3","6","Mississippi","28","Quitman","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Quitman County",37100
"G2801210","2000","3","6","Mississippi","28","Rankin","121",,,,,,,,,,,,,"3560","9999","9999",,,,,,,,"Rankin County",98600
"G2801230","2000","3","6","Mississippi","28","Scott","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Scott County",48200
"G2801250","2000","3","6","Mississippi","28","Sharkey","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sharkey County",49300
"G2801270","2000","3","6","Mississippi","28","Simpson","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Simpson County",58800
"G2801290","2000","3","6","Mississippi","28","Smith","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Smith County",58400
"G2801310","2000","3","6","Mississippi","28","Stone","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stone County",71100
"G2801330","2000","3","6","Mississippi","28","Sunflower","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sunflower County",50000
"G2801350","2000","3","6","Mississippi","28","Tallahatchie","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tallahatchie County",42300
"G2801370","2000","3","6","Mississippi","28","Tate","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tate County",80000
"G2801390","2000","3","6","Mississippi","28","Tippah","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tippah County",57200
"G2801410","2000","3","6","Mississippi","28","Tishomingo","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tishomingo County",60200
"G2801430","2000","3","6","Mississippi","28","Tunica","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tunica County",56800
"G2801450","2000","3","6","Mississippi","28","Union","145",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Union County",68300
"G2801470","2000","3","6","Mississippi","28","Walthall","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Walthall County",60500
"G2801490","2000","3","6","Mississippi","28","Warren","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Warren County",79100
"G2801510","2000","3","6","Mississippi","28","Washington","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",55400
"G2801530","2000","3","6","Mississippi","28","Wayne","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wayne County",54400
"G2801550","2000","3","6","Mississippi","28","Webster","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Webster County",55600
"G2801570","2000","3","6","Mississippi","28","Wilkinson","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wilkinson County",43800
"G2801590","2000","3","6","Mississippi","28","Winston","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Winston County",56700
"G2801610","2000","3","6","Mississippi","28","Yalobusha","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Yalobusha County",51600
"G2801630","2000","3","6","Mississippi","28","Yazoo","163",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Yazoo County",54700
"G2900010","2000","2","4","Missouri","29","Adair","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Adair County",73900
"G2900030","2000","2","4","Missouri","29","Andrew","003",,,,,,,,,,,,,"7000","9999","9999",,,,,,,,"Andrew County",89000
"G2900050","2000","2","4","Missouri","29","Atchison","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Atchison County",49800
"G2900070","2000","2","4","Missouri","29","Audrain","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Audrain County",62400
"G2900090","2000","2","4","Missouri","29","Barry","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Barry County",70600
"G2900110","2000","2","4","Missouri","29","Barton","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Barton County",55800
"G2900130","2000","2","4","Missouri","29","Bates","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bates County",58000
"G2900150","2000","2","4","Missouri","29","Benton","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Benton County",65700
"G2900170","2000","2","4","Missouri","29","Bollinger","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bollinger County",58400
"G2900190","2000","2","4","Missouri","29","Boone","019",,,,,,,,,,,,,"1740","9999","9999",,,,,,,,"Boone County",107400
"G2900210","2000","2","4","Missouri","29","Buchanan","021",,,,,,,,,,,,,"7000","9999","9999",,,,,,,,"Buchanan County",72700
"G2900230","2000","2","4","Missouri","29","Butler","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Butler County",59400
"G2900250","2000","2","4","Missouri","29","Caldwell","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Caldwell County",53800
"G2900270","2000","2","4","Missouri","29","Callaway","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Callaway County",85800
"G2900290","2000","2","4","Missouri","29","Camden","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Camden County",124300
"G2900310","2000","2","4","Missouri","29","Cape Girardeau","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cape Girardeau County",94700
"G2900330","2000","2","4","Missouri","29","Carroll","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carroll County",48900
"G2900350","2000","2","4","Missouri","29","Carter","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carter County",51900
"G2900370","2000","2","4","Missouri","29","Cass","037",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Cass County",104200
"G2900390","2000","2","4","Missouri","29","Cedar","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cedar County",57900
"G2900410","2000","2","4","Missouri","29","Chariton","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chariton County",43800
"G2900430","2000","2","4","Missouri","29","Christian","043",,,,,,,,,,,,,"7920","9999","9999",,,,,,,,"Christian County",97900
"G2900450","2000","2","4","Missouri","29","Clark","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clark County",51300
"G2900470","2000","2","4","Missouri","29","Clay","047",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Clay County",104900
"G2900490","2000","2","4","Missouri","29","Clinton","049",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Clinton County",86400
"G2900510","2000","2","4","Missouri","29","Cole","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cole County",97200
"G2900530","2000","2","4","Missouri","29","Cooper","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cooper County",74200
"G2900550","2000","2","4","Missouri","29","Crawford","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crawford County",66100
"G2900570","2000","2","4","Missouri","29","Dade","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dade County",54500
"G2900590","2000","2","4","Missouri","29","Dallas","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dallas County",72300
"G2900610","2000","2","4","Missouri","29","Daviess","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Daviess County",56700
"G2900630","2000","2","4","Missouri","29","DeKalb","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"DeKalb County",64800
"G2900650","2000","2","4","Missouri","29","Dent","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dent County",61000
"G2900670","2000","2","4","Missouri","29","Douglas","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Douglas County",54100
"G2900690","2000","2","4","Missouri","29","Dunklin","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dunklin County",48500
"G2900710","2000","2","4","Missouri","29","Franklin","071",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Franklin County",96400
"G2900730","2000","2","4","Missouri","29","Gasconade","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gasconade County",70500
"G2900750","2000","2","4","Missouri","29","Gentry","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gentry County",47200
"G2900770","2000","2","4","Missouri","29","Greene","077",,,,,,,,,,,,,"7920","9999","9999",,,,,,,,"Greene County",88200
"G2900790","2000","2","4","Missouri","29","Grundy","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grundy County",42500
"G2900810","2000","2","4","Missouri","29","Harrison","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Harrison County",41500
"G2900830","2000","2","4","Missouri","29","Henry","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Henry County",64200
"G2900850","2000","2","4","Missouri","29","Hickory","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hickory County",62600
"G2900870","2000","2","4","Missouri","29","Holt","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Holt County",50100
"G2900890","2000","2","4","Missouri","29","Howard","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Howard County",59500
"G2900910","2000","2","4","Missouri","29","Howell","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Howell County",67700
"G2900930","2000","2","4","Missouri","29","Iron","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Iron County",51800
"G2900950","2000","2","4","Missouri","29","Jackson","095",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Jackson County",85000
"G2900970","2000","2","4","Missouri","29","Jasper","097",,,,,,,,,,,,,"3710","9999","9999",,,,,,,,"Jasper County",67700
"G2900990","2000","2","4","Missouri","29","Jefferson","099",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Jefferson County",99200
"G2901010","2000","2","4","Missouri","29","Johnson","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Johnson County",86500
"G2901030","2000","2","4","Missouri","29","Knox","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Knox County",37800
"G2901050","2000","2","4","Missouri","29","Laclede","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Laclede County",73000
"G2901070","2000","2","4","Missouri","29","Lafayette","107",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Lafayette County",74400
"G2901090","2000","2","4","Missouri","29","Lawrence","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lawrence County",65500
"G2901110","2000","2","4","Missouri","29","Lewis","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lewis County",52400
"G2901130","2000","2","4","Missouri","29","Lincoln","113",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Lincoln County",102200
"G2901150","2000","2","4","Missouri","29","Linn","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Linn County",42200
"G2901170","2000","2","4","Missouri","29","Livingston","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Livingston County",61400
"G2901190","2000","2","4","Missouri","29","McDonald","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McDonald County",55800
"G2901210","2000","2","4","Missouri","29","Macon","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Macon County",55900
"G2901230","2000","2","4","Missouri","29","Madison","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Madison County",54800
"G2901250","2000","2","4","Missouri","29","Maries","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Maries County",64400
"G2901270","2000","2","4","Missouri","29","Marion","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",66600
"G2901290","2000","2","4","Missouri","29","Mercer","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mercer County",32300
"G2901310","2000","2","4","Missouri","29","Miller","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Miller County",69900
"G2901330","2000","2","4","Missouri","29","Mississippi","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mississippi County",47000
"G2901350","2000","2","4","Missouri","29","Moniteau","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Moniteau County",69900
"G2901370","2000","2","4","Missouri","29","Monroe","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Monroe County",55300
"G2901390","2000","2","4","Missouri","29","Montgomery","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",59300
"G2901410","2000","2","4","Missouri","29","Morgan","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morgan County",79500
"G2901430","2000","2","4","Missouri","29","New Madrid","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Madrid County",48100
"G2901450","2000","2","4","Missouri","29","Newton","145",,,,,,,,,,,,,"3710","9999","9999",,,,,,,,"Newton County",74200
"G2901470","2000","2","4","Missouri","29","Nodaway","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nodaway County",71100
"G2901490","2000","2","4","Missouri","29","Oregon","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Oregon County",45900
"G2901510","2000","2","4","Missouri","29","Osage","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Osage County",81400
"G2901530","2000","2","4","Missouri","29","Ozark","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ozark County",62600
"G2901550","2000","2","4","Missouri","29","Pemiscot","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pemiscot County",44200
"G2901570","2000","2","4","Missouri","29","Perry","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Perry County",80000
"G2901590","2000","2","4","Missouri","29","Pettis","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pettis County",66400
"G2901610","2000","2","4","Missouri","29","Phelps","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Phelps County",74800
"G2901630","2000","2","4","Missouri","29","Pike","163",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pike County",63400
"G2901650","2000","2","4","Missouri","29","Platte","165",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Platte County",126700
"G2901670","2000","2","4","Missouri","29","Polk","167",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Polk County",77000
"G2901690","2000","2","4","Missouri","29","Pulaski","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pulaski County",78300
"G2901710","2000","2","4","Missouri","29","Putnam","171",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Putnam County",44500
"G2901730","2000","2","4","Missouri","29","Ralls","173",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ralls County",67400
"G2901750","2000","2","4","Missouri","29","Randolph","175",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Randolph County",49300
"G2901770","2000","2","4","Missouri","29","Ray","177",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Ray County",81000
"G2901790","2000","2","4","Missouri","29","Reynolds","179",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Reynolds County",47200
"G2901810","2000","2","4","Missouri","29","Ripley","181",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ripley County",49100
"G2901830","2000","2","4","Missouri","29","St Charles","183",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"St. Charles County",126200
"G2901850","2000","2","4","Missouri","29","St Clair","185",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"St. Clair County",48500
"G2901860","2000","2","4","Missouri","29","Ste Genevieve","186",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ste. Genevieve County",83700
"G2901870","2000","2","4","Missouri","29","St Francois","187",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"St. Francois County",68200
"G2901890","2000","2","4","Missouri","29","St Louis","189",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"St. Louis County",116600
"G2901950","2000","2","4","Missouri","29","Saline","195",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Saline County",59700
"G2901970","2000","2","4","Missouri","29","Schuyler","197",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Schuyler County",38500
"G2901990","2000","2","4","Missouri","29","Scotland","199",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Scotland County",43300
"G2902010","2000","2","4","Missouri","29","Scott","201",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Scott County",68200
"G2902030","2000","2","4","Missouri","29","Shannon","203",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shannon County",41400
"G2902050","2000","2","4","Missouri","29","Shelby","205",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shelby County",44000
"G2902070","2000","2","4","Missouri","29","Stoddard","207",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stoddard County",57200
"G2902090","2000","2","4","Missouri","29","Stone","209",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stone County",102700
"G2902110","2000","2","4","Missouri","29","Sullivan","211",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sullivan County",37700
"G2902130","2000","2","4","Missouri","29","Taney","213",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Taney County",93500
"G2902150","2000","2","4","Missouri","29","Texas","215",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Texas County",61000
"G2902170","2000","2","4","Missouri","29","Vernon","217",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Vernon County",58500
"G2902190","2000","2","4","Missouri","29","Warren","219",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Warren County",108600
"G2902210","2000","2","4","Missouri","29","Washington","221",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",57600
"G2902230","2000","2","4","Missouri","29","Wayne","223",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wayne County",44700
"G2902250","2000","2","4","Missouri","29","Webster","225",,,,,,,,,,,,,"7920","9999","9999",,,,,,,,"Webster County",80900
"G2902270","2000","2","4","Missouri","29","Worth","227",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Worth County",27200
"G2902290","2000","2","4","Missouri","29","Wright","229",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wright County",57000
"G2905100","2000","2","4","Missouri","29","St Louis City","510",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"St. Louis city",63900
"G3000010","2000","4","8","Montana","30","Beaverhead","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Beaverhead County",89200
"G3000030","2000","4","8","Montana","30","Big Horn","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Big Horn County",61400
"G3000050","2000","4","8","Montana","30","Blaine","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Blaine County",56800
"G3000070","2000","4","8","Montana","30","Broadwater","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Broadwater County",85500
"G3000090","2000","4","8","Montana","30","Carbon","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carbon County",101700
"G3000110","2000","4","8","Montana","30","Carter","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carter County",34600
"G3000130","2000","4","8","Montana","30","Cascade","013",,,,,,,,,,,,,"3040","9999","9999",,,,,,,,"Cascade County",92500
"G3000150","2000","4","8","Montana","30","Chouteau","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chouteau County",69000
