GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AB2AA,AB2AAM
G3500550,2008-2012,New Mexico,35,350,Taos County,55,550,"Taos County, New Mexico",44442,2297
G3500570,2008-2012,New Mexico,35,350,Torrance County,57,570,"Torrance County, New Mexico",43724,6680
G3500590,2008-2012,New Mexico,35,350,Union County,59,590,"Union County, New Mexico",44534,6367
G3500610,2008-2012,New Mexico,35,350,Valencia County,61,610,"Valencia County, New Mexico",51404,2668
G3600010,2008-2012,New York,36,360,Albany County,1,10,"Albany County, New York",80016,1897
G3600030,2008-2012,New York,36,360,Allegany County,3,30,"Allegany County, New York",51015,1555
G3600050,2008-2012,New York,36,360,Bronx County,5,50,"Bronx County, New York",38643,630
G3600070,2008-2012,New York,36,360,Broome County,7,70,"Broome County, New York",59317,1370
G3600090,2008-2012,New York,36,360,Cattaraugus County,9,90,"Cattaraugus County, New York",52739,1499
G3600110,2008-2012,New York,36,360,Cayuga County,11,110,"Cayuga County, New York",62068,1826
G3600130,2008-2012,New York,36,360,Chautauqua County,13,130,"Chautauqua County, New York",52368,1327
G3600150,2008-2012,New York,36,360,Chemung County,15,150,"Chemung County, New York",59480,1953
G3600170,2008-2012,New York,36,360,Chenango County,17,170,"Chenango County, New York",54087,2153
G3600190,2008-2012,New York,36,360,Clinton County,19,190,"Clinton County, New York",63722,2718
G3600210,2008-2012,New York,36,360,Columbia County,21,210,"Columbia County, New York",71151,3495
G3600230,2008-2012,New York,36,360,Cortland County,23,230,"Cortland County, New York",59083,2752
G3600250,2008-2012,New York,36,360,Delaware County,25,250,"Delaware County, New York",54934,1732
G3600270,2008-2012,New York,36,360,Dutchess County,27,270,"Dutchess County, New York",87630,1537
G3600290,2008-2012,New York,36,360,Erie County,29,290,"Erie County, New York",65668,742
G3600310,2008-2012,New York,36,360,Essex County,31,310,"Essex County, New York",58842,3469
G3600330,2008-2012,New York,36,360,Franklin County,33,330,"Franklin County, New York",54924,2351
G3600350,2008-2012,New York,36,360,Fulton County,35,350,"Fulton County, New York",53485,2330
G3600370,2008-2012,New York,36,360,Genesee County,37,370,"Genesee County, New York",64290,1968
G3600390,2008-2012,New York,36,360,Greene County,39,390,"Greene County, New York",57670,3127
G3600410,2008-2012,New York,36,360,Hamilton County,41,410,"Hamilton County, New York",61143,3834
G3600430,2008-2012,New York,36,360,Herkimer County,43,430,"Herkimer County, New York",55545,2194
G3600450,2008-2012,New York,36,360,Jefferson County,45,450,"Jefferson County, New York",54878,1476
G3600470,2008-2012,New York,36,360,Kings County,47,470,"Kings County, New York",50582,524
G3600490,2008-2012,New York,36,360,Lewis County,49,490,"Lewis County, New York",53956,2309
G3600510,2008-2012,New York,36,360,Livingston County,51,510,"Livingston County, New York",66050,2067
G3600530,2008-2012,New York,36,360,Madison County,53,530,"Madison County, New York",63591,2235
G3600550,2008-2012,New York,36,360,Monroe County,55,550,"Monroe County, New York",68009,851
G3600570,2008-2012,New York,36,360,Montgomery County,57,570,"Montgomery County, New York",54042,2329
G3600590,2008-2012,New York,36,360,Nassau County,59,590,"Nassau County, New York",112032,1007
G3600610,2008-2012,New York,36,360,New York County,61,610,"New York County, New York",81323,1770
G3600630,2008-2012,New York,36,360,Niagara County,63,630,"Niagara County, New York",62223,1611
G3600650,2008-2012,New York,36,360,Oneida County,65,650,"Oneida County, New York",62232,1618
G3600670,2008-2012,New York,36,360,Onondaga County,67,670,"Onondaga County, New York",69448,926
G3600690,2008-2012,New York,36,360,Ontario County,69,690,"Ontario County, New York",69982,2197
G3600710,2008-2012,New York,36,360,Orange County,71,710,"Orange County, New York",85640,1374
G3600730,2008-2012,New York,36,360,Orleans County,73,730,"Orleans County, New York",57868,2456
G3600750,2008-2012,New York,36,360,Oswego County,75,750,"Oswego County, New York",58041,1603
G3600770,2008-2012,New York,36,360,Otsego County,77,770,"Otsego County, New York",59227,1927
G3600790,2008-2012,New York,36,360,Putnam County,79,790,"Putnam County, New York",109406,3060
G3600810,2008-2012,New York,36,360,Queens County,81,810,"Queens County, New York",64337,572
G3600830,2008-2012,New York,36,360,Rensselaer County,83,830,"Rensselaer County, New York",74494,1980
G3600850,2008-2012,New York,36,360,Richmond County,85,850,"Richmond County, New York",86015,1062
G3600870,2008-2012,New York,36,360,Rockland County,87,870,"Rockland County, New York",99669,2057
G3600890,2008-2012,New York,36,360,St. Lawrence County,89,890,"St. Lawrence County, New York",53862,1413
G3600910,2008-2012,New York,36,360,Saratoga County,91,910,"Saratoga County, New York",85095,1683
G3600930,2008-2012,New York,36,360,Schenectady County,93,930,"Schenectady County, New York",73042,1771
G3600950,2008-2012,New York,36,360,Schoharie County,95,950,"Schoharie County, New York",65563,3210
G3600970,2008-2012,New York,36,360,Schuyler County,97,970,"Schuyler County, New York",58149,2720
G3600990,2008-2012,New York,36,360,Seneca County,99,990,"Seneca County, New York",60024,2523
G3601010,2008-2012,New York,36,360,Steuben County,101,1010,"Steuben County, New York",55665,1627
G3601030,2008-2012,New York,36,360,Suffolk County,103,1030,"Suffolk County, New York",100179,865
G3601050,2008-2012,New York,36,360,Sullivan County,105,1050,"Sullivan County, New York",58644,2667
G3601070,2008-2012,New York,36,360,Tioga County,107,1070,"Tioga County, New York",66055,1197
G3601090,2008-2012,New York,36,360,Tompkins County,109,1090,"Tompkins County, New York",73132,2729
G3601110,2008-2012,New York,36,360,Ulster County,111,1110,"Ulster County, New York",72734,1985
G3601130,2008-2012,New York,36,360,Warren County,113,1130,"Warren County, New York",66487,1947
G3601150,2008-2012,New York,36,360,Washington County,115,1150,"Washington County, New York",60040,1714
G3601170,2008-2012,New York,36,360,Wayne County,117,1170,"Wayne County, New York",62627,2117
G3601190,2008-2012,New York,36,360,Westchester County,119,1190,"Westchester County, New York",103545,1693
G3601210,2008-2012,New York,36,360,Wyoming County,121,1210,"Wyoming County, New York",61527,1949
G3601230,2008-2012,New York,36,360,Yates County,123,1230,"Yates County, New York",59958,2504
G3700010,2008-2012,North Carolina,37,370,Alamance County,1,10,"Alamance County, North Carolina",54335,1682
G3700030,2008-2012,North Carolina,37,370,Alexander County,3,30,"Alexander County, North Carolina",49603,2681
G3700050,2008-2012,North Carolina,37,370,Alleghany County,5,50,"Alleghany County, North Carolina",38830,4233
G3700070,2008-2012,North Carolina,37,370,Anson County,7,70,"Anson County, North Carolina",39422,1747
G3700090,2008-2012,North Carolina,37,370,Ashe County,9,90,"Ashe County, North Carolina",48339,3127
G3700110,2008-2012,North Carolina,37,370,Avery County,11,110,"Avery County, North Carolina",48615,5075
G3700130,2008-2012,North Carolina,37,370,Beaufort County,13,130,"Beaufort County, North Carolina",49279,2617
G3700150,2008-2012,North Carolina,37,370,Bertie County,15,150,"Bertie County, North Carolina",42284,4604
G3700170,2008-2012,North Carolina,37,370,Bladen County,17,170,"Bladen County, North Carolina",41920,4695
G3700190,2008-2012,North Carolina,37,370,Brunswick County,19,190,"Brunswick County, North Carolina",53247,3045
G3700210,2008-2012,North Carolina,37,370,Buncombe County,21,210,"Buncombe County, North Carolina",55754,1704
G3700230,2008-2012,North Carolina,37,370,Burke County,23,230,"Burke County, North Carolina",48641,1622
G3700250,2008-2012,North Carolina,37,370,Cabarrus County,25,250,"Cabarrus County, North Carolina",67052,2158
G3700270,2008-2012,North Carolina,37,370,Caldwell County,27,270,"Caldwell County, North Carolina",47892,1911
G3700290,2008-2012,North Carolina,37,370,Camden County,29,290,"Camden County, North Carolina",69800,9126
G3700310,2008-2012,North Carolina,37,370,Carteret County,31,310,"Carteret County, North Carolina",58011,2388
