GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALY3E001,ALY3E002,ALY3E003,ALY3E004,ALY3E005,ALY3E006,ALY3E007,NAME_M,ALY3M001,ALY3M002,ALY3M003,ALY3M004,ALY3M005,ALY3M006,ALY3M007
"G0100550","2015-2019","AL",,,"Alabama","01","Etowah County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01055",,,"Etowah County, Alabama",83242,45161,45149,42650,2499,12,38081,"Etowah County, Alabama",228,1109,1108,1117,344,16,1095
"G0100570","2015-2019","AL",,,"Alabama","01","Fayette County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01057",,,"Fayette County, Alabama",13428,6779,6766,6337,429,13,6649,"Fayette County, Alabama",130,327,327,367,127,16,331
"G0100590","2015-2019","AL",,,"Alabama","01","Franklin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01059",,,"Franklin County, Alabama",24340,13483,13481,12840,641,2,10857,"Franklin County, Alabama",161,523,523,511,199,4,519
"G0100610","2015-2019","AL",,,"Alabama","01","Geneva County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01061",,,"Geneva County, Alabama",21355,10922,10883,10294,589,39,10433,"Geneva County, Alabama",129,490,487,528,167,39,485
"G0100630","2015-2019","AL",,,"Alabama","01","Greene County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01063",,,"Greene County, Alabama",6544,2707,2707,2396,311,0,3837,"Greene County, Alabama",73,274,274,289,137,17,287
"G0100650","2015-2019","AL",,,"Alabama","01","Hale County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01065",,,"Hale County, Alabama",11792,6037,6007,5355,652,30,5755,"Hale County, Alabama",70,393,386,402,213,50,412
"G0100670","2015-2019","AL",,,"Alabama","01","Henry County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01067",,,"Henry County, Alabama",14042,7361,7353,6920,433,8,6681,"Henry County, Alabama",67,358,358,347,134,12,358
"G0100690","2015-2019","AL",,,"Alabama","01","Houston County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01069",,,"Houston County, Alabama",83196,47603,47417,44374,3043,186,35593,"Houston County, Alabama",126,544,543,539,204,52,591
"G0100710","2015-2019","AL",,,"Alabama","01","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01071",,,"Jackson County, Alabama",42222,21460,21453,20352,1101,7,20762,"Jackson County, Alabama",151,664,664,661,228,11,678
"G0100730","2015-2019","AL",,,"Alabama","01","Jefferson County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01073",,,"Jefferson County, Alabama",525234,326672,326101,304994,21107,571,198562,"Jefferson County, Alabama",559,2308,2300,2426,1343,155,2285
"G0100750","2015-2019","AL",,,"Alabama","01","Lamar County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01075",,,"Lamar County, Alabama",11104,5755,5753,5244,509,2,5349,"Lamar County, Alabama",129,266,267,257,218,4,287
"G0100770","2015-2019","AL",,,"Alabama","01","Lauderdale County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01077",,,"Lauderdale County, Alabama",76212,42365,42280,40287,1993,85,33847,"Lauderdale County, Alabama",219,895,901,904,337,80,851
"G0100790","2015-2019","AL",,,"Alabama","01","Lawrence County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01079",,,"Lawrence County, Alabama",26684,13159,13137,12445,692,22,13525,"Lawrence County, Alabama",147,527,528,562,155,25,546
"G0100810","2015-2019","AL",,,"Alabama","01","Lee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01081",,,"Lee County, Alabama",130253,79457,78849,74770,4079,608,50796,"Lee County, Alabama",286,1336,1376,1409,548,197,1407
"G0100830","2015-2019","AL",,,"Alabama","01","Limestone County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01083",,,"Limestone County, Alabama",75899,43284,43207,40510,2697,77,32615,"Limestone County, Alabama",210,1038,1041,1105,564,57,1080
"G0100850","2015-2019","AL",,,"Alabama","01","Lowndes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01085",,,"Lowndes County, Alabama",8043,3807,3807,3430,377,0,4236,"Lowndes County, Alabama",70,234,234,238,107,19,252
"G0100870","2015-2019","AL",,,"Alabama","01","Macon County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01087",,,"Macon County, Alabama",15831,8024,7967,7064,903,57,7807,"Macon County, Alabama",79,350,347,345,193,51,368
"G0100890","2015-2019","AL",,,"Alabama","01","Madison County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01089",,,"Madison County, Alabama",292072,187581,186248,176910,9338,1333,104491,"Madison County, Alabama",434,1735,1732,1782,760,410,1752
"G0100910","2015-2019","AL",,,"Alabama","01","Marengo County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01091",,,"Marengo County, Alabama",15514,7365,7365,6778,587,0,8149,"Marengo County, Alabama",59,364,364,361,193,19,376
"G0100930","2015-2019","AL",,,"Alabama","01","Marion County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01093",,,"Marion County, Alabama",24260,12561,12535,11851,684,26,11699,"Marion County, Alabama",110,539,543,514,178,33,529
"G0100950","2015-2019","AL",,,"Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01095",,,"Marshall County, Alabama",74429,40975,40942,39193,1749,33,33454,"Marshall County, Alabama",215,902,895,896,303,34,914
"G0100970","2015-2019","AL",,,"Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01097",,,"Mobile County, Alabama",327383,186097,185327,174519,10808,770,141286,"Mobile County, Alabama",449,2294,2329,2408,809,235,2320
"G0100990","2015-2019","AL",,,"Alabama","01","Monroe County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01099",,,"Monroe County, Alabama",17101,7595,7595,6423,1172,0,9506,"Monroe County, Alabama",112,387,387,408,356,22,428
"G0101010","2015-2019","AL",,,"Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01101",,,"Montgomery County, Alabama",179440,110039,108132,101013,7119,1907,69401,"Montgomery County, Alabama",358,1370,1369,1415,635,278,1396
"G0101030","2015-2019","AL",,,"Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01103",,,"Morgan County, Alabama",95022,54721,54681,51903,2778,40,40301,"Morgan County, Alabama",319,1042,1044,1098,444,51,1047
"G0101050","2015-2019","AL",,,"Alabama","01","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01105",,,"Perry County, Alabama",7569,2868,2861,2571,290,7,4701,"Perry County, Alabama",85,539,541,518,184,15,519
"G0101070","2015-2019","AL",,,"Alabama","01","Pickens County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01107",,,"Pickens County, Alabama",16747,7819,7819,7017,802,0,8928,"Pickens County, Alabama",69,337,337,331,204,22,341
"G0101090","2015-2019","AL",,,"Alabama","01","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01109",,,"Pike County, Alabama",27622,14932,14907,13992,915,25,12690,"Pike County, Alabama",136,734,733,685,288,26,696
"G0101110","2015-2019","AL",,,"Alabama","01","Randolph County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01111",,,"Randolph County, Alabama",18293,9151,9144,8764,380,7,9142,"Randolph County, Alabama",73,409,409,434,124,11,403
"G0101130","2015-2019","AL",,,"Alabama","01","Russell County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01113",,,"Russell County, Alabama",45533,26521,25241,23616,1625,1280,19012,"Russell County, Alabama",191,771,767,800,315,295,722
"G0101150","2015-2019","AL",,,"Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01115",,,"St. Clair County, Alabama",70160,40704,40678,38507,2171,26,29456,"St. Clair County, Alabama",303,1000,1008,1068,396,48,1079
"G0101170","2015-2019","AL",,,"Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01117",,,"Shelby County, Alabama",168899,111069,110852,106839,4013,217,57830,"Shelby County, Alabama",317,1111,1126,1224,512,143,1165
"G0101190","2015-2019","AL",,,"Alabama","01","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01119",,,"Sumter County, Alabama",10570,4757,4753,4291,462,4,5813,"Sumter County, Alabama",88,399,400,394,178,6,399
"G0101210","2015-2019","AL",,,"Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01121",,,"Talladega County, Alabama",65202,34100,34059,31166,2893,41,31102,"Talladega County, Alabama",203,856,859,782,445,41,888
"G0101230","2015-2019","AL",,,"Alabama","01","Tallapoosa County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01123",,,"Tallapoosa County, Alabama",33041,16775,16775,15119,1656,0,16266,"Tallapoosa County, Alabama",128,506,506,596,319,25,539
"G0101250","2015-2019","AL",,,"Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01125",,,"Tuscaloosa County, Alabama",168197,99565,99449,93667,5782,116,68632,"Tuscaloosa County, Alabama",274,1685,1674,1642,597,78,1702
"G0101270","2015-2019","AL",,,"Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01127",,,"Walker County, Alabama",51506,26672,26643,24414,2229,29,24834,"Walker County, Alabama",204,682,682,707,316,23,731
"G0101290","2015-2019","AL",,,"Alabama","01","Washington County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01129",,,"Washington County, Alabama",13300,6019,6019,5582,437,0,7281,"Washington County, Alabama",129,376,376,386,133,19,418
"G0101310","2015-2019","AL",,,"Alabama","01","Wilcox County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01131",,,"Wilcox County, Alabama",8487,3558,3536,2995,541,22,4929,"Wilcox County, Alabama",75,294,295,254,152,38,308
"G0101330","2015-2019","AL",,,"Alabama","01","Winston County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01133",,,"Winston County, Alabama",19489,9857,9837,9120,717,20,9632,"Winston County, Alabama",111,344,340,379,183,23,352
"G0200130","2015-2019","AK",,,"Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02013",,,"Aleutians East Borough, Alaska",2960,2403,2399,2306,93,4,557,"Aleutians East Borough, Alaska",60,113,113,123,31,8,75
"G0200160","2015-2019","AK",,,"Alaska","02","Aleutians West Census Area","016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02016",,,"Aleutians West Census Area, Alaska",4796,3980,3912,3830,82,68,816,"Aleutians West Census Area, Alaska",83,148,162,172,27,41,107
"G0200200","2015-2019","AK",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02020",,,"Anchorage Municipality, Alaska",229042,165323,156939,148021,8918,8384,63719,"Anchorage Municipality, Alaska",385,1302,1505,1618,778,622,1316
"G0200500","2015-2019","AK",,,"Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02050",,,"Bethel Census Area, Alaska",12405,7664,7655,6243,1412,9,4741,"Bethel Census Area, Alaska",116,211,212,262,137,12,236
"G0200600","2015-2019","AK",,,"Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02060",,,"Bristol Bay Borough, Alaska",723,532,518,468,50,14,191,"Bristol Bay Borough, Alaska",74,66,66,66,19,6,35
"G0200680","2015-2019","AK",,,"Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02068",,,"Denali Borough, Alaska",2025,1589,1531,1508,23,58,436,"Denali Borough, Alaska",449,609,617,626,18,35,174
"G0200700","2015-2019","AK",,,"Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02070",,,"Dillingham Census Area, Alaska",3600,2305,2305,2030,275,0,1295,"Dillingham Census Area, Alaska",40,91,91,100,40,9,90
"G0200900","2015-2019","AK",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02090",,,"Fairbanks North Star Borough, Alaska",77300,55445,48728,45538,3190,6717,21855,"Fairbanks North Star Borough, Alaska",276,1013,1175,1176,624,472,998
"G0201000","2015-2019","AK",,,"Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02100",,,"Haines Borough, Alaska",1909,1240,1240,1181,59,0,669,"Haines Borough, Alaska",128,150,150,161,62,9,176
"G0201050","2015-2019","AK",,,"Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02105",,,"Hoonah-Angoon Census Area, Alaska",1842,1156,1153,1030,123,3,686,"Hoonah-Angoon Census Area, Alaska",54,81,82,95,36,4,69
"G0201100","2015-2019","AK",,,"Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02110",,,"Juneau City and Borough, Alaska",26030,18351,17950,17132,818,401,7679,"Juneau City and Borough, Alaska",92,424,477,524,235,266,418
"G0201220","2015-2019","AK",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02122",,,"Kenai Peninsula Borough, Alaska",46721,27410,27265,25314,1951,145,19311,"Kenai Peninsula Borough, Alaska",124,693,701,719,309,65,701
"G0201300","2015-2019","AK",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02130",,,"Ketchikan Gateway Borough, Alaska",11098,7772,7564,7116,448,208,3326,"Ketchikan Gateway Borough, Alaska",50,161,174,174,82,54,172
"G0201500","2015-2019","AK",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02150",,,"Kodiak Island Borough, Alaska",10327,7680,7075,6680,395,605,2647,"Kodiak Island Borough, Alaska",92,266,275,276,144,122,297
"G0201580","2015-2019","AK",,,"Alaska","02","Kusilvak Census Area","158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02158",,,"Kusilvak Census Area, Alaska",5228,3023,3009,2192,817,14,2205,"Kusilvak Census Area, Alaska",20,104,104,127,71,11,101
"G0201640","2015-2019","AK",,,"Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02164",,,"Lake and Peninsula Borough, Alaska",1109,770,770,653,117,0,339,"Lake and Peninsula Borough, Alaska",292,198,198,174,33,9,104
"G0201700","2015-2019","AK",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02170",,,"Matanuska-Susitna Borough, Alaska",80098,48771,48160,43782,4378,611,31327,"Matanuska-Susitna Borough, Alaska",159,732,751,679,424,109,734
"G0201800","2015-2019","AK",,,"Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02180",,,"Nome Census Area, Alaska",6888,4511,4461,3693,768,50,2377,"Nome Census Area, Alaska",53,157,159,181,80,20,136
"G0201850","2015-2019","AK",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02185",,,"North Slope Borough, Alaska",7516,5985,5937,5404,533,48,1531,"North Slope Borough, Alaska",62,132,160,173,115,86,129
"G0201880","2015-2019","AK",,,"Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02188",,,"Northwest Arctic Borough, Alaska",5255,3201,3200,2619,581,1,2054,"Northwest Arctic Borough, Alaska",32,104,103,104,60,3,96
"G0201950","2015-2019","AK",,,"Alaska","02","Petersburg Borough","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02195",,,"Petersburg Borough, Alaska",2685,1734,1724,1653,71,10,951,"Petersburg Borough, Alaska",113,143,142,141,24,9,122
"G0201980","2015-2019","AK",,,"Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02198",,,"Prince of Wales-Hyder Census Area, Alaska",5057,3102,3102,2753,349,0,1955,"Prince of Wales-Hyder Census Area, Alaska",28,127,127,125,57,13,124
"G0202200","2015-2019","AK",,,"Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02220",,,"Sitka City and Borough, Alaska",6989,5019,4871,4629,242,148,1970,"Sitka City and Borough, Alaska",47,118,126,142,62,62,131
"G0202300","2015-2019","AK",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02230",,,"Skagway Municipality, Alaska",973,789,789,738,51,0,184,"Skagway Municipality, Alaska",103,112,112,112,14,9,36
"G0202400","2015-2019","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02240",,,"Southeast Fairbanks Census Area, Alaska",5183,3246,3148,2801,347,98,1937,"Southeast Fairbanks Census Area, Alaska",50,172,177,179,111,33,164
"G0202610","2015-2019","AK",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02261",,,"Valdez-Cordova Census Area, Alaska",7258,5154,5015,4846,169,139,2104,"Valdez-Cordova Census Area, Alaska",42,228,254,257,69,90,222
"G0202750","2015-2019","AK",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02275",,,"Wrangell City and Borough, Alaska",2102,1162,1162,1085,77,0,940,"Wrangell City and Borough, Alaska",71,91,91,97,31,9,104
"G0202820","2015-2019","AK",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02282",,,"Yakutat City and Borough, Alaska",505,360,360,339,21,0,145,"Yakutat City and Borough, Alaska",78,82,82,81,11,9,29
"G0202900","2015-2019","AK",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02290",,,"Yukon-Koyukuk Census Area, Alaska",4057,2661,2640,2190,450,21,1396,"Yukon-Koyukuk Census Area, Alaska",13,88,90,94,54,28,85
"G0400010","2015-2019","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04001",,,"Apache County, Arizona",54229,20571,20569,18400,2169,2,33658,"Apache County, Arizona",186,544,543,583,242,3,569
"G0400030","2015-2019","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04003",,,"Cochise County, Arizona",101327,50158,46720,43760,2960,3438,51169,"Cochise County, Arizona",264,1282,1268,1195,414,355,1311
"G0400050","2015-2019","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005",,,"Coconino County, Arizona",115514,72432,72312,66820,5492,120,43082,"Coconino County, Arizona",250,1146,1134,1102,601,87,1150
"G0400070","2015-2019","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007",,,"Gila County, Arizona",43850,20525,20496,18695,1801,29,23325,"Gila County, Arizona",136,775,769,762,290,43,757
"G0400090","2015-2019","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009",,,"Graham County, Arizona",28895,14292,14292,13104,1188,0,14603,"Graham County, Arizona",142,648,648,535,254,26,643
"G0400110","2015-2019","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011",,,"Greenlee County, Arizona",7196,4103,4103,3870,233,0,3093,"Greenlee County, Arizona",61,262,262,271,77,17,280
"G0400120","2015-2019","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012",,,"La Paz County, Arizona",17815,6762,6762,6160,602,0,11053,"La Paz County, Arizona",51,323,323,363,175,23,330
"G0400130","2015-2019","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013",,,"Maricopa County, Arizona",3402498,2183045,2177823,2068218,109605,5222,1219453,"Maricopa County, Arizona",1337,6154,6104,6390,2656,524,6146
"G0400150","2015-2019","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015",,,"Mohave County, Arizona",175830,79369,79309,72932,6377,60,96461,"Mohave County, Arizona",293,1452,1454,1399,695,88,1402
"G0400170","2015-2019","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017",,,"Navajo County, Arizona",82886,38298,38265,33415,4850,33,44588,"Navajo County, Arizona",217,776,779,727,428,54,803
"G0400190","2015-2019","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019",,,"Pima County, Arizona",834998,486131,479760,446383,33377,6371,348867,"Pima County, Arizona",776,3310,3333,3379,1248,561,3402
"G0400210","2015-2019","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021",,,"Pinal County, Arizona",343846,170101,169843,157798,12045,258,173745,"Pinal County, Arizona",552,2605,2598,2366,803,127,2650
"G0400230","2015-2019","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023",,,"Santa Cruz County, Arizona",35419,18694,18587,17163,1424,107,16725,"Santa Cruz County, Arizona",145,724,740,741,313,125,734
"G0400250","2015-2019","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025",,,"Yavapai County, Arizona",194627,93458,93401,88037,5364,57,101169,"Yavapai County, Arizona",379,1513,1518,1661,538,45,1497
"G0400270","2015-2019","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027",,,"Yuma County, Arizona",161991,88216,84321,75903,8418,3895,73775,"Yuma County, Arizona",331,1341,1456,1460,830,404,1401
"G0500010","2015-2019","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001",,,"Arkansas County, Arkansas",14285,8350,8350,7864,486,0,5935,"Arkansas County, Arkansas",105,299,299,298,139,19,307
"G0500030","2015-2019","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003",,,"Ashley County, Arkansas",16004,8242,8242,7796,446,0,7762,"Ashley County, Arkansas",90,402,402,422,128,22,413
"G0500050","2015-2019","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005",,,"Baxter County, Arkansas",35079,16824,16824,16051,773,0,18255,"Baxter County, Arkansas",140,635,635,679,214,25,662
"G0500070","2015-2019","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007",,,"Benton County, Arkansas",203159,133114,133009,129785,3224,105,70045,"Benton County, Arkansas",326,1187,1175,1168,387,62,1220
"G0500090","2015-2019","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009",,,"Boone County, Arkansas",29544,16954,16944,16174,770,10,12590,"Boone County, Arkansas",142,636,634,644,212,18,584
"G0500110","2015-2019","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011",,,"Bradley County, Arkansas",8551,4426,4426,4091,335,0,4125,"Bradley County, Arkansas",53,224,224,251,104,19,229
"G0500130","2015-2019","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013",,,"Calhoun County, Arkansas",4350,2208,2208,2111,97,0,2142,"Calhoun County, Arkansas",53,198,198,191,56,17,186
"G0500150","2015-2019","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015",,,"Carroll County, Arkansas",22563,12471,12470,12013,457,1,10092,"Carroll County, Arkansas",170,575,576,596,151,3,587
"G0500170","2015-2019","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017",,,"Chicot County, Arkansas",8541,3646,3641,3282,359,5,4895,"Chicot County, Arkansas",73,270,271,260,111,9,268
"G0500190","2015-2019","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019",,,"Clark County, Arkansas",18643,10799,10790,10575,215,9,7844,"Clark County, Arkansas",82,516,515,492,93,14,511
"G0500210","2015-2019","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021",,,"Clay County, Arkansas",12016,6739,6739,6391,348,0,5277,"Clay County, Arkansas",66,263,263,267,95,19,270
"G0500230","2015-2019","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,,"Cleburne County, Arkansas",20944,10779,10779,10314,465,0,10165,"Cleburne County, Arkansas",117,405,405,396,120,22,440
"G0500250","2015-2019","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,,"Cleveland County, Arkansas",6487,3246,3239,3061,178,7,3241,"Cleveland County, Arkansas",43,199,199,188,86,11,202
"G0500270","2015-2019","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,,"Columbia County, Arkansas",19430,10034,10034,8944,1090,0,9396,"Columbia County, Arkansas",115,470,470,469,301,22,485
"G0500290","2015-2019","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,,"Conway County, Arkansas",16421,9576,9569,8927,642,7,6845,"Conway County, Arkansas",91,354,355,390,183,9,378
"G0500310","2015-2019","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,,"Craighead County, Arkansas",83529,53143,53051,49761,3290,92,30386,"Craighead County, Arkansas",213,997,1007,1025,477,76,1035
